ts, default broker, CrocodileAgent, SPOT, COLDPower18, VidyutVanika, EWIIS3, AgentUDE, Bunnie, total
359, 57511, 0, 0, 0, 0, 0, 0, 0, 57511
360, 57511, 0, 0, 0, 0, 0, 0, 0, 57511
361, 1, 2410, 0, 0, 12500, 226, 27417, 14957, 57511
367, 1, 2406, 5, 0, 12497, 112, 27472, 15018, 57511
373, 1, 2404, 7, 0, 12585, 85, 31054, 11375, 57511
379, 1, 2402, 40, 0, 12585, 49, 33663, 8771, 57511
385, 1, 2401, 3, 0, 12586, 47, 35142, 7331, 57511
391, 1, 2401, 2, 0, 12587, 48, 35967, 6505, 57511
397, 1, 2402, 3, 0, 12586, 49, 36830, 5640, 57511
403, 1, 2402, 33, 0, 12587, 221, 3673, 38594, 57511
409, 1, 2382, 45, 0, 12647, 199, 633, 41604, 57511
415, 2, 2363, 147, 0, 12646, 187, 538, 41628, 57511
421, 2, 2342, 147, 0, 12646, 157, 527, 41690, 57511
427, 2, 2343, 266, 0, 12886, 150, 528, 41336, 57511
433, 2, 1934, 267, 0, 11714, 165, 649, 42780, 57511
439, 2, 1184, 264, 0, 10675, 114, 648, 44624, 57511
445, 3, 963, 294, 0, 9915, 136, 348, 45852, 57511
451, 3, 753, 296, 0, 9465, 143, 378, 46473, 57511
457, 3, 653, 245, 0, 8765, 134, 1130, 46581, 57511
463, 2, 361, 214, 0, 8449, 134, 1502, 46849, 57511
469, 1, 200, 194, 0, 8417, 127, 1663, 46909, 57511
475, 1, 201, 155, 0, 8372, 105, 1677, 47000, 57511
481, 2, 211, 123, 0, 8418, 101, 2098, 46558, 57511
487, 1, 191, 121, 0, 8638, 87, 77, 48396, 57511
493, 0, 278, 121, 0, 10801, 77, 76, 46158, 57511
499, 0, 238, 33, 0, 13728, 70, 78, 43364, 57511
505, 1, 793, 0, 0, 16264, 66, 209, 40178, 57511
511, 1, 1500, 0, 0, 18524, 65, 207, 37214, 57511
517, 0, 2283, 1, 0, 19645, 63, 167, 35352, 57511
523, 0, 2757, 1, 0, 21614, 55, 168, 32916, 57511
529, 0, 3650, 2, 0, 22749, 53, 25, 31032, 57511
535, 1, 3734, 2, 0, 23328, 51, 109, 30286, 57511
541, 2, 3869, 2, 0, 23420, 50, 116, 30052, 57511
547, 2, 3827, 3, 0, 23181, 50, 119, 30329, 57511
553, 1, 3826, 0, 0, 23007, 52, 120, 30505, 57511
559, 1, 3825, 0, 0, 22865, 42, 202, 30576, 57511
565, 0, 3824, 4, 0, 22156, 42, 201, 31284, 57511
571, 1, 3743, 2, 0, 20294, 38, 33, 33400, 57511
577, 1, 3634, 0, 0, 18701, 39, 167, 34969, 57511
583, 1, 3163, 1, 0, 16970, 39, 170, 37167, 57511
589, 1, 2730, 1, 0, 15505, 38, 172, 39064, 57511
595, 0, 2189, 107, 0, 13708, 39, 312, 41156, 57511
601, 0, 1595, 0, 0, 12510, 28, 426, 42952, 57511
607, 0, 1334, 0, 0, 11671, 28, 604, 43874, 57511
613, 0, 995, 0, 0, 10446, 28, 26, 46016, 57511
619, 2, 794, 0, 0, 10013, 28, 28, 46646, 57511
625, 1, 534, 0, 0, 8956, 27, 165, 47828, 57511
631, 1, 385, 1, 0, 8351, 28, 167, 48578, 57511
637, 1, 304, 2, 0, 8180, 29, 310, 48685, 57511
643, 2, 242, 2, 0, 8054, 30, 306, 48875, 57511
649, 2, 172, 147, 0, 7805, 28, 306, 49051, 57511
655, 4, 154, 146, 0, 7752, 25, 37, 49393, 57511
661, 4, 278, 291, 0, 10262, 26, 39, 46611, 57511
667, 3, 416, 290, 0, 10495, 26, 37, 46244, 57511
673, 4, 1047, 289, 0, 11959, 24, 37, 44151, 57511
679, 3, 2046, 289, 0, 14626, 25, 36, 40486, 57511
685, 3, 2762, 289, 0, 17208, 25, 36, 37188, 57511
691, 4, 3844, 259, 0, 19241, 15, 36, 34112, 57511
697, 2, 4473, 229, 0, 20205, 17, 4, 32581, 57511
703, 3, 4472, 199, 0, 20567, 15, 17, 32238, 57511
709, 3, 4379, 169, 0, 20578, 11, 100, 32271, 57511
715, 2, 4379, 139, 0, 20547, 10, 100, 32334, 57511
721, 2, 4377, 49, 0, 20412, 9, 187, 32475, 57511
727, 2, 4356, 50, 0, 20360, 9, 187, 32547, 57511
733, 1, 4306, 31, 0, 19539, 8, 232, 33394, 57511
739, 1, 4215, 31, 0, 18701, 7, 41, 34515, 57511
745, 1, 4001, 2, 0, 18346, 10, 41, 35110, 57511
751, 1, 3309, 32, 0, 16875, 12, 41, 37241, 57511
757, 0, 2898, 32, 0, 15397, 13, 43, 39128, 57511
763, 0, 2408, 32, 0, 13905, 14, 73, 41079, 57511
