ts, default broker, CrocodileAgent, SPOT, COLDPower18, Bunnie, total
745, 6703, 2469, 94, 0, 48237, 57503
751, 6709, 3280, 95, 0, 47419, 57503
757, 6308, 5537, 95, 0, 45563, 57503
763, 5908, 6104, 95, 0, 45396, 57503
769, 6025, 7029, 95, 0, 44354, 57503
775, 6359, 6933, 94, 0, 44117, 57503
781, 6499, 6815, 94, 0, 44095, 57503
787, 6619, 6749, 94, 0, 44041, 57503
793, 6704, 6701, 94, 0, 44004, 57503
799, 6749, 6616, 94, 0, 44044, 57503
805, 6605, 6409, 94, 0, 44395, 57503
811, 6499, 6162, 94, 0, 44748, 57503
817, 6428, 5933, 94, 0, 45048, 57503
823, 6431, 5351, 93, 0, 45628, 57503
829, 6445, 4236, 94, 0, 46728, 57503
835, 6554, 3649, 95, 0, 47205, 57503
841, 6496, 2786, 95, 0, 48126, 57503
847, 6499, 1913, 96, 0, 48995, 57503
853, 6553, 1120, 95, 0, 49735, 57503
859, 6675, 574, 96, 0, 50158, 57503
865, 6537, 649, 95, 0, 50222, 57503
871, 6648, 496, 95, 0, 50264, 57503
877, 6725, 416, 96, 0, 50266, 57503
883, 6714, 352, 95, 0, 50342, 57503
889, 6738, 213, 95, 0, 50457, 57503
895, 6785, 211, 95, 0, 50412, 57503
901, 6848, 461, 95, 0, 50099, 57503
907, 6753, 1242, 96, 0, 49412, 57503
913, 6697, 2116, 96, 0, 48594, 57503
919, 6699, 4221, 96, 0, 46487, 57503
925, 6544, 5778, 95, 0, 45086, 57503
931, 6434, 6839, 94, 0, 44136, 57503
937, 6569, 7689, 94, 0, 43151, 57503
943, 6550, 7829, 53, 0, 43071, 57503
949, 6494, 7762, 48, 0, 43199, 57503
955, 6549, 7733, 41, 0, 43180, 57503
961, 6466, 7701, 41, 0, 43295, 57503
967, 6495, 7456, 43, 0, 43509, 57503
973, 6518, 7274, 46, 0, 43665, 57503
979, 6492, 6513, 44, 0, 44454, 57503
985, 6549, 6048, 60, 0, 44846, 57503
991, 6536, 4634, 78, 0, 46255, 57503
997, 6637, 3986, 91, 0, 46789, 57503
1003, 6611, 3215, 96, 0, 47581, 57503
1009, 6581, 2798, 98, 0, 48026, 57503
1015, 6533, 2276, 99, 0, 48595, 57503
1021, 6251, 1947, 99, 0, 49206, 57503
1027, 6161, 1711, 95, 0, 49536, 57503
1033, 6222, 1353, 96, 0, 49832, 57503
1039, 6429, 852, 96, 0, 50126, 57503
1045, 6296, 855, 96, 0, 50256, 57503
1051, 6433, 592, 95, 0, 50383, 57503
1057, 6469, 467, 95, 0, 50472, 57503
1063, 6604, 362, 95, 0, 50442, 57503
1069, 6626, 1534, 96, 0, 49247, 57503
1075, 6595, 2659, 95, 0, 48154, 57503
1081, 6665, 3439, 94, 0, 47305, 57503
1087, 6749, 4688, 94, 0, 45972, 57503
1093, 6475, 6556, 94, 0, 44378, 57503
1099, 6345, 8368, 94, 0, 42696, 57503
1105, 6392, 9578, 94, 0, 41439, 57503
1111, 6490, 9818, 95, 0, 41100, 57503
1117, 6178, 9942, 95, 0, 41288, 57503
1123, 5916, 10071, 95, 0, 41421, 57503
1129, 5929, 10073, 95, 0, 41406, 57503
1135, 6073, 9887, 95, 0, 41448, 57503
1141, 6453, 9122, 95, 0, 41833, 57503
1147, 6424, 8219, 94, 0, 42766, 57503
1153, 6426, 7467, 94, 0, 43516, 57503
1159, 6511, 6408, 95, 0, 44489, 57503
1165, 6512, 5290, 97, 0, 45604, 57503
1171, 6703, 4461, 97, 0, 46242, 57503
1177, 6654, 3335, 96, 0, 47418, 57503
1183, 6562, 2842, 96, 0, 48003, 57503
1189, 6656, 2257, 94, 0, 48496, 57503
1195, 6635, 1871, 95, 0, 48902, 57503
1201, 6692, 1379, 93, 0, 49339, 57503
1207, 6785, 918, 93, 0, 49707, 57503
1213, 6692, 773, 93, 0, 49945, 57503
1219, 6541, 638, 93, 0, 50231, 57503
1225, 6557, 658, 94, 0, 50194, 57503
1231, 6445, 784, 94, 0, 50180, 57503
1237, 6006, 1072, 94, 0, 50331, 57503
1243, 5866, 1845, 95, 0, 49697, 57503
1249, 6029, 3235, 97, 0, 48142, 57503
1255, 6247, 3621, 96, 0, 47539, 57503
1261, 6512, 5436, 94, 0, 45461, 57503
1267, 6543, 6565, 96, 0, 44299, 57503
1273, 6573, 7961, 97, 0, 42872, 57503
1279, 6613, 8402, 98, 0, 42390, 57503
1285, 6167, 8431, 96, 0, 42809, 57503
1291, 6228, 8316, 96, 0, 42863, 57503
1297, 6477, 8175, 94, 0, 42757, 57503
1303, 6693, 7917, 94, 0, 42799, 57503
1309, 6842, 7479, 95, 0, 43087, 57503
1315, 6817, 5876, 94, 0, 44716, 57503
1321, 6832, 5254, 94, 0, 45323, 57503
1327, 6837, 3807, 94, 0, 46765, 57503
1333, 6622, 3195, 94, 0, 47592, 57503
1339, 6659, 2515, 95, 0, 48234, 57503
1345, 6667, 2031, 94, 0, 48711, 57503
1351, 6694, 1320, 95, 0, 49394, 57503
1357, 6775, 1129, 94, 0, 49505, 57503
1363, 6736, 1024, 93, 0, 49650, 57503
1369, 6766, 642, 93, 0, 50002, 57503
1375, 6783, 557, 93, 0, 50070, 57503
1381, 6377, 630, 93, 0, 50403, 57503
1387, 6479, 438, 93, 0, 50493, 57503
1393, 6538, 520, 93, 0, 50352, 57503
1399, 6581, 486, 93, 0, 50343, 57503
1405, 6529, 689, 93, 0, 50192, 57503
1411, 6519, 1133, 93, 0, 49758, 57503
1417, 6567, 2899, 94, 0, 47943, 57503
1423, 6539, 3218, 96, 0, 47650, 57503
1429, 6222, 4604, 95, 0, 46582, 57503
1435, 6307, 5907, 95, 0, 45194, 57503
1441, 6379, 6458, 96, 0, 44570, 57503
1447, 6450, 6799, 96, 0, 44158, 57503
1453, 6250, 6981, 95, 0, 44177, 57503
1459, 6398, 6877, 94, 0, 44134, 57503
1465, 6420, 6806, 95, 0, 44182, 57503
1471, 6444, 6605, 95, 0, 44359, 57503
1477, 6478, 6505, 95, 0, 44425, 57503
1483, 6656, 5320, 95, 0, 45432, 57503
1489, 6596, 4444, 94, 0, 46369, 57503
1495, 6646, 3582, 94, 0, 47181, 57503
1501, 6706, 2849, 95, 0, 47853, 57503
1507, 6791, 2082, 96, 0, 48534, 57503
1513, 6753, 1472, 96, 0, 49182, 57503
1519, 6767, 1020, 96, 0, 49620, 57503
1525, 6742, 935, 96, 0, 49730, 57503
1531, 6746, 706, 97, 0, 49954, 57503
1537, 6792, 585, 94, 0, 50032, 57503
1543, 6760, 510, 95, 0, 50138, 57503
1549, 6772, 475, 244, 0, 50012, 57503
1555, 6594, 471, 215, 0, 50223, 57503
1561, 6657, 317, 93, 0, 50436, 57503
1567, 6594, 377, 54, 0, 50478, 57503
1573, 6655, 515, 41, 0, 50292, 57503
1579, 6691, 1401, 37, 0, 49374, 57503
1585, 6717, 1857, 56, 0, 48873, 57503
1591, 6746, 4283, 58, 0, 46416, 57503
1597, 6599, 7386, 58, 0, 43460, 57503
1603, 6320, 8274, 58, 0, 42851, 57503
1609, 6336, 9617, 59, 0, 41491, 57503
1615, 6385, 10058, 88, 0, 40972, 57503
1621, 6465, 10233, 92, 0, 40713, 57503
1627, 6650, 10019, 94, 0, 40740, 57503
1633, 6568, 10079, 95, 0, 40761, 57503
1639, 6604, 9936, 96, 0, 40867, 57503
1645, 6566, 9864, 97, 0, 40976, 57503
1651, 6656, 8548, 97, 0, 42202, 57503
1657, 6583, 7811, 97, 0, 43012, 57503
1663, 6614, 6416, 96, 0, 44377, 57503
1669, 6711, 5297, 96, 0, 45399, 57503
1675, 6643, 4187, 94, 0, 46579, 57503
1681, 6699, 3343, 94, 0, 47367, 57503
1687, 6679, 2859, 94, 0, 47871, 57503
