ts, default broker, CrocodileAgent, SPOT, COLDPower18, EWIIS3, VidyutVanika, AgentUDE, Bunnie, total
359, 57520, 0, 0, 0, 0, 0, 0, 0, 57520
360, 57520, 0, 0, 0, 0, 0, 0, 0, 57520
361, 3, 198, 116, 0, 616, 7596, 13801, 35190, 57520
367, 3, 196, 105, 0, 45, 7653, 13913, 35605, 57520
373, 2, 405, 106, 0, 46, 11777, 19073, 26111, 57520
379, 2, 1601, 237, 0, 187, 16191, 22296, 17006, 57520
385, 2, 3174, 84, 0, 73, 20419, 24225, 9543, 57520
391, 2, 3361, 5, 0, 75, 20744, 24478, 8855, 57520
397, 1, 3681, 4, 0, 46, 21376, 24819, 7593, 57520
403, 1, 6522, 44, 0, 37, 31261, 1504, 18151, 57520
409, 0, 6641, 44, 0, 40, 31697, 1506, 17592, 57520
415, 0, 6639, 45, 0, 45, 31968, 1602, 17221, 57520
421, 0, 6639, 45, 0, 52, 32005, 1764, 17015, 57520
427, 0, 6636, 44, 0, 48, 32003, 1807, 16982, 57520
433, 2, 6546, 45, 0, 57, 31800, 2070, 17000, 57520
439, 1, 6334, 45, 0, 45, 31708, 2277, 17110, 57520
445, 2, 6089, 32, 0, 47, 30634, 94, 20622, 57520
451, 1, 5665, 32, 0, 76, 28735, 247, 22764, 57520
457, 1, 4613, 3, 0, 80, 25972, 364, 26487, 57520
463, 1, 4233, 3, 0, 77, 23717, 429, 29060, 57520
469, 0, 3880, 3, 0, 76, 22880, 438, 30243, 57520
475, 0, 3108, 2, 0, 73, 19550, 439, 34348, 57520
481, 0, 2293, 0, 0, 70, 17194, 758, 37205, 57520
487, 1, 1506, 1, 0, 67, 14380, 52, 41513, 57520
493, 0, 1006, 1, 0, 38, 12469, 81, 43925, 57520
499, 1, 866, 1, 0, 34, 10763, 289, 45566, 57520
505, 1, 631, 3, 0, 31, 10032, 704, 46118, 57520
511, 2, 55, 2, 0, 28, 7461, 797, 49175, 57520
517, 2, 46, 2, 0, 27, 7610, 1162, 48671, 57520
523, 1, 46, 3, 0, 27, 7782, 1724, 47937, 57520
529, 1, 329, 3, 0, 25, 8358, 5920, 42884, 57520
535, 14, 581, 3, 0, 23, 9353, 6407, 41139, 57520
541, 13, 803, 19, 0, 21, 15634, 8613, 32417, 57520
547, 5, 1524, 21, 0, 21, 21393, 10934, 23622, 57520
553, 3, 3407, 20, 0, 21, 26980, 12230, 14859, 57520
559, 2, 4087, 20, 0, 22, 29418, 12495, 11476, 57520
565, 1, 4730, 50, 0, 23, 32195, 12944, 7577, 57520
571, 1, 6511, 50, 0, 23, 37969, 1112, 11854, 57520
577, 1, 6836, 50, 0, 24, 39074, 540, 10995, 57520
583, 1, 6931, 47, 0, 23, 39218, 516, 10784, 57520
589, 1, 6931, 45, 0, 21, 39152, 549, 10821, 57520
595, 2, 6878, 44, 0, 21, 38920, 579, 11076, 57520
601, 1, 6786, 6, 0, 21, 38806, 599, 11301, 57520
607, 1, 6530, 5, 0, 23, 38114, 618, 12229, 57520
613, 1, 6260, 5, 0, 25, 37065, 367, 13797, 57520
619, 2, 5289, 3, 0, 24, 32976, 1546, 17680, 57520
625, 1, 4589, 3, 0, 25, 30048, 2302, 20552, 57520
631, 1, 3818, 3, 0, 23, 27161, 2521, 23993, 57520
637, 4, 3561, 3, 0, 20, 25514, 3072, 25346, 57520
643, 19, 2849, 3, 0, 19, 22264, 3824, 28542, 57520
649, 19, 2193, 17, 0, 20, 19571, 4977, 30723, 57520
655, 7, 1447, 26, 0, 20, 15712, 207, 40101, 57520
661, 9, 1174, 24, 0, 21, 13700, 208, 42384, 57520
667, 7, 1056, 29, 0, 22, 12809, 216, 43381, 57520
673, 4, 589, 29, 0, 21, 11637, 289, 44951, 57520
679, 2, 392, 30, 0, 20, 10460, 283, 46333, 57520
685, 2, 300, 31, 0, 20, 10233, 484, 46450, 57520
691, 1, 258, 29, 0, 21, 10175, 489, 46547, 57520
697, 1, 239, 24, 0, 19, 9396, 506, 47335, 57520
703, 2, 224, 23, 0, 18, 8241, 1882, 47130, 57520
709, 3, 781, 21, 0, 19, 15748, 3293, 37655, 57520
715, 1, 2622, 15, 0, 21, 22423, 4014, 28424, 57520
721, 1, 4826, 13, 0, 20, 27492, 4826, 20342, 57520
727, 1, 5963, 9, 0, 22, 31385, 5036, 15104, 57520
733, 1, 6770, 7, 0, 23, 34788, 5323, 10608, 57520
739, 1, 8665, 6, 0, 24, 38835, 799, 9190, 57520
745, 0, 9408, 4, 0, 22, 40260, 496, 7330, 57520
751, 0, 9534, 4, 0, 21, 40005, 566, 7390, 57520
757, 1, 9465, 4, 0, 22, 39507, 763, 7758, 57520
763, 1, 9420, 2, 0, 23, 39345, 978, 7751, 57520
769, 2, 9286, 2, 0, 24, 39223, 1180, 7803, 57520
775, 2, 9189, 2, 0, 23, 39163, 1299, 7842, 57520
781, 2, 7695, 62, 0, 22, 32128, 129, 17482, 57520
787, 2, 4837, 61, 0, 22, 25730, 219, 26649, 57520
