ts, default broker, CrocodileAgent, SPOT, COLDPower18, VidyutVanika, EWIIS3, AgentUDE, Bunnie, total
359, 57497, 0, 0, 0, 0, 0, 0, 0, 57497
360, 57497, 0, 0, 0, 0, 0, 0, 0, 57497
361, 4, 3818, 13, 0, 16022, 45, 24977, 12618, 57497
367, 2, 3818, 11, 0, 16037, 30, 24989, 12610, 57497
373, 2, 4232, 12, 0, 17780, 27, 29614, 5830, 57497
379, 3, 4685, 12, 0, 18636, 69, 31600, 2492, 57497
385, 2, 4851, 4, 0, 18944, 35, 32360, 1301, 57497
391, 3, 4880, 4, 0, 18940, 31, 32429, 1210, 57497
397, 3, 4887, 34, 0, 18960, 34, 32548, 1031, 57497
403, 3, 4928, 128, 0, 19155, 248, 14, 33021, 57497
409, 1, 4925, 128, 0, 19154, 173, 13, 33103, 57497
415, 1, 4797, 127, 0, 19129, 179, 12, 33252, 57497
421, 1, 4737, 126, 0, 19129, 157, 14, 33333, 57497
427, 1, 4547, 128, 0, 19139, 164, 15, 33503, 57497
433, 1, 3548, 3, 0, 17259, 228, 5, 36453, 57497
439, 1, 2794, 34, 0, 15528, 233, 5, 38902, 57497
445, 1, 2034, 138, 0, 13584, 216, 2, 41522, 57497
451, 1, 1664, 138, 0, 12415, 308, 1, 42970, 57497
457, 0, 1284, 138, 0, 11101, 241, 1, 44732, 57497
463, 0, 914, 139, 0, 9642, 205, 1, 46596, 57497
469, 0, 625, 137, 0, 8956, 202, 2, 47575, 57497
475, 0, 507, 137, 0, 8643, 200, 4, 48006, 57497
481, 0, 397, 135, 0, 8492, 157, 7, 48309, 57497
487, 1, 280, 135, 0, 8202, 135, 4, 48740, 57497
493, 2, 131, 248, 0, 7771, 114, 4, 49227, 57497
499, 1, 113, 248, 0, 7642, 107, 4, 49382, 57497
505, 1, 82, 168, 0, 7911, 67, 4, 49264, 57497
511, 1, 94, 145, 0, 8025, 66, 4, 49162, 57497
517, 2, 63, 145, 0, 10612, 57, 5, 46613, 57497
523, 2, 64, 145, 0, 11555, 56, 4, 45671, 57497
529, 1, 1138, 115, 0, 14711, 56, 6, 41470, 57497
535, 1, 1884, 86, 0, 15915, 55, 6, 39550, 57497
541, 1, 2967, 1, 0, 20021, 55, 5, 34447, 57497
547, 1, 3374, 1, 0, 22239, 32, 6, 31844, 57497
553, 1, 3964, 1, 0, 23765, 32, 4, 29730, 57497
559, 1, 4172, 2, 0, 24481, 21, 4, 28816, 57497
565, 0, 4168, 1, 0, 24570, 21, 4, 28733, 57497
571, 1, 4184, 1, 0, 24432, 10, 5, 28864, 57497
577, 1, 4196, 1, 0, 24204, 8, 5, 29082, 57497
583, 1, 4117, 74, 0, 24000, 7, 5, 29293, 57497
589, 0, 3986, 75, 0, 23121, 8, 4, 30303, 57497
595, 1, 3605, 74, 0, 22264, 7, 4, 31542, 57497
601, 1, 2420, 0, 0, 21430, 5, 6, 33635, 57497
607, 0, 1870, 85, 0, 19539, 7, 4, 35992, 57497
613, 0, 1151, 84, 0, 17753, 8, 8, 38493, 57497
619, 0, 822, 114, 0, 15684, 8, 4, 40865, 57497
625, 0, 348, 114, 0, 13025, 9, 4, 43997, 57497
631, 1, 114, 84, 0, 12689, 5, 3, 44601, 57497
637, 1, 112, 84, 0, 11182, 7, 8, 46103, 57497
643, 2, 68, 84, 0, 10636, 8, 6, 46693, 57497
649, 0, 71, 32, 0, 9841, 6, 9, 47538, 57497
655, 2, 72, 31, 0, 9350, 1, 6, 48035, 57497
661, 0, 85, 1, 0, 8520, 3, 7, 48881, 57497
667, 0, 63, 1, 0, 8179, 6, 5, 49243, 57497
673, 0, 62, 2, 0, 8678, 5, 3, 48747, 57497
679, 0, 63, 1, 0, 8827, 5, 6, 48595, 57497
685, 0, 1329, 1, 0, 18795, 4, 7, 37361, 57497
691, 0, 2490, 1, 0, 24739, 7, 3, 30257, 57497
697, 0, 5569, 0, 0, 32466, 6, 5, 19451, 57497
703, 0, 6528, 0, 0, 35916, 3, 6, 15044, 57497
709, 1, 7932, 0, 0, 39650, 6, 3, 9905, 57497
715, 1, 8534, 1, 0, 41713, 5, 4, 7239, 57497
