ts, default broker, CrocodileAgent, SPOT, COLDPower18, EWIIS3, VidyutVanika, AgentUDE, Bunnie, total
359, 57497, 0, 0, 0, 0, 0, 0, 0, 57497
360, 57497, 0, 0, 0, 0, 0, 0, 0, 57497
361, 2, 7, 0, 0, 89, 7244, 32462, 17693, 57497
367, 0, 6, 2, 0, 69, 7242, 32475, 17703, 57497
373, 0, 5, 4, 0, 106, 7242, 36442, 13698, 57497
379, 0, 5, 3, 0, 115, 7241, 38996, 11137, 57497
385, 1, 4, 1, 0, 116, 7279, 41523, 8573, 57497
391, 1, 4, 2, 0, 105, 7339, 42564, 7482, 57497
397, 1, 3, 4, 0, 109, 7339, 43279, 6762, 57497
403, 0, 3, 3, 0, 616, 7741, 119, 49015, 57497
409, 0, 2, 3, 0, 406, 7741, 118, 49227, 57497
415, 0, 2, 3, 0, 618, 7741, 116, 49017, 57497
421, 0, 2, 4, 0, 600, 7740, 116, 49035, 57497
427, 0, 1, 3, 0, 459, 7740, 116, 49178, 57497
433, 0, 2, 3, 0, 444, 7797, 116, 49135, 57497
439, 0, 1, 3, 0, 347, 7790, 126, 49230, 57497
445, 1, 2, 4, 0, 447, 7735, 2, 49306, 57497
451, 2, 1, 6, 0, 417, 7849, 2, 49220, 57497
457, 2, 1, 4, 0, 454, 7997, 2, 49037, 57497
463, 3, 1, 5, 0, 387, 8355, 2, 48744, 57497
469, 3, 33, 3, 0, 320, 9067, 4, 48067, 57497
475, 3, 260, 3, 0, 250, 10815, 5, 46161, 57497
481, 3, 2051, 0, 0, 217, 14921, 7, 40298, 57497
487, 3, 2688, 0, 0, 161, 17833, 7, 36805, 57497
493, 1, 3235, 0, 0, 141, 19707, 16, 34397, 57497
499, 1, 3713, 1, 0, 98, 20490, 14, 33180, 57497
505, 1, 4042, 2, 0, 73, 21118, 16, 32245, 57497
511, 2, 4199, 1, 0, 74, 21377, 15, 31829, 57497
517, 3, 4454, 1, 0, 70, 21355, 14, 31600, 57497
523, 4, 4453, 1, 0, 67, 21309, 13, 31650, 57497
529, 4, 4429, 0, 0, 69, 21154, 91, 31750, 57497
535, 2, 4378, 1, 0, 69, 20999, 91, 31957, 57497
541, 3, 4356, 2, 0, 69, 20881, 95, 32091, 57497
547, 3, 4123, 2, 0, 60, 19864, 92, 33353, 57497
553, 3, 3196, 2, 0, 61, 17947, 38, 36250, 57497
559, 4, 2939, 1, 0, 60, 17037, 39, 37417, 57497
565, 3, 2388, 32, 0, 59, 14522, 17, 40476, 57497
571, 0, 2019, 32, 0, 56, 12980, 8, 42402, 57497
577, 3, 1726, 31, 0, 54, 12273, 9, 43401, 57497
583, 1, 1050, 1, 0, 52, 10312, 13, 46068, 57497
589, 1, 841, 1, 0, 54, 9551, 15, 47034, 57497
595, 2, 470, 1, 0, 51, 9016, 16, 47941, 57497
601, 1, 362, 1, 0, 50, 9110, 20, 47953, 57497
607, 1, 302, 2, 0, 51, 8843, 17, 48281, 57497
613, 2, 262, 2, 0, 54, 8732, 10, 48435, 57497
619, 2, 203, 2, 0, 44, 8534, 23, 48689, 57497
625, 2, 133, 1, 0, 44, 8364, 23, 48930, 57497
631, 2, 61, 1, 0, 47, 8333, 25, 49028, 57497
637, 1, 187, 1, 0, 47, 10055, 28, 47178, 57497
643, 1, 329, 1, 0, 48, 13871, 20, 43227, 57497
649, 1, 999, 1, 0, 44, 15760, 24, 40668, 57497
655, 1, 1827, 1, 0, 44, 17901, 18, 37705, 57497
661, 1, 2763, 1, 0, 44, 19983, 15, 34690, 57497
667, 1, 3481, 1, 0, 46, 21965, 8, 31995, 57497
673, 0, 3958, 3, 0, 44, 23161, 7, 30324, 57497
679, 0, 4018, 2, 0, 45, 23130, 4, 30298, 57497
685, 0, 4016, 2, 0, 45, 23261, 5, 30168, 57497
691, 0, 4013, 2, 0, 46, 22926, 5, 30505, 57497
697, 0, 4012, 1, 0, 46, 22761, 7, 30670, 57497
703, 0, 3992, 1, 0, 45, 22560, 7, 30892, 57497
709, 0, 3783, 1, 0, 43, 21834, 6, 31830, 57497
715, 0, 3623, 0, 0, 45, 20633, 6, 33190, 57497
721, 0, 3182, 0, 0, 45, 19526, 6, 34738, 57497
