ts, default broker, CrocodileAgent, SPOT, COLDPower18, VidyutVanika, EWIIS3, AgentUDE, Bunnie, total
359, 57515, 0, 0, 0, 0, 0, 0, 0, 57515
360, 57515, 0, 0, 0, 0, 0, 0, 0, 57515
361, 0, 1, 2, 0, 7545, 89, 34393, 15485, 57515
367, 1, 5, 3, 0, 7545, 71, 34381, 15509, 57515
373, 2, 6, 2, 0, 7544, 62, 38443, 11456, 57515
379, 2, 3, 4, 0, 7542, 56, 41119, 8789, 57515
385, 3, 2, 3, 0, 7542, 61, 42387, 7517, 57515
391, 2, 3, 4, 0, 7542, 62, 43119, 6783, 57515
397, 2, 3, 3, 0, 7584, 63, 44383, 5477, 57515
403, 1, 41, 2, 0, 7966, 314, 2569, 46622, 57515
409, 1, 73, 2, 0, 7997, 120, 411, 48911, 57515
415, 0, 207, 3, 0, 9139, 510, 215, 47441, 57515
421, 0, 405, 2, 0, 18073, 542, 161, 38332, 57515
427, 1, 1674, 1, 0, 26017, 195, 353, 29274, 57515
433, 1, 4064, 81, 0, 33244, 101, 303, 19721, 57515
439, 1, 5827, 82, 0, 36985, 242, 211, 14167, 57515
445, 1, 7198, 83, 0, 40743, 153, 32, 9305, 57515
451, 0, 7879, 83, 0, 43001, 104, 13, 6435, 57515
457, 0, 8278, 113, 0, 44015, 75, 12, 5022, 57515
463, 1, 8366, 113, 0, 44197, 55, 21, 4762, 57515
469, 0, 8364, 114, 0, 44187, 56, 23, 4771, 57515
475, 1, 8185, 34, 0, 44071, 54, 25, 5145, 57515
481, 2, 7604, 32, 0, 43921, 53, 27, 5876, 57515
487, 3, 6674, 31, 0, 43307, 43, 7, 7450, 57515
493, 2, 5404, 2, 0, 41812, 40, 6, 10249, 57515
499, 1, 3369, 2, 0, 36669, 38, 35, 17401, 57515
505, 2, 2669, 1, 0, 33144, 37, 95, 21567, 57515
511, 1, 1461, 1, 0, 16778, 37, 66, 39171, 57515
517, 1, 831, 1, 0, 11414, 28, 76, 45164, 57515
523, 1, 392, 124, 0, 8947, 24, 69, 47958, 57515
529, 4, 92, 124, 0, 7599, 24, 303, 49369, 57515
