ts, default broker, CrocodileAgent, SPOT, COLDPower18, VidyutVanika, EWIIS3, AgentUDE, Bunnie, total
359, 57520, 0, 0, 0, 0, 0, 0, 0, 57520
360, 57520, 0, 0, 0, 0, 0, 0, 0, 57520
361, 4, 2, 5, 0, 7101, 55, 35224, 15129, 57520
367, 2, 2, 6, 0, 7091, 38, 35242, 15139, 57520
373, 0, 3, 4, 0, 7093, 40, 38745, 11635, 57520
379, 2, 1, 2, 0, 7091, 45, 40548, 9831, 57520
385, 1, 1, 2, 0, 7092, 46, 42124, 8254, 57520
391, 2, 1, 3, 0, 7092, 44, 42783, 7595, 57520
397, 1, 1, 6, 0, 7091, 45, 44002, 6374, 57520
403, 1, 2, 6, 0, 7490, 246, 2900, 46875, 57520
409, 1, 2, 6, 0, 7499, 261, 356, 49395, 57520
415, 1, 1, 5, 0, 7500, 236, 180, 49597, 57520
421, 2, 1, 5, 0, 7500, 223, 108, 49681, 57520
427, 2, 1, 5, 0, 7499, 335, 109, 49569, 57520
433, 1, 1, 34, 0, 7794, 277, 108, 49305, 57520
439, 2, 1, 33, 0, 7795, 290, 109, 49290, 57520
445, 1, 1, 34, 0, 7794, 402, 22, 49266, 57520
451, 1, 2, 35, 0, 8228, 293, 32, 48929, 57520
457, 18, 19, 34, 0, 8469, 238, 132, 48610, 57520
463, 17, 16, 47, 0, 8554, 225, 147, 48514, 57520
469, 7, 434, 49, 0, 10721, 186, 136, 45987, 57520
475, 3, 689, 20, 0, 13277, 151, 134, 43246, 57520
481, 2, 907, 17, 0, 14816, 126, 139, 41513, 57520
487, 2, 1698, 17, 0, 17240, 94, 29, 38440, 57520
493, 3, 2772, 17, 0, 21114, 82, 29, 33503, 57520
499, 2, 3882, 18, 0, 23453, 80, 202, 29883, 57520
505, 2, 4647, 17, 0, 25570, 76, 212, 26996, 57520
511, 2, 4943, 12, 0, 26065, 55, 213, 26230, 57520
517, 3, 4932, 9, 0, 26190, 54, 218, 26114, 57520
523, 2, 4930, 7, 0, 26069, 57, 229, 26226, 57520
529, 1, 4931, 6, 0, 25577, 29, 148, 26828, 57520
535, 1, 4891, 4, 0, 25293, 27, 153, 27151, 57520
541, 2, 4621, 4, 0, 24433, 25, 194, 28241, 57520
547, 2, 4385, 3, 0, 23502, 23, 315, 29290, 57520
553, 3, 3969, 3, 0, 21831, 20, 318, 31376, 57520
559, 2, 3712, 3, 0, 20301, 23, 322, 33157, 57520
565, 2, 3364, 2, 0, 18825, 23, 331, 34973, 57520
571, 2, 2398, 3, 0, 16020, 18, 1311, 37768, 57520
577, 2, 2088, 1, 0, 14619, 18, 1548, 39244, 57520
583, 1, 1408, 2, 0, 12670, 18, 2185, 41236, 57520
589, 3, 1058, 2, 0, 11246, 18, 3138, 42055, 57520
595, 1, 708, 1, 0, 10485, 20, 3425, 42880, 57520
601, 3, 527, 1, 0, 9453, 17, 3793, 43726, 57520
607, 4, 447, 1, 0, 9243, 16, 3921, 43888, 57520
613, 5, 318, 1, 0, 9054, 16, 228, 47898, 57520
619, 3, 259, 1, 0, 8825, 17, 368, 48047, 57520
625, 20, 171, 1, 0, 8488, 16, 516, 48308, 57520
631, 15, 126, 17, 0, 8436, 17, 533, 48376, 57520
637, 15, 249, 19, 0, 11560, 18, 825, 44834, 57520
643, 12, 1213, 18, 0, 14352, 19, 821, 41085, 57520
649, 13, 1804, 53, 0, 18094, 21, 841, 36694, 57520
655, 9, 2854, 57, 0, 19891, 20, 92, 34597, 57520
661, 4, 4249, 59, 0, 23518, 17, 95, 29578, 57520
667, 3, 5018, 59, 0, 24830, 18, 377, 27215, 57520
673, 9, 5336, 23, 0, 26077, 16, 598, 25461, 57520
679, 12, 5568, 19, 0, 26050, 17, 673, 25181, 57520
685, 10, 5574, 23, 0, 26050, 16, 805, 25042, 57520
691, 18, 5528, 20, 0, 25821, 16, 915, 25202, 57520
697, 14, 5508, 73, 0, 25649, 17, 648, 25611, 57520
703, 20, 5478, 67, 0, 25439, 17, 704, 25795, 57520
709, 14, 5380, 71, 0, 24415, 17, 1286, 26337, 57520
715, 11, 4961, 71, 0, 23200, 18, 1635, 27624, 57520
721, 7, 4487, 77, 0, 20683, 19, 1821, 30426, 57520
727, 3, 3819, 76, 0, 19618, 20, 2175, 31809, 57520
733, 3, 3075, 54, 0, 17221, 20, 3081, 34066, 57520
739, 2, 2320, 22, 0, 15050, 21, 3728, 36377, 57520
745, 15, 2077, 22, 0, 13872, 20, 4305, 37209, 57520
751, 15, 1844, 24, 0, 11988, 20, 5828, 37801, 57520
757, 13, 1202, 19, 0, 10562, 21, 7916, 37787, 57520
763, 5, 612, 30, 0, 9447, 21, 10793, 36612, 57520
769, 4, 407, 32, 0, 8676, 19, 13526, 34856, 57520
775, 3, 285, 33, 0, 8346, 17, 14605, 34231, 57520
781, 3, 172, 31, 0, 8383, 17, 6807, 42107, 57520
787, 2, 171, 30, 0, 8284, 19, 7486, 41528, 57520
793, 1, 121, 24, 0, 8081, 20, 9214, 40059, 57520
