ts, default broker, CrocodileAgent, SPOT, COLDPower18, VidyutVanika, EWIIS3, AgentUDE, Bunnie, total
359, 57512, 0, 0, 0, 0, 0, 0, 0, 57512
360, 57512, 0, 0, 0, 0, 0, 0, 0, 57512
361, 1, 6, 3, 0, 7405, 177, 33110, 16810, 57512
367, 2, 3, 3, 0, 7394, 92, 33124, 16894, 57512
373, 2, 2, 3, 0, 7393, 29, 36561, 13522, 57512
379, 1, 5, 4, 0, 7436, 28, 38247, 11791, 57512
385, 1, 5, 3, 0, 7436, 22, 40071, 9974, 57512
391, 1, 5, 4, 0, 7436, 17, 41850, 8199, 57512
397, 2, 6, 4, 0, 7436, 65, 43323, 6676, 57512
403, 3, 6, 4, 0, 7728, 283, 9243, 40245, 57512
409, 3, 4, 5, 0, 7728, 244, 9313, 40215, 57512
415, 2, 5, 5, 0, 7843, 171, 9931, 39555, 57512
421, 2, 2, 4, 0, 7844, 160, 10018, 39482, 57512
427, 2, 2, 4, 0, 7956, 100, 12129, 37319, 57512
433, 1, 2, 5, 0, 7837, 301, 12857, 36509, 57512
439, 0, 2, 4, 0, 8058, 300, 13218, 35930, 57512
445, 0, 452, 5, 0, 13110, 308, 1988, 41649, 57512
451, 0, 677, 4, 0, 14976, 246, 2266, 39343, 57512
457, 0, 1484, 3, 0, 17761, 219, 2255, 35790, 57512
463, 1, 2132, 2, 0, 19035, 203, 2359, 33780, 57512
469, 1, 2515, 3, 0, 20613, 136, 2457, 31787, 57512
475, 3, 4350, 3, 0, 23810, 107, 2877, 26362, 57512
481, 3, 4723, 1, 0, 24876, 104, 2883, 24922, 57512
487, 3, 4982, 1, 0, 25376, 73, 79, 26998, 57512
493, 3, 4982, 1, 0, 25165, 73, 184, 27104, 57512
499, 3, 4982, 2, 0, 24869, 43, 259, 27354, 57512
505, 3, 4984, 2, 0, 24760, 41, 260, 27462, 57512
511, 6, 4944, 0, 0, 24696, 35, 250, 27581, 57512
517, 4, 4434, 0, 0, 22301, 30, 495, 30248, 57512
523, 4, 4013, 1, 0, 20690, 30, 712, 32062, 57512
529, 5, 3522, 1, 0, 18963, 30, 530, 34461, 57512
535, 5, 3322, 1, 0, 18225, 30, 623, 35306, 57512
541, 5, 2892, 1, 0, 16644, 10, 1024, 36936, 57512
547, 3, 2408, 1, 0, 14909, 11, 1412, 38768, 57512
553, 3, 1467, 1, 0, 12396, 13, 2026, 41606, 57512
559, 2, 865, 1, 0, 10828, 12, 2379, 43425, 57512
565, 3, 684, 2, 0, 9984, 12, 2853, 43974, 57512
571, 3, 655, 2, 0, 9974, 12, 431, 46435, 57512
577, 2, 422, 2, 0, 9489, 13, 609, 46975, 57512
583, 2, 331, 2, 0, 8874, 13, 734, 47556, 57512
589, 1, 291, 1, 0, 8740, 15, 1138, 47326, 57512
595, 1, 230, 1, 0, 8607, 15, 1277, 47381, 57512
601, 0, 231, 1, 0, 8236, 12, 1312, 47720, 57512
607, 1, 192, 0, 0, 8707, 10, 1418, 47184, 57512
613, 2, 244, 1, 0, 10285, 11, 1226, 45743, 57512
619, 2, 1161, 1, 0, 13063, 10, 1761, 41514, 57512
625, 3, 2274, 1, 0, 15282, 11, 2450, 37491, 57512
631, 3, 2794, 1, 0, 17122, 11, 3041, 34540, 57512
637, 3, 3422, 2, 0, 19196, 11, 3481, 31397, 57512
643, 2, 3987, 2, 0, 19991, 11, 4203, 29316, 57512
649, 0, 4552, 2, 0, 21967, 12, 5721, 25258, 57512
655, 1, 4924, 1, 0, 22535, 12, 1791, 28248, 57512
661, 0, 4922, 0, 0, 22550, 14, 2565, 27461, 57512
667, 1, 4801, 0, 0, 22405, 12, 3329, 26964, 57512
673, 1, 4768, 0, 0, 22170, 12, 4402, 26159, 57512
679, 1, 4766, 0, 0, 21653, 12, 5100, 25980, 57512
685, 1, 4694, 1, 0, 20895, 12, 6728, 25181, 57512
691, 1, 4453, 0, 0, 19907, 15, 7848, 25288, 57512
697, 2, 4094, 0, 0, 19039, 14, 1196, 33167, 57512
703, 2, 4055, 0, 0, 18899, 12, 1270, 33274, 57512
709, 2, 2705, 2, 0, 15642, 12, 2622, 36527, 57512
715, 2, 2114, 4, 0, 13882, 10, 2930, 38570, 57512
721, 1, 1623, 5, 0, 12427, 9, 3609, 39838, 57512
727, 1, 1156, 4, 0, 11022, 10, 4026, 41293, 57512
733, 1, 801, 3, 0, 10067, 10, 4025, 42605, 57512
739, 0, 451, 6, 0, 9623, 9, 246, 47177, 57512
745, 1, 401, 6, 0, 9371, 10, 448, 47275, 57512
751, 1, 362, 0, 0, 9121, 14, 439, 47575, 57512
757, 1, 222, 0, 0, 8581, 14, 918, 47776, 57512
