ts, default broker, CrocodileAgent, COLDPower18, VidyutVanika, AgentUDE, total
1453, 6, 189, 0, 33739, 23575, 57509
1459, 5, 173, 0, 30068, 27263, 57509
1465, 5, 140, 0, 25577, 31787, 57509
1471, 10, 138, 0, 22458, 34903, 57509
1477, 5, 152, 0, 20369, 36983, 57509
1483, 9, 123, 0, 19319, 38058, 57509
1489, 12, 134, 0, 17851, 39512, 57509
1495, 6, 144, 0, 22701, 34658, 57509
1501, 4, 143, 0, 25600, 31762, 57509
1507, 9, 226, 0, 29505, 27769, 57509
1513, 10, 421, 0, 32073, 25005, 57509
1519, 7, 577, 0, 41280, 15645, 57509
1525, 6, 1413, 0, 52177, 3913, 57509
1531, 6, 2467, 0, 54288, 748, 57509
1537, 13, 3221, 0, 54126, 149, 57509
1543, 10, 4216, 0, 53210, 73, 57509
1549, 7, 4453, 0, 52965, 84, 57509
1555, 5, 5021, 0, 52400, 83, 57509
1561, 7, 5637, 0, 51752, 113, 57509
1567, 6, 6488, 0, 50847, 168, 57509
1573, 6, 6864, 0, 50271, 368, 57509
1579, 7, 6957, 0, 45742, 4803, 57509
1585, 5, 6656, 0, 36570, 14278, 57509
1591, 5, 6491, 0, 27336, 23677, 57509
1597, 5, 5910, 0, 14621, 36973, 57509
1603, 6, 4752, 0, 11564, 41187, 57509
1609, 9, 3948, 0, 11076, 42476, 57509
1615, 7, 3084, 0, 11722, 42696, 57509
1621, 7, 2807, 0, 32219, 22476, 57509
1627, 5, 2153, 0, 34175, 21176, 57509
1633, 9, 1532, 0, 34761, 21207, 57509
1639, 6, 722, 0, 35235, 21546, 57509
1645, 7, 285, 0, 35497, 21720, 57509
1651, 7, 139, 0, 35649, 21714, 57509
1657, 1, 127, 0, 35743, 21638, 57509
1663, 12, 235, 0, 54278, 2984, 57509
1669, 10, 238, 0, 55553, 1708, 57509
1675, 9, 265, 0, 55651, 1584, 57509
1681, 10, 355, 0, 55594, 1550, 57509
