ts, default broker, CrocodileAgent, COLDPower18, VidyutVanika, AgentUDE, total
359, 57509, 0, 0, 0, 0, 57509
360, 57509, 0, 0, 0, 0, 57509
361, 19, 12295, 0, 44350, 845, 57509
367, 17, 12296, 0, 44354, 842, 57509
373, 18, 12280, 0, 44371, 840, 57509
379, 18, 12281, 0, 44370, 840, 57509
385, 16, 12280, 0, 44373, 840, 57509
391, 18, 12279, 0, 44372, 840, 57509
397, 18, 12270, 0, 44378, 843, 57509
403, 7, 12325, 0, 44703, 474, 57509
409, 5, 12325, 0, 44692, 487, 57509
415, 3, 12335, 0, 44677, 494, 57509
421, 8, 12330, 0, 44667, 504, 57509
427, 6, 12330, 0, 44685, 488, 57509
433, 9, 1524, 0, 47589, 8387, 57509
439, 10, 328, 0, 44169, 13002, 57509
445, 11, 187, 0, 45276, 12035, 57509
451, 9, 179, 0, 44439, 12882, 57509
457, 8, 185, 0, 41682, 15634, 57509
463, 9, 171, 0, 38912, 18417, 57509
469, 8, 177, 0, 36462, 20862, 57509
475, 8, 114, 0, 35523, 21864, 57509
481, 9, 116, 0, 32690, 24694, 57509
487, 12, 170, 0, 52181, 5146, 57509
493, 7, 221, 0, 52495, 4786, 57509
499, 8, 309, 0, 52428, 4764, 57509
505, 8, 740, 0, 51788, 4973, 57509
511, 5, 792, 0, 52072, 4640, 57509
517, 6, 1445, 0, 52283, 3775, 57509
523, 7, 2634, 0, 52503, 2365, 57509
529, 17, 3592, 0, 53628, 272, 57509
535, 12, 3845, 0, 53463, 189, 57509
541, 14, 4149, 0, 53118, 228, 57509
547, 10, 4753, 0, 52509, 237, 57509
553, 16, 5335, 0, 51860, 298, 57509
559, 11, 5897, 0, 51050, 551, 57509
565, 12, 6660, 0, 48268, 2569, 57509
571, 12, 7096, 0, 49021, 1380, 57509
577, 12, 7398, 0, 46683, 3416, 57509
583, 14, 7037, 0, 45211, 5247, 57509
589, 7, 6390, 0, 37869, 13243, 57509
595, 5, 5217, 0, 41161, 11126, 57509
601, 5, 4176, 0, 44719, 8609, 57509
607, 7, 3963, 0, 46597, 6942, 57509
613, 6, 3544, 0, 45840, 8119, 57509
619, 6, 2942, 0, 44006, 10555, 57509
625, 7, 2350, 0, 41932, 13220, 57509
631, 5, 1737, 0, 40105, 15662, 57509
637, 8, 1011, 0, 36588, 19902, 57509
643, 9, 552, 0, 35699, 21249, 57509
649, 8, 119, 0, 34589, 22793, 57509
655, 3, 176, 0, 49712, 7618, 57509
661, 14, 301, 0, 55703, 1491, 57509
667, 6, 319, 0, 56907, 277, 57509
673, 16, 417, 0, 56743, 333, 57509
679, 9, 485, 0, 56726, 289, 57509
685, 15, 512, 0, 56957, 25, 57509
691, 10, 954, 0, 56523, 22, 57509
697, 16, 1481, 0, 56000, 12, 57509
703, 12, 1876, 0, 55605, 16, 57509
709, 17, 2035, 0, 55442, 15, 57509
715, 14, 2539, 0, 54943, 13, 57509
721, 12, 2666, 0, 54815, 16, 57509
727, 13, 3477, 0, 54009, 10, 57509
733, 11, 3919, 0, 53561, 18, 57509
739, 7, 3797, 0, 51027, 2678, 57509
745, 3, 3740, 0, 48925, 4841, 57509
751, 5, 3578, 0, 45767, 8159, 57509
757, 6, 3524, 0, 39560, 14419, 57509
763, 8, 3095, 0, 36752, 17654, 57509
769, 9, 2529, 0, 36079, 18892, 57509
775, 6, 2170, 0, 35335, 19998, 57509
781, 7, 2007, 0, 44699, 10796, 57509
787, 8, 1546, 0, 45006, 10949, 57509
793, 11, 1374, 0, 44533, 11591, 57509
799, 9, 593, 0, 44405, 12502, 57509
805, 10, 136, 0, 41900, 15463, 57509
811, 6, 140, 0, 40851, 16512, 57509
817, 7, 137, 0, 39805, 17560, 57509
823, 6, 258, 0, 49370, 7875, 57509
829, 6, 258, 0, 47185, 10060, 57509
835, 11, 301, 0, 46798, 10399, 57509
841, 7, 774, 0, 47669, 9059, 57509
847, 5, 984, 0, 52120, 4400, 57509
853, 3, 1481, 0, 55169, 856, 57509
859, 5, 2685, 0, 54584, 235, 57509
865, 2, 2598, 0, 54876, 33, 57509
871, 6, 2687, 0, 54790, 26, 57509
877, 8, 2752, 0, 54685, 64, 57509
883, 6, 2786, 0, 54647, 70, 57509
889, 2, 2820, 0, 54654, 33, 57509
895, 7, 2776, 0, 54636, 90, 57509
901, 8, 2689, 0, 54784, 28, 57509
907, 7, 2594, 0, 50509, 4399, 57509
913, 11, 2178, 0, 46993, 8327, 57509
919, 7, 1904, 0, 12921, 42677, 57509
925, 6, 1484, 0, 7613, 48406, 57509
931, 6, 392, 0, 8894, 48217, 57509
937, 4, 254, 0, 9121, 48130, 57509
943, 5, 98, 0, 9257, 48149, 57509
949, 1, 73, 0, 47903, 9532, 57509
955, 6, 71, 0, 49579, 7853, 57509
961, 5, 40, 0, 49787, 7677, 57509
967, 9, 35, 0, 48722, 8743, 57509
973, 4, 39, 0, 47758, 9708, 57509
979, 7, 40, 0, 46998, 10464, 57509
985, 6, 40, 0, 46614, 10849, 57509
991, 6, 42, 0, 51265, 6196, 57509
997, 4, 40, 0, 49505, 7960, 57509
1003, 7, 36, 0, 47072, 10394, 57509
1009, 4, 39, 0, 44655, 12811, 57509
1015, 5, 48, 0, 9948, 47508, 57509
1021, 4, 60, 0, 9867, 47578, 57509
1027, 7, 69, 0, 9655, 47778, 57509
1033, 10, 853, 0, 51958, 4688, 57509
1039, 3, 858, 0, 55465, 1183, 57509
1045, 4, 1263, 0, 55244, 998, 57509
1051, 7, 1756, 0, 54766, 980, 57509
1057, 8, 1761, 0, 54755, 985, 57509
1063, 5, 1760, 0, 54753, 991, 57509
1069, 5, 1762, 0, 54507, 1235, 57509
1075, 6, 1761, 0, 55091, 651, 57509
1081, 7, 1730, 0, 54896, 876, 57509
1087, 12, 1764, 0, 13384, 42349, 57509
1093, 16, 1758, 0, 9475, 46260, 57509
1099, 9, 1566, 0, 9861, 46073, 57509
1105, 9, 933, 0, 10500, 46067, 57509
1111, 5, 876, 0, 10692, 45936, 57509
1117, 5, 485, 0, 52340, 4679, 57509
1123, 9, 141, 0, 55423, 1936, 57509
1129, 8, 51, 0, 55343, 2107, 57509
1135, 8, 41, 0, 55086, 2374, 57509
1141, 5, 42, 0, 54200, 3262, 57509
1147, 6, 39, 0, 53754, 3710, 57509
1153, 4, 39, 0, 53652, 3814, 57509
1159, 3, 42, 0, 57215, 249, 57509
1165, 5, 41, 0, 57296, 167, 57509
1171, 8, 37, 0, 57297, 167, 57509
1177, 9, 39, 0, 56993, 468, 57509
1183, 8, 41, 0, 56843, 617, 57509
1189, 14, 776, 0, 41943, 14776, 57509
1195, 7, 773, 0, 42057, 14672, 57509
1201, 8, 2724, 0, 46489, 8288, 57509
1207, 10, 2875, 0, 46850, 7774, 57509
1213, 12, 2876, 0, 46879, 7742, 57509
1219, 12, 2883, 0, 46878, 7736, 57509
1225, 10, 2874, 0, 46882, 7743, 57509
1231, 15, 2868, 0, 46847, 7779, 57509
1237, 11, 2870, 0, 46834, 7794, 57509
1243, 8, 2910, 0, 47970, 6621, 57509
1249, 6, 2924, 0, 48001, 6578, 57509
1255, 8, 2920, 0, 48006, 6575, 57509
1261, 5, 2278, 0, 41555, 13671, 57509
1267, 5, 2183, 0, 37189, 18132, 57509
1273, 7, 417, 0, 34774, 22311, 57509
1279, 6, 109, 0, 33436, 23958, 57509
1285, 4, 114, 0, 35945, 21446, 57509
1291, 7, 108, 0, 35642, 21752, 57509
1297, 4, 108, 0, 34082, 23315, 57509
1303, 7, 117, 0, 32145, 25240, 57509
1309, 8, 110, 0, 29385, 28006, 57509
1315, 4, 90, 0, 28429, 28986, 57509
1321, 8, 89, 0, 27055, 30357, 57509
1327, 7, 122, 0, 18649, 38731, 57509
1333, 4, 125, 0, 13035, 44345, 57509
1339, 5, 131, 0, 11060, 46313, 57509
1345, 6, 182, 0, 10299, 47022, 57509
1351, 7, 194, 0, 10252, 47056, 57509
1357, 9, 210, 0, 10222, 47068, 57509
1363, 8, 292, 0, 10103, 47106, 57509
1369, 9, 12095, 0, 40320, 5085, 57509
1375, 6, 12802, 0, 42266, 2435, 57509
1381, 7, 12816, 0, 42533, 2153, 57509
1387, 8, 12825, 0, 42520, 2156, 57509
1393, 8, 12849, 0, 42516, 2136, 57509
1399, 1, 12864, 0, 42492, 2152, 57509
1405, 8, 12831, 0, 42420, 2250, 57509
1411, 11, 12847, 0, 42492, 2159, 57509
1417, 12, 12817, 0, 41705, 2975, 57509
1423, 7, 12787, 0, 40918, 3797, 57509
1429, 7, 12766, 0, 40364, 4372, 57509
1435, 6, 12692, 0, 40270, 4541, 57509
1441, 8, 1606, 0, 37419, 18476, 57509
1447, 6, 294, 0, 29901, 27308, 57509
