ts, default broker, CrocodileAgent, SPOT, COLDPower18, EWIIS3, VidyutVanika, AgentUDE, Bunnie, total
359, 57512, 0, 0, 0, 0, 0, 0, 0, 57512
360, 57512, 0, 0, 0, 0, 0, 0, 0, 57512
361, 25, 198, 332, 0, 216, 7340, 32354, 17047, 57512
367, 11, 194, 329, 0, 83, 7341, 32419, 17135, 57512
373, 3, 199, 330, 0, 63, 7627, 35534, 13756, 57512
379, 10, 384, 332, 0, 43, 8475, 37273, 10995, 57512
385, 20, 679, 24, 0, 29, 9105, 38541, 9114, 57512
391, 18, 769, 27, 0, 23, 9396, 39352, 7927, 57512
397, 5, 859, 29, 0, 27, 9691, 40385, 6516, 57512
403, 3, 945, 31, 0, 23, 9871, 40764, 5875, 57512
409, 2, 1003, 24, 0, 21, 10096, 41395, 4971, 57512
415, 2, 1032, 21, 0, 60, 10099, 41626, 4672, 57512
421, 1, 1031, 21, 0, 65, 10127, 41940, 4327, 57512
427, 1, 1032, 18, 0, 70, 10139, 41584, 4668, 57512
433, 1, 938, 13, 0, 59, 10090, 41529, 4882, 57512
439, 1, 937, 9, 0, 29, 10004, 40615, 5917, 57512
445, 1, 942, 8, 0, 140, 9928, 8550, 37943, 57512
451, 2, 871, 7, 0, 119, 9380, 8765, 38368, 57512
457, 1, 763, 5, 0, 253, 8963, 9948, 37579, 57512
463, 0, 618, 6, 0, 225, 8667, 10147, 37849, 57512
469, 0, 508, 6, 0, 110, 8410, 10663, 37815, 57512
475, 0, 478, 6, 0, 106, 8110, 11862, 36950, 57512
481, 1, 386, 2, 0, 104, 8134, 13044, 35841, 57512
487, 1, 251, 2, 0, 69, 7851, 1382, 47956, 57512
493, 0, 172, 2, 0, 41, 7663, 2420, 47214, 57512
499, 1, 153, 2, 0, 40, 7646, 3191, 46479, 57512
505, 0, 165, 2, 0, 38, 7673, 3719, 45915, 57512
511, 3, 112, 2, 0, 35, 7691, 3891, 45778, 57512
517, 4, 103, 2, 0, 36, 7575, 4108, 45684, 57512
523, 2, 94, 1, 0, 35, 7617, 4781, 44982, 57512
529, 1, 84, 1, 0, 34, 7811, 5655, 43926, 57512
535, 0, 96, 0, 0, 30, 7750, 6807, 42829, 57512
541, 0, 178, 0, 0, 27, 8752, 7704, 40851, 57512
547, 1, 813, 1, 0, 21, 11320, 9787, 35569, 57512
553, 0, 1527, 0, 0, 19, 13603, 11464, 30899, 57512
559, 2, 1992, 0, 0, 16, 14365, 11711, 29426, 57512
565, 1, 2868, 0, 0, 19, 16115, 12472, 26037, 57512
571, 1, 4228, 2, 0, 17, 20044, 4801, 28419, 57512
577, 2, 4377, 0, 0, 17, 20701, 5171, 27244, 57512
583, 1, 4671, 0, 0, 19, 20983, 5622, 26216, 57512
589, 1, 4722, 0, 0, 9, 20828, 7232, 24720, 57512
595, 1, 4715, 1, 0, 9, 20700, 7967, 24119, 57512
601, 1, 4655, 1, 0, 9, 20621, 9505, 22720, 57512
607, 0, 4384, 1, 0, 10, 20460, 10590, 22067, 57512
613, 0, 4319, 1, 0, 11, 20405, 2131, 30645, 57512
619, 0, 3767, 1, 0, 11, 19699, 2269, 31765, 57512
625, 0, 3357, 0, 0, 12, 18492, 3083, 32568, 57512
631, 0, 2235, 0, 0, 11, 16775, 3628, 34863, 57512
637, 1, 1681, 0, 0, 11, 15358, 4535, 35926, 57512
643, 1, 1365, 0, 0, 9, 14210, 4879, 37048, 57512
649, 1, 1195, 0, 0, 9, 12212, 6505, 37590, 57512
655, 1, 901, 0, 0, 9, 11105, 1867, 43629, 57512
661, 1, 613, 1, 0, 9, 10371, 3070, 43447, 57512
667, 1, 467, 1, 0, 9, 9691, 3421, 43922, 57512
673, 1, 368, 0, 0, 9, 8782, 4668, 43684, 57512
679, 1, 329, 0, 0, 8, 8473, 5194, 43507, 57512
685, 0, 335, 0, 0, 9, 8153, 5650, 43365, 57512
691, 1, 306, 0, 0, 8, 7993, 6294, 42910, 57512
697, 0, 250, 0, 0, 8, 8193, 552, 48509, 57512
703, 1, 171, 0, 0, 6, 8400, 768, 48166, 57512
709, 2, 286, 1, 0, 6, 9832, 760, 46625, 57512
715, 2, 696, 3, 0, 3, 14074, 898, 41836, 57512
721, 4, 2392, 0, 0, 8, 17706, 1129, 36273, 57512
727, 3, 2595, 0, 0, 9, 19143, 1132, 34630, 57512
733, 3, 2921, 0, 0, 9, 20630, 1132, 32817, 57512
739, 3, 3964, 0, 0, 9, 23369, 453, 29714, 57512
745, 2, 4704, 0, 0, 9, 24880, 904, 27013, 57512
751, 1, 4800, 0, 0, 11, 24844, 909, 26947, 57512
757, 1, 4787, 0, 0, 11, 24903, 1189, 26621, 57512
