ts, default broker, CrocodileAgent, SPOT, COLDPower18, VidyutVanika, EWIIS3, AgentUDE, Bunnie, total
359, 57498, 0, 0, 0, 0, 0, 0, 0, 57498
360, 57498, 0, 0, 0, 0, 0, 0, 0, 57498
361, 3, 2008, 104, 0, 13205, 56, 26422, 15700, 57498
367, 1, 2004, 103, 0, 13203, 39, 26439, 15709, 57498
373, 0, 2003, 105, 0, 13336, 33, 29323, 12698, 57498
379, 0, 2005, 143, 0, 13373, 18, 31014, 10945, 57498
385, 1, 1986, 2, 0, 13403, 20, 32650, 9436, 57498
391, 1, 1983, 3, 0, 13403, 19, 33819, 8270, 57498
397, 1, 1984, 32, 0, 13403, 23, 34754, 7301, 57498
403, 0, 1894, 193, 0, 13515, 241, 251, 41404, 57498
409, 0, 1814, 223, 0, 13515, 106, 251, 41589, 57498
415, 0, 1683, 345, 0, 13513, 159, 263, 41535, 57498
421, 0, 1565, 466, 0, 13635, 153, 260, 41419, 57498
427, 0, 1513, 466, 0, 13635, 279, 249, 41356, 57498
433, 1, 1182, 2, 0, 11655, 182, 348, 44128, 57498
439, 1, 1012, 2, 0, 11054, 243, 357, 44829, 57498
445, 0, 584, 62, 0, 10283, 326, 12, 46231, 57498
451, 1, 521, 64, 0, 9917, 257, 23, 46715, 57498
457, 1, 281, 64, 0, 9164, 256, 13, 47719, 57498
463, 2, 111, 65, 0, 8623, 186, 14, 48497, 57498
469, 2, 113, 64, 0, 8800, 167, 17, 48335, 57498
475, 2, 82, 66, 0, 8891, 73, 16, 48368, 57498
481, 2, 52, 64, 0, 8509, 75, 16, 48780, 57498
487, 2, 52, 179, 0, 8762, 30, 13, 48460, 57498
493, 2, 53, 291, 0, 9808, 31, 12, 47301, 57498
499, 2, 1017, 292, 0, 15217, 27, 12, 40931, 57498
505, 2, 1402, 291, 0, 17861, 26, 14, 37902, 57498
511, 2, 2253, 259, 0, 19508, 21, 15, 35440, 57498
517, 1, 2717, 356, 0, 22080, 20, 17, 32307, 57498
523, 0, 3620, 354, 0, 22924, 19, 17, 30564, 57498
529, 1, 3739, 329, 0, 23239, 19, 17, 30154, 57498
535, 1, 3833, 299, 0, 23253, 19, 19, 30074, 57498
541, 1, 3830, 299, 0, 23072, 19, 20, 30257, 57498
547, 1, 3830, 231, 0, 22715, 21, 19, 30681, 57498
553, 1, 3799, 202, 0, 22501, 20, 18, 30957, 57498
559, 2, 3800, 121, 0, 22317, 18, 18, 31222, 57498
565, 2, 3799, 91, 0, 21895, 18, 98, 31595, 57498
571, 2, 3619, 31, 0, 21144, 18, 49, 32635, 57498
577, 2, 3318, 31, 0, 19315, 19, 82, 34731, 57498
583, 1, 2698, 31, 0, 17292, 19, 144, 37313, 57498
589, 2, 2468, 2, 0, 16381, 18, 193, 38434, 57498
595, 2, 2108, 3, 0, 15002, 18, 191, 40174, 57498
601, 2, 1117, 3, 0, 11826, 19, 300, 44231, 57498
607, 2, 951, 3, 0, 10864, 19, 292, 45367, 57498
613, 1, 721, 3, 0, 10025, 21, 15, 46712, 57498
619, 0, 403, 4, 0, 9489, 20, 16, 47566, 57498
625, 0, 283, 4, 0, 8749, 19, 15, 48428, 57498
631, 0, 223, 5, 0, 8654, 19, 7, 48590, 57498
637, 0, 153, 3, 0, 8345, 19, 7, 48971, 57498
643, 0, 122, 3, 0, 8371, 21, 7, 48974, 57498
649, 0, 249, 3, 0, 8250, 21, 11, 48964, 57498
655, 0, 248, 5, 0, 8607, 22, 14, 48602, 57498
661, 0, 376, 5, 0, 10878, 21, 14, 46204, 57498
667, 0, 675, 138, 0, 13738, 21, 14, 42912, 57498
673, 1, 2445, 137, 0, 16316, 22, 14, 38563, 57498
679, 1, 3149, 137, 0, 18649, 22, 14, 35526, 57498
685, 2, 4219, 136, 0, 21358, 20, 16, 31747, 57498
691, 1, 4298, 136, 0, 21903, 21, 16, 31123, 57498
697, 1, 4602, 136, 0, 22578, 21, 3, 30157, 57498
703, 0, 4738, 136, 0, 22903, 21, 4, 29696, 57498
709, 0, 4809, 57, 0, 22834, 21, 3, 29774, 57498
715, 0, 4805, 57, 0, 22655, 21, 3, 29957, 57498
721, 0, 4775, 27, 0, 22495, 21, 13, 30167, 57498
727, 0, 4722, 18, 0, 22272, 21, 13, 30452, 57498
733, 0, 4633, 27, 0, 21230, 11, 14, 31583, 57498
739, 0, 4574, 16, 0, 19617, 10, 88, 33193, 57498
745, 0, 4255, 93, 0, 18155, 9, 98, 34888, 57498
751, 0, 3525, 93, 0, 15954, 8, 99, 37819, 57498
757, 0, 2767, 93, 0, 14867, 8, 98, 39665, 57498
763, 0, 2158, 122, 0, 13009, 8, 78, 42123, 57498
769, 1, 1554, 138, 0, 11544, 7, 78, 44176, 57498
775, 2, 1023, 128, 0, 9903, 7, 78, 46357, 57498
781, 2, 882, 128, 0, 9261, 7, 78, 47140, 57498
787, 2, 763, 129, 0, 8842, 6, 78, 47678, 57498
793, 2, 583, 90, 0, 8521, 6, 79, 48217, 57498
799, 2, 443, 70, 0, 8050, 6, 65, 48862, 57498
805, 2, 262, 40, 0, 7770, 7, 65, 49352, 57498
811, 1, 203, 148, 0, 7680, 7, 5, 49454, 57498
817, 2, 141, 147, 0, 7550, 8, 4, 49646, 57498
823, 2, 120, 146, 0, 7463, 9, 5, 49753, 57498
829, 2, 121, 146, 0, 8455, 8, 8, 48758, 57498
835, 2, 846, 147, 0, 10677, 8, 7, 45811, 57498
841, 3, 2702, 146, 0, 13887, 9, 7, 40744, 57498
847, 4, 2820, 146, 0, 15514, 8, 5, 39001, 57498
853, 3, 3260, 256, 0, 17326, 10, 3, 36640, 57498
859, 3, 4232, 196, 0, 20255, 10, 3, 32799, 57498
865, 1, 5011, 172, 0, 24474, 12, 5, 27823, 57498
871, 2, 5039, 173, 0, 27364, 10, 6, 24904, 57498
877, 1, 5007, 143, 0, 31340, 10, 6, 20991, 57498
883, 1, 5005, 143, 0, 32731, 9, 8, 19601, 57498
889, 1, 4944, 177, 0, 33108, 9, 61, 19198, 57498
895, 0, 4942, 147, 0, 21147, 10, 64, 31188, 57498
901, 1, 4871, 147, 0, 25786, 9, 63, 26621, 57498
907, 0, 4680, 117, 0, 27788, 10, 4, 24899, 57498
913, 1, 3847, 0, 0, 30883, 12, 7, 22748, 57498
919, 1, 3587, 41, 0, 17062, 12, 23, 36772, 57498
925, 1, 3018, 41, 0, 20578, 11, 10, 33839, 57498
931, 1, 2481, 41, 0, 23736, 12, 9, 31218, 57498
937, 0, 1719, 42, 0, 26144, 13, 10, 29570, 57498
943, 0, 1459, 42, 0, 26106, 13, 11, 29867, 57498
949, 1, 1139, 42, 0, 28190, 13, 8, 28105, 57498
955, 1, 969, 42, 0, 30714, 13, 8, 25751, 57498
961, 1, 828, 42, 0, 27215, 10, 11, 29391, 57498
967, 1, 608, 33, 0, 8546, 11, 73, 48226, 57498
973, 0, 498, 2, 0, 10997, 11, 62, 45928, 57498
979, 1, 338, 2, 0, 16936, 10, 59, 40152, 57498
985, 1, 338, 1, 0, 17502, 10, 57, 39589, 57498
991, 2, 179, 1, 0, 21984, 10, 6, 35316, 57498
997, 2, 202, 3, 0, 26450, 10, 5, 30826, 57498
1003, 2, 416, 1, 0, 28943, 8, 6, 28122, 57498
1009, 1, 1522, 1, 0, 29154, 8, 6, 26806, 57498
1015, 2, 2264, 1, 0, 30948, 7, 7, 24269, 57498
1021, 2, 2785, 1, 0, 31916, 8, 7, 22779, 57498
1027, 2, 2885, 0, 0, 33685, 8, 7, 20911, 57498
1033, 3, 3719, 0, 0, 34501, 8, 4, 19263, 57498
1039, 3, 3746, 0, 0, 35020, 8, 4, 18717, 57498
1045, 2, 3744, 0, 0, 36285, 9, 5, 17453, 57498
1051, 2, 3692, 0, 0, 38280, 8, 4, 15512, 57498
1057, 1, 3600, 0, 0, 38825, 10, 4, 15058, 57498
1063, 1, 3600, 45, 0, 19649, 10, 4, 34189, 57498
1069, 0, 3599, 45, 0, 20133, 13, 4, 33704, 57498
1075, 0, 3388, 137, 0, 24850, 13, 3, 29107, 57498
1081, 0, 2917, 167, 0, 28308, 13, 4, 26089, 57498
1087, 1, 2727, 206, 0, 16452, 12, 4, 38096, 57498
1093, 1, 2576, 205, 0, 17610, 11, 4, 37091, 57498
1099, 1, 2196, 205, 0, 21935, 10, 6, 33145, 57498
1105, 1, 2082, 207, 0, 21878, 8, 8, 33314, 57498
1111, 1, 1592, 204, 0, 22363, 7, 8, 33323, 57498
1117, 2, 1092, 123, 0, 24877, 8, 26, 31370, 57498
1123, 2, 812, 123, 0, 27546, 8, 45, 28962, 57498
1129, 1, 712, 121, 0, 26560, 8, 45, 30051, 57498
1135, 0, 501, 70, 0, 8783, 11, 45, 48088, 57498
1141, 0, 141, 154, 0, 14870, 12, 46, 42275, 57498
1147, 0, 141, 116, 0, 21401, 12, 168, 35660, 57498
1153, 0, 141, 86, 0, 23550, 11, 189, 33521, 57498
1159, 0, 93, 85, 0, 25278, 10, 3, 32029, 57498
1165, 0, 93, 107, 0, 26858, 10, 3, 30427, 57498
1171, 0, 73, 107, 0, 30976, 12, 3, 26327, 57498
1177, 0, 898, 88, 0, 33743, 13, 7, 22749, 57498
1183, 0, 982, 88, 0, 34119, 12, 8, 22289, 57498
1189, 0, 1376, 87, 0, 35345, 12, 9, 20669, 57498
1195, 2, 1603, 57, 0, 37050, 11, 64, 18711, 57498
1201, 1, 2259, 57, 0, 36139, 12, 3, 19027, 57498
1207, 1, 2399, 57, 0, 36268, 10, 3, 18760, 57498
1213, 1, 2461, 27, 0, 37042, 12, 3, 17952, 57498
1219, 2, 2460, 27, 0, 38614, 10, 4, 16381, 57498
1225, 2, 2410, 27, 0, 36646, 9, 3, 18401, 57498
1231, 1, 2412, 118, 0, 19977, 8, 14, 34968, 57498
1237, 1, 2410, 137, 0, 22265, 7, 14, 32664, 57498
1243, 1, 2408, 113, 0, 23654, 9, 5, 31308, 57498
1249, 1, 2288, 113, 0, 24924, 10, 7, 30155, 57498
1255, 1, 1968, 113, 0, 28669, 9, 7, 26731, 57498
1261, 1, 1720, 113, 0, 31377, 8, 7, 24272, 57498
1267, 1, 1480, 143, 0, 32938, 8, 7, 22921, 57498
1273, 0, 1110, 143, 0, 31228, 9, 9, 24999, 57498
1279, 0, 923, 143, 0, 10758, 8, 10, 45656, 57498
1285, 0, 594, 113, 0, 16244, 9, 4, 40534, 57498
