ts, default broker, CrocodileAgent, SPOT, COLDPower18, VidyutVanika, EWIIS3, AgentUDE, Bunnie, total
359, 57517, 0, 0, 0, 0, 0, 0, 0, 57517
360, 57517, 0, 0, 0, 0, 0, 0, 0, 57517
361, 3, 3743, 4, 0, 18769, 9, 24301, 10688, 57517
367, 0, 3747, 4, 0, 18771, 13, 24293, 10689, 57517
373, 1, 3986, 5, 0, 19560, 12, 26168, 7785, 57517
379, 2, 4110, 4, 0, 20015, 9, 26952, 6425, 57517
385, 2, 4248, 5, 0, 20146, 11, 27293, 5812, 57517
391, 2, 4235, 4, 0, 20154, 11, 27612, 5499, 57517
397, 4, 4232, 4, 0, 20148, 9, 28415, 4705, 57517
403, 2, 4252, 4, 0, 20389, 91, 23, 32756, 57517
409, 3, 4221, 4, 0, 20400, 59, 13, 32817, 57517
415, 3, 4100, 3, 0, 20400, 31, 12, 32968, 57517
421, 3, 3999, 3, 0, 20400, 29, 15, 33068, 57517
427, 2, 3560, 3, 0, 20400, 115, 26, 33411, 57517
433, 3, 3265, 4, 0, 19150, 108, 27, 34960, 57517
439, 3, 2289, 4, 0, 15335, 143, 28, 39715, 57517
445, 4, 1718, 104, 0, 13235, 117, 3, 42336, 57517
451, 4, 1285, 104, 0, 11825, 116, 6, 44177, 57517
457, 3, 886, 105, 0, 10753, 246, 163, 45361, 57517
463, 3, 584, 104, 0, 10140, 124, 161, 46401, 57517
469, 2, 485, 103, 0, 9479, 116, 167, 47165, 57517
475, 2, 465, 103, 0, 9277, 113, 166, 47391, 57517
481, 2, 376, 101, 0, 9081, 83, 169, 47705, 57517
487, 2, 316, 90, 0, 8558, 84, 4, 48463, 57517
493, 1, 196, 31, 0, 8267, 84, 3, 48935, 57517
499, 0, 128, 31, 0, 8123, 84, 4, 49147, 57517
505, 0, 137, 3, 0, 7764, 54, 4, 49555, 57517
511, 0, 132, 2, 0, 8759, 15, 6, 48603, 57517
517, 0, 597, 2, 0, 16597, 15, 9, 40297, 57517
523, 0, 1472, 2, 0, 22746, 16, 8, 33273, 57517
529, 0, 4545, 2, 0, 29038, 18, 5, 23909, 57517
535, 0, 5478, 67, 0, 31875, 15, 4, 20078, 57517
541, 1, 7065, 67, 0, 36134, 13, 5, 14232, 57517
547, 2, 7885, 68, 0, 39033, 13, 14, 10502, 57517
553, 2, 8425, 68, 0, 40665, 11, 6, 8340, 57517
559, 1, 8411, 67, 0, 40693, 12, 7, 8326, 57517
565, 2, 8427, 67, 0, 40632, 11, 6, 8372, 57517
571, 1, 8421, 68, 0, 40458, 9, 7, 8553, 57517
577, 1, 8431, 67, 0, 40402, 8, 8, 8600, 57517
583, 1, 8395, 69, 0, 40020, 9, 7, 9016, 57517
589, 1, 8304, 39, 0, 38356, 9, 5, 10803, 57517
595, 0, 7825, 8, 0, 34508, 8, 5, 15163, 57517
601, 1, 5994, 3, 0, 30742, 8, 4, 20765, 57517
607, 1, 4744, 3, 0, 26323, 8, 4, 26434, 57517
613, 1, 1473, 3, 0, 13136, 8, 3, 42893, 57517
619, 0, 539, 1, 0, 9445, 10, 3, 47519, 57517
625, 0, 247, 1, 0, 7555, 7, 4, 49703, 57517
631, 0, 158, 1, 0, 8074, 7, 4, 49273, 57517
637, 0, 92, 1, 0, 8052, 8, 4, 49360, 57517
643, 0, 82, 1, 0, 8115, 10, 293, 49016, 57517
649, 1, 79, 1, 0, 8237, 10, 295, 48894, 57517
655, 1, 56, 1, 0, 8150, 10, 35, 49264, 57517
661, 2, 76, 1, 0, 8135, 10, 37, 49256, 57517
667, 2, 77, 1, 0, 8188, 9, 36, 49204, 57517
673, 2, 76, 1, 0, 8273, 9, 38, 49118, 57517
679, 1, 76, 1, 0, 8648, 9, 40, 48742, 57517
685, 1, 77, 1, 0, 11266, 9, 41, 46122, 57517
691, 1, 380, 1, 0, 12243, 10, 39, 44843, 57517
697, 1, 1601, 1, 0, 15690, 9, 6, 40209, 57517
703, 4, 2309, 1, 0, 17199, 9, 5, 37990, 57517
709, 4, 3464, 2, 0, 21055, 11, 5, 32976, 57517
715, 3, 4215, 1, 0, 23525, 14, 5, 29754, 57517
721, 3, 4944, 1, 0, 25096, 14, 6, 27453, 57517
727, 3, 5365, 2, 0, 25439, 12, 6, 26690, 57517
733, 3, 5436, 2, 0, 25307, 11, 6, 26752, 57517
