ts, default broker, CrocodileAgent, SPOT, COLDPower18, VidyutVanika, EWIIS3, AgentUDE, Bunnie, total
359, 57505, 0, 0, 0, 0, 0, 0, 0, 57505
360, 57505, 0, 0, 0, 0, 0, 0, 0, 57505
361, 3, 4, 1, 0, 7244, 57, 30950, 19246, 57505
367, 2, 3, 3, 0, 7243, 44, 30965, 19245, 57505
373, 1, 4, 4, 0, 7243, 41, 34166, 16046, 57505
379, 2, 2, 4, 0, 7242, 39, 36391, 13825, 57505
385, 2, 3, 4, 0, 7241, 39, 37967, 12249, 57505
391, 1, 3, 4, 0, 7285, 48, 39677, 10487, 57505
397, 1, 2, 5, 0, 7320, 42, 40718, 9417, 57505
403, 1, 3, 5, 0, 7651, 553, 9065, 40227, 57505
409, 1, 5, 5, 0, 7701, 485, 6799, 42509, 57505
415, 1, 4, 5, 0, 7700, 284, 7218, 42293, 57505
421, 1, 4, 4, 0, 7701, 371, 8246, 41178, 57505
427, 1, 4, 4, 0, 7701, 488, 8697, 40610, 57505
433, 1, 4, 5, 0, 7822, 357, 9273, 40043, 57505
439, 1, 34, 5, 0, 8057, 410, 9611, 39387, 57505
445, 2, 241, 119, 0, 12812, 481, 1697, 42153, 57505
451, 1, 899, 118, 0, 16212, 511, 1496, 38268, 57505
457, 0, 1743, 118, 0, 18167, 421, 1359, 35697, 57505
463, 1, 1930, 118, 0, 19783, 345, 1443, 33885, 57505
469, 2, 2650, 117, 0, 23035, 262, 1463, 29976, 57505
475, 2, 3043, 116, 0, 24020, 238, 1453, 28633, 57505
481, 1, 3804, 1, 0, 25037, 164, 1664, 26834, 57505
487, 1, 4078, 0, 0, 25523, 144, 96, 27663, 57505
493, 2, 4146, 0, 0, 25576, 112, 449, 27220, 57505
499, 0, 4144, 1, 0, 25355, 113, 456, 27436, 57505
505, 0, 4143, 1, 0, 25203, 112, 515, 27531, 57505
511, 1, 4142, 1, 0, 25025, 92, 641, 27603, 57505
517, 0, 4081, 1, 0, 23008, 91, 1325, 28999, 57505
523, 0, 3850, 1, 0, 21057, 90, 1748, 30759, 57505
529, 0, 3669, 1, 0, 19666, 90, 682, 33397, 57505
535, 1, 3169, 1, 0, 17559, 89, 782, 35904, 57505
541, 1, 3079, 1, 0, 16903, 89, 1161, 36271, 57505
547, 1, 2457, 1, 0, 14923, 89, 1497, 38537, 57505
553, 0, 1576, 1, 0, 12207, 90, 2031, 41600, 57505
559, 0, 1074, 1, 0, 10908, 90, 2190, 43242, 57505
565, 0, 683, 1, 0, 9406, 89, 2883, 44443, 57505
571, 0, 522, 2, 0, 8987, 90, 208, 47696, 57505
577, 0, 332, 2, 0, 8755, 89, 239, 48088, 57505
583, 1, 312, 1, 0, 8595, 88, 261, 48247, 57505
589, 1, 273, 1, 0, 8730, 87, 263, 48150, 57505
595, 1, 252, 1, 0, 8736, 88, 263, 48164, 57505
601, 1, 142, 1, 0, 8458, 87, 550, 48266, 57505
607, 1, 102, 3, 0, 8633, 86, 692, 47988, 57505
613, 1, 103, 3, 0, 12241, 86, 907, 44164, 57505
619, 1, 318, 3, 0, 14426, 84, 1136, 41537, 57505
625, 1, 1498, 3, 0, 16501, 78, 1346, 38078, 57505
631, 1, 2021, 2, 0, 17739, 77, 1451, 36214, 57505
637, 2, 2685, 2, 0, 19200, 77, 1630, 33909, 57505
643, 2, 3032, 0, 0, 20158, 78, 1888, 32347, 57505
649, 2, 3622, 0, 0, 22170, 77, 2225, 29409, 57505
655, 1, 3780, 0, 0, 22475, 80, 226, 30943, 57505
661, 1, 3777, 0, 0, 22408, 80, 109, 31130, 57505
667, 2, 3776, 0, 0, 22203, 78, 187, 31259, 57505
673, 2, 3756, 0, 0, 22011, 78, 334, 31324, 57505
679, 2, 3736, 10, 0, 21598, 76, 572, 31511, 57505
685, 2, 3712, 0, 0, 20805, 71, 596, 32319, 57505
691, 2, 3557, 0, 0, 19453, 72, 792, 33629, 57505
697, 2, 3101, 1, 0, 17229, 73, 754, 36345, 57505
703, 2, 2581, 2, 0, 15233, 72, 1092, 38523, 57505
709, 2, 2108, 1, 0, 14146, 72, 1250, 39926, 57505
715, 3, 1748, 1, 0, 12753, 62, 1495, 41443, 57505
721, 3, 1407, 1, 0, 11923, 62, 1839, 42270, 57505
727, 3, 997, 1, 0, 10858, 63, 1903, 43680, 57505
733, 4, 857, 1, 0, 10268, 62, 2138, 44175, 57505
739, 4, 627, 1, 0, 9469, 63, 368, 46973, 57505
745, 3, 418, 0, 0, 8950, 64, 1108, 46962, 57505
751, 1, 298, 0, 0, 8219, 66, 1659, 47262, 57505
757, 1, 198, 0, 0, 8047, 65, 2379, 46815, 57505
763, 2, 198, 1, 0, 7933, 64, 2928, 46379, 57505
769, 3, 137, 0, 0, 7870, 65, 3771, 45659, 57505
775, 3, 80, 0, 0, 8031, 54, 4101, 45236, 57505
781, 3, 692, 0, 0, 9900, 55, 1340, 45515, 57505
787, 3, 1171, 0, 0, 12766, 54, 1844, 41667, 57505
793, 2, 2123, 0, 0, 15798, 56, 2069, 37457, 57505
799, 1, 2507, 0, 0, 17910, 55, 2169, 34863, 57505
805, 3, 3626, 0, 0, 19991, 53, 2520, 31312, 57505
811, 2, 4065, 1, 0, 21180, 50, 2600, 29607, 57505
817, 3, 4625, 0, 0, 21903, 49, 2818, 28107, 57505
823, 2, 4962, 0, 0, 22846, 51, 142, 29502, 57505
829, 2, 5041, 0, 0, 22701, 49, 165, 29547, 57505
835, 2, 5008, 0, 0, 22589, 50, 246, 29610, 57505
841, 1, 4979, 0, 0, 22457, 51, 246, 29771, 57505
847, 0, 4918, 0, 0, 22233, 52, 312, 29990, 57505
853, 0, 4649, 0, 0, 21471, 51, 789, 30545, 57505
859, 4, 4473, 1, 0, 27111, 78, 25838, 0, 57505
865, 1, 3963, 1, 0, 53463, 73, 4, 0, 57505
871, 2, 3152, 1, 0, 54273, 73, 4, 0, 57505
877, 13, 2619, 113, 0, 49115, 85, 5560, 0, 57505
883, 11, 2109, 112, 0, 50553, 81, 4639, 0, 57505
889, 10, 1509, 92, 0, 52262, 81, 3551, 0, 57505
895, 6, 1298, 32, 0, 53176, 83, 2910, 0, 57505
901, 4, 1053, 31, 0, 53747, 62, 2608, 0, 57505
907, 1, 565, 31, 0, 56704, 60, 144, 0, 57505
913, 0, 385, 31, 0, 56972, 51, 66, 0, 57505
919, 0, 276, 1, 0, 57074, 50, 104, 0, 57505
925, 0, 216, 1, 0, 57072, 49, 167, 0, 57505
931, 0, 76, 1, 0, 57242, 49, 137, 0, 57505
937, 1, 47, 0, 0, 57268, 48, 141, 0, 57505
943, 5, 273, 0, 0, 47363, 43, 9821, 0, 57505
949, 3, 253, 0, 0, 56530, 44, 675, 0, 57505
955, 2, 250, 0, 0, 57116, 43, 94, 0, 57505
961, 3, 440, 0, 0, 57016, 43, 3, 0, 57505
967, 3, 623, 0, 0, 56830, 45, 4, 0, 57505
973, 3, 731, 0, 0, 56724, 43, 4, 0, 57505
979, 2, 797, 0, 0, 56658, 44, 4, 0, 57505
985, 2, 910, 0, 0, 56545, 44, 4, 0, 57505
991, 2, 997, 0, 0, 56448, 44, 14, 0, 57505
997, 2, 995, 1, 0, 56337, 44, 126, 0, 57505
1003, 2, 995, 1, 0, 56308, 39, 160, 0, 57505
1009, 2, 995, 1, 0, 55956, 40, 511, 0, 57505
1015, 1, 966, 92, 0, 22853, 38, 33555, 0, 57505
1021, 3, 968, 92, 0, 24586, 33, 31823, 0, 57505
1027, 2, 881, 62, 0, 28620, 34, 27906, 0, 57505
1033, 2, 854, 62, 0, 54327, 32, 2228, 0, 57505
1039, 2, 683, 62, 0, 56479, 30, 249, 0, 57505
1045, 2, 515, 62, 0, 19012, 37, 37877, 0, 57505
1051, 1, 449, 61, 0, 28098, 38, 28858, 0, 57505
1057, 1, 400, 119, 0, 35096, 36, 21853, 0, 57505
1063, 2, 120, 135, 0, 41153, 34, 16061, 0, 57505
1069, 3, 39, 135, 0, 45522, 32, 11774, 0, 57505
1075, 3, 38, 110, 0, 56132, 35, 1187, 0, 57505
1081, 1, 10, 110, 0, 56793, 35, 556, 0, 57505
1087, 1, 10, 109, 0, 56854, 36, 495, 0, 57505
1093, 0, 15, 109, 0, 56936, 32, 413, 0, 57505
1099, 0, 19, 66, 0, 57119, 28, 273, 0, 57505
1105, 1, 18, 48, 0, 57264, 29, 145, 0, 57505
1111, 5, 273, 36, 0, 26386, 31, 30774, 0, 57505
1117, 3, 268, 26, 0, 54661, 31, 2516, 0, 57505
1123, 2, 266, 20, 0, 57086, 32, 99, 0, 57505
1129, 2, 363, 14, 0, 57072, 25, 29, 0, 57505
1135, 1, 363, 12, 0, 57004, 26, 99, 0, 57505
1141, 1, 365, 10, 0, 57004, 25, 100, 0, 57505
1147, 1, 458, 6, 0, 56881, 25, 134, 0, 57505
1153, 1, 456, 6, 0, 56912, 24, 106, 0, 57505
1159, 1, 454, 6, 0, 56981, 25, 38, 0, 57505
1165, 0, 451, 6, 0, 57013, 29, 6, 0, 57505
1171, 0, 449, 7, 0, 57011, 32, 6, 0, 57505
1177, 0, 448, 10, 0, 57006, 33, 8, 0, 57505
1183, 13, 309, 16, 0, 22204, 34, 34929, 0, 57505
1189, 11, 247, 17, 0, 25466, 36, 31728, 0, 57505
