ts, default broker, CrocodileAgent, SPOT, COLDPower18, EWIIS3, VidyutVanika, AgentUDE, Bunnie, total
359, 57507, 0, 0, 0, 0, 0, 0, 0, 57507
360, 57507, 0, 0, 0, 0, 0, 0, 0, 57507
361, 3, 4, 5, 0, 485, 7090, 24949, 24971, 57507
367, 1, 4, 4, 0, 110, 7091, 25186, 25111, 57507
373, 1, 2, 3, 0, 197, 7093, 33281, 16930, 57507
379, 2, 1, 3, 0, 84, 7195, 38354, 11868, 57507
385, 0, 1, 2, 0, 73, 7219, 42003, 8209, 57507
391, 0, 1, 3, 0, 98, 7248, 43490, 6667, 57507
397, 0, 4, 4, 0, 65, 7248, 45714, 4472, 57507
403, 0, 2, 150, 0, 363, 7428, 5946, 43618, 57507
409, 0, 3, 150, 0, 164, 7425, 3739, 46026, 57507
415, 0, 1, 150, 0, 78, 7689, 3894, 45695, 57507
421, 1, 323, 284, 0, 89, 13735, 5229, 37846, 57507
427, 0, 1204, 284, 0, 185, 20954, 5864, 29016, 57507
433, 0, 3448, 3, 0, 253, 27207, 6794, 19802, 57507
439, 0, 4709, 3, 0, 144, 30594, 7123, 14934, 57507
445, 1, 6675, 4, 0, 199, 36467, 1332, 12829, 57507
451, 1, 7633, 2, 0, 159, 38906, 1488, 9318, 57507
457, 1, 8030, 1, 0, 133, 40296, 1839, 7207, 57507
463, 1, 8099, 12, 0, 73, 40422, 2057, 6843, 57507
469, 2, 8158, 13, 0, 59, 40452, 2440, 6383, 57507
475, 0, 8158, 4, 0, 49, 40208, 2658, 6430, 57507
481, 2, 8157, 1, 0, 47, 40195, 3016, 6089, 57507
487, 1, 8139, 1, 0, 45, 40062, 1171, 8088, 57507
493, 0, 7804, 1, 0, 44, 37940, 1902, 9816, 57507
499, 0, 6718, 2, 0, 46, 35593, 2574, 12574, 57507
505, 3, 4776, 2, 0, 44, 32746, 3703, 16233, 57507
511, 1, 3406, 4, 0, 45, 25921, 5382, 22748, 57507
517, 2, 1675, 2, 0, 45, 21679, 7474, 26630, 57507
523, 1, 559, 65, 0, 45, 18974, 8888, 28975, 57507
529, 1, 193, 65, 0, 35, 15847, 7882, 33484, 57507
535, 1, 60, 65, 0, 36, 13395, 9709, 34241, 57507
541, 0, 0, 66, 0, 35, 11614, 13616, 32176, 57507
547, 1, 1, 65, 0, 34, 11046, 16803, 29557, 57507
553, 0, 1, 64, 0, 36, 10031, 20868, 26507, 57507
559, 0, 3, 65, 0, 33, 9238, 23114, 25054, 57507
565, 2, 2, 67, 0, 32, 9061, 24628, 23715, 57507
571, 0, 1, 64, 0, 34, 8976, 4615, 43817, 57507
577, 0, 1, 2, 0, 35, 8808, 3713, 44948, 57507
583, 2, 134, 1, 0, 30, 9363, 4801, 43176, 57507
589, 0, 390, 0, 0, 35, 14587, 7002, 35493, 57507
595, 0, 1316, 1, 0, 30, 18866, 8281, 29013, 57507
601, 1, 3918, 0, 0, 23, 25617, 9277, 18671, 57507
607, 1, 4629, 0, 0, 24, 28331, 9507, 15015, 57507
613, 2, 7378, 30, 0, 18, 34271, 2639, 13169, 57507
619, 0, 8270, 30, 0, 21, 36513, 2819, 9854, 57507
625, 0, 8988, 60, 0, 21, 37901, 3124, 7413, 57507
631, 0, 9307, 60, 0, 20, 37918, 3385, 6817, 57507
637, 0, 9364, 90, 0, 19, 37582, 3839, 6613, 57507
643, 0, 9364, 90, 0, 19, 37403, 4207, 6424, 57507
649, 0, 9332, 90, 0, 17, 37187, 4610, 6271, 57507
655, 0, 9230, 71, 0, 19, 36915, 1020, 10252, 57507
661, 0, 9020, 61, 0, 15, 36313, 1222, 10876, 57507
667, 0, 7976, 31, 0, 11, 33610, 1893, 13986, 57507
673, 0, 5580, 31, 0, 12, 28893, 3637, 19354, 57507
679, 0, 4578, 1, 0, 14, 24936, 4268, 23710, 57507
685, 1, 2117, 0, 0, 14, 21300, 5698, 28377, 57507
691, 0, 1102, 0, 0, 16, 18000, 6732, 31657, 57507
697, 0, 441, 124, 0, 15, 15771, 1974, 39182, 57507
703, 2, 90, 145, 0, 13, 14085, 2210, 40962, 57507
709, 0, 2, 145, 0, 13, 13468, 2858, 41021, 57507
715, 0, 0, 145, 0, 13, 12673, 4142, 40534, 57507
721, 0, 0, 264, 0, 14, 11484, 4842, 40903, 57507
727, 0, 1, 264, 0, 13, 10653, 5694, 40882, 57507
733, 1, 0, 264, 0, 12, 9463, 7090, 40677, 57507
739, 1, 0, 152, 0, 12, 8998, 1248, 47096, 57507
745, 1, 0, 121, 0, 15, 9196, 2422, 45752, 57507
751, 0, 136, 120, 0, 15, 9204, 2888, 45144, 57507
757, 0, 269, 121, 0, 15, 15953, 3906, 37243, 57507
763, 0, 1549, 0, 0, 15, 21587, 4974, 29382, 57507
769, 0, 3932, 0, 0, 15, 27785, 5321, 20454, 57507
775, 0, 5321, 0, 0, 16, 30729, 5690, 15751, 57507
781, 1, 7979, 61, 0, 16, 35677, 576, 13197, 57507
787, 1, 8923, 61, 0, 16, 37376, 459, 10671, 57507
793, 0, 9805, 91, 0, 17, 38341, 604, 8649, 57507
799, 1, 10008, 91, 0, 16, 38709, 644, 8038, 57507
805, 1, 10067, 90, 0, 17, 38584, 801, 7947, 57507
