ts, default broker, CrocodileAgent, SPOT, COLDPower18, EWIIS3, VidyutVanika, AgentUDE, Bunnie, total
359, 57503, 0, 0, 0, 0, 0, 0, 0, 57503
360, 57503, 0, 0, 0, 0, 0, 0, 0, 57503
361, 2, 3261, 0, 0, 73, 14355, 25857, 13955, 57503
367, 0, 3255, 0, 0, 48, 14351, 25894, 13955, 57503
373, 1, 3343, 2, 0, 145, 14479, 32277, 7256, 57503
379, 1, 3304, 2, 0, 87, 14457, 35560, 4092, 57503
385, 2, 3212, 2, 0, 52, 14438, 37548, 2249, 57503
391, 2, 2872, 2, 0, 52, 14439, 38661, 1475, 57503
397, 2, 2352, 2, 0, 67, 14394, 39684, 1002, 57503
403, 2, 1823, 2, 0, 430, 14416, 9803, 31027, 57503
409, 2, 1582, 2, 0, 140, 14418, 7984, 33375, 57503
415, 2, 1533, 2, 0, 389, 14501, 7718, 33358, 57503
421, 1, 1474, 2, 0, 357, 14500, 8135, 33034, 57503
427, 1, 1384, 3, 0, 285, 14766, 8824, 32240, 57503
433, 1, 1285, 3, 0, 317, 13977, 9158, 32762, 57503
439, 1, 1004, 3, 0, 382, 12417, 9346, 34350, 57503
445, 2, 702, 3, 0, 420, 10797, 4386, 41193, 57503
451, 2, 382, 3, 0, 459, 9679, 6135, 40843, 57503
457, 1, 354, 3, 0, 420, 9354, 7999, 39372, 57503
463, 1, 263, 3, 0, 346, 8853, 8599, 39438, 57503
469, 2, 233, 3, 0, 246, 8707, 9958, 38354, 57503
475, 1, 123, 2, 0, 210, 8430, 10735, 38002, 57503
481, 1, 64, 0, 0, 204, 8043, 12911, 36280, 57503
487, 1, 64, 1, 0, 174, 8679, 564, 48020, 57503
493, 0, 273, 1, 0, 138, 10733, 871, 45487, 57503
499, 0, 809, 1, 0, 97, 13071, 1108, 42417, 57503
505, 1, 1694, 0, 0, 87, 15236, 1232, 39253, 57503
511, 1, 2494, 0, 0, 46, 16785, 1241, 36936, 57503
517, 1, 4080, 0, 0, 44, 19694, 1303, 32381, 57503
523, 1, 5005, 0, 0, 44, 21429, 1482, 29542, 57503
529, 1, 6194, 0, 0, 45, 22580, 888, 27795, 57503
535, 2, 6795, 0, 0, 44, 23426, 1553, 25683, 57503
541, 1, 6731, 0, 0, 40, 23694, 2565, 24472, 57503
547, 1, 6712, 0, 0, 39, 23160, 2214, 25377, 57503
553, 1, 6682, 0, 0, 38, 22842, 2396, 25544, 57503
559, 1, 6580, 0, 0, 38, 22242, 1291, 27351, 57503
565, 1, 6410, 30, 0, 38, 20194, 2839, 27991, 57503
571, 1, 5449, 99, 0, 38, 17872, 3002, 31042, 57503
577, 1, 4615, 99, 0, 38, 16174, 2657, 33919, 57503
583, 4, 4384, 99, 0, 38, 15842, 2270, 34866, 57503
589, 1, 4037, 187, 0, 36, 15008, 2776, 35458, 57503
595, 0, 2956, 187, 0, 36, 12893, 3423, 38008, 57503
601, 1, 1994, 189, 0, 30, 11550, 3585, 40154, 57503
607, 3, 1330, 158, 0, 29, 10181, 3484, 42318, 57503
613, 2, 1101, 148, 0, 30, 9562, 2757, 43903, 57503
619, 2, 832, 148, 0, 26, 9095, 3020, 44380, 57503
625, 3, 522, 118, 0, 28, 8393, 3428, 45011, 57503
631, 2, 360, 118, 0, 31, 8292, 3199, 45501, 57503
637, 1, 182, 88, 0, 27, 8180, 3292, 45733, 57503
643, 2, 180, 30, 0, 27, 8023, 3926, 45315, 57503
649, 1, 184, 31, 0, 25, 8033, 4323, 44906, 57503
655, 0, 132, 31, 0, 29, 8389, 257, 48665, 57503
661, 1, 132, 31, 0, 21, 10993, 514, 45811, 57503
667, 2, 953, 4, 0, 17, 13702, 651, 42174, 57503
673, 0, 2331, 2, 0, 21, 15472, 896, 38781, 57503
679, 1, 3401, 1, 0, 21, 17796, 1004, 35279, 57503
685, 0, 4603, 2, 0, 21, 21216, 985, 30676, 57503
691, 0, 5117, 1, 0, 22, 23545, 1031, 27787, 57503
697, 1, 5776, 1, 0, 21, 25371, 1250, 25083, 57503
703, 1, 6351, 3, 0, 17, 26166, 1689, 23276, 57503
709, 2, 6365, 3, 0, 17, 26197, 2712, 22207, 57503
715, 0, 6318, 1, 0, 19, 25839, 2230, 23096, 57503
721, 1, 6312, 2, 0, 19, 25750, 1992, 23427, 57503
727, 0, 6292, 0, 0, 24, 25606, 1761, 23820, 57503
733, 0, 6243, 1, 0, 20, 24766, 2467, 24006, 57503
739, 1, 4519, 0, 0, 20, 20243, 14185, 18535, 57503
745, 2, 3391, 0, 0, 19, 18310, 21045, 14736, 57503
751, 1, 2094, 1, 0, 19, 16109, 25813, 13466, 57503
757, 2, 1380, 12, 0, 19, 12617, 24064, 19409, 57503
763, 1, 961, 13, 0, 19, 10282, 26131, 20096, 57503
769, 3, 546, 2, 0, 19, 8530, 27764, 20639, 57503
775, 1, 134, 2, 0, 18, 7426, 27204, 22718, 57503
781, 2, 1, 1, 0, 18, 7331, 4559, 45591, 57503
787, 2, 2, 0, 0, 19, 7270, 4069, 46141, 57503
793, 0, 0, 1, 0, 20, 7271, 3899, 46312, 57503
799, 2, 3, 1, 0, 15, 7185, 3604, 46693, 57503
805, 2, 0, 0, 0, 20, 7183, 3383, 46915, 57503
811, 1, 2, 0, 0, 18, 7460, 2718, 47304, 57503
817, 2, 1, 0, 0, 17, 7462, 2708, 47313, 57503
823, 3, 1, 1, 0, 18, 7862, 2989, 46629, 57503
829, 3, 168, 1, 0, 16, 10141, 5462, 41712, 57503
835, 1, 892, 1, 0, 20, 12559, 6832, 37198, 57503
841, 1, 1880, 0, 0, 21, 16198, 5824, 33579, 57503
847, 1, 2579, 0, 0, 22, 17504, 5209, 32188, 57503
853, 2, 3926, 1, 0, 20, 19870, 5328, 28356, 57503
859, 2, 4382, 2, 0, 20, 20849, 5532, 26716, 57503
865, 2, 4644, 2, 0, 19, 28735, 2190, 21911, 57503
871, 2, 4688, 2, 0, 19, 31680, 2635, 18477, 57503
877, 2, 4686, 2, 0, 19, 33500, 3535, 15759, 57503
883, 1, 4687, 2, 0, 18, 36384, 4303, 12108, 57503
889, 1, 4645, 73, 0, 18, 36567, 6119, 10080, 57503
895, 1, 4625, 84, 0, 18, 20915, 15531, 16329, 57503
901, 2031, 4768, 90, 0, 20, 20349, 15648, 14597, 57503
907, 2358, 4545, 90, 0, 21, 34994, 153, 15342, 57503
913, 3308, 3920, 90, 0, 21, 34842, 191, 15131, 57503
919, 3200, 3471, 91, 0, 22, 37062, 246, 13411, 57503
925, 3164, 2843, 91, 0, 20, 38793, 292, 12300, 57503
931, 3211, 2300, 91, 0, 18, 39839, 285, 11759, 57503
937, 3294, 1874, 91, 0, 19, 38374, 349, 13502, 57503
943, 3283, 1397, 91, 0, 19, 30534, 426, 21753, 57503
949, 3424, 167, 91, 0, 20, 35664, 525, 17612, 57503
955, 3325, 101, 91, 0, 22, 36842, 834, 16288, 57503
961, 3452, 106, 91, 0, 23, 38238, 1092, 14501, 57503
967, 3403, 106, 91, 0, 23, 33622, 1369, 18889, 57503
973, 3295, 276, 91, 0, 69, 36303, 1779, 15690, 57503
979, 3340, 226, 91, 0, 22, 37003, 2433, 14388, 57503
985, 3508, 159, 91, 0, 13, 33128, 3381, 17223, 57503
991, 3425, 361, 168, 0, 12, 4804, 7904, 40829, 57503
997, 3356, 694, 168, 0, 13, 11060, 7068, 35144, 57503
1003, 3255, 1871, 120, 0, 14, 24100, 7796, 20347, 57503
1009, 3184, 2851, 120, 0, 12, 22250, 8633, 20453, 57503
1015, 3350, 4012, 120, 0, 13, 20490, 8720, 20798, 57503
1021, 3070, 4689, 120, 0, 12, 23485, 8650, 17477, 57503
1027, 3080, 5064, 122, 0, 11, 24779, 8316, 16131, 57503
1033, 3158, 6398, 49, 0, 12, 28456, 791, 18639, 57503
1039, 3114, 6394, 33, 0, 12, 28641, 865, 18444, 57503
1045, 3229, 6345, 25, 0, 13, 28742, 1112, 18037, 57503
1051, 3246, 6328, 24, 0, 13, 29036, 1205, 17651, 57503
1057, 3216, 6317, 27, 0, 11, 28021, 1553, 18358, 57503
