ts, default broker, CrocodileAgent, SPOT, COLDPower18, VidyutVanika, EWIIS3, AgentUDE, Bunnie, total
359, 57516, 0, 0, 0, 0, 0, 0, 0, 57516
360, 57516, 0, 0, 0, 0, 0, 0, 0, 57516
361, 2, 0, 155, 0, 7494, 78, 14293, 35494, 57516
367, 2, 7, 155, 0, 7495, 45, 14320, 35492, 57516
373, 1, 5, 360, 0, 7599, 39, 19336, 30176, 57516
379, 4, 7, 441, 0, 7682, 43, 23478, 25861, 57516
385, 14, 19, 132, 0, 7651, 52, 27757, 21891, 57516
391, 14, 17, 91, 0, 7792, 40, 30314, 19248, 57516
397, 20, 159, 96, 0, 10037, 39, 32625, 14540, 57516
403, 11, 891, 180, 0, 15387, 43, 26298, 14706, 57516
409, 16, 2162, 41, 0, 19861, 78, 23120, 12238, 57516
415, 2, 3250, 46, 0, 23500, 124, 18490, 12104, 57516
421, 0, 5065, 46, 0, 27750, 67, 14430, 10158, 57516
427, 2, 6321, 44, 0, 31880, 75, 9682, 9512, 57516
433, 8, 7003, 37, 0, 34103, 54, 7438, 8873, 57516
439, 12, 7276, 33, 0, 35160, 68, 4216, 10751, 57516
445, 18, 7276, 28, 0, 35256, 77, 3782, 11079, 57516
451, 14, 7287, 36, 0, 35104, 52, 3791, 11232, 57516
457, 14, 7271, 31, 0, 35107, 69, 4375, 10649, 57516
463, 14, 7058, 26, 0, 34819, 50, 3895, 11654, 57516
469, 13, 6229, 29, 0, 34382, 30, 4656, 12177, 57516
475, 8, 4002, 38, 0, 32037, 30, 6027, 15374, 57516
481, 3, 3210, 41, 0, 29676, 29, 7447, 17110, 57516
487, 4, 2192, 80, 0, 26077, 25, 9410, 19728, 57516
493, 3, 1544, 68, 0, 24011, 24, 11942, 19924, 57516
499, 2, 543, 37, 0, 20566, 23, 14303, 22042, 57516
505, 10, 166, 29, 0, 17877, 14, 15729, 23691, 57516
511, 8, 72, 25, 0, 14709, 15, 16102, 26585, 57516
517, 10, 16, 24, 0, 13045, 13, 16568, 27840, 57516
523, 15, 13, 26, 0, 12122, 9, 17741, 27590, 57516
529, 9, 6, 29, 0, 11911, 28, 2327, 43206, 57516
535, 6, 11, 24, 0, 11168, 9, 1157, 45141, 57516
541, 0, 277, 21, 0, 10445, 14, 1620, 45139, 57516
547, 2, 274, 20, 0, 9884, 12, 1844, 45480, 57516
553, 1, 412, 23, 0, 9290, 6, 2522, 45262, 57516
559, 1, 634, 20, 0, 10432, 5, 2781, 43643, 57516
565, 1, 1101, 142, 0, 18648, 7, 3021, 34596, 57516
571, 0, 1908, 135, 0, 24022, 8, 3414, 28029, 57516
577, 1, 4441, 6, 0, 30917, 13, 2876, 19262, 57516
583, 2, 5567, 3, 0, 34159, 12, 2533, 15240, 57516
589, 2, 6844, 1, 0, 37993, 12, 2088, 10576, 57516
595, 3, 7985, 1, 0, 40285, 10, 1704, 7528, 57516
601, 2, 8749, 1, 0, 41740, 12, 1071, 5941, 57516
607, 1, 8879, 1, 0, 41575, 16, 745, 6299, 57516
613, 1, 8667, 0, 0, 41321, 18, 705, 6804, 57516
619, 1, 8576, 0, 0, 40845, 17, 230, 7847, 57516
625, 1, 8319, 0, 0, 40628, 17, 164, 8387, 57516
631, 1, 7677, 1, 0, 40154, 16, 136, 9531, 57516
637, 1, 7118, 1, 0, 37045, 16, 365, 12970, 57516
643, 1, 4656, 0, 0, 34644, 16, 526, 17673, 57516
649, 1, 2973, 0, 0, 31186, 15, 762, 22579, 57516
655, 1, 1745, 0, 0, 27672, 14, 865, 27219, 57516
661, 2, 1399, 0, 0, 23548, 16, 1172, 31379, 57516
667, 2, 609, 0, 0, 19517, 16, 1382, 35990, 57516
673, 2, 95, 0, 0, 17867, 17, 1815, 37720, 57516
679, 0, 34, 1, 0, 14768, 19, 1695, 40999, 57516
685, 1, 5, 1, 0, 13487, 15, 2070, 41937, 57516
691, 2, 4, 2, 0, 13259, 13, 2134, 42102, 57516
697, 0, 4, 1, 0, 12339, 16, 842, 44314, 57516
703, 1, 6, 2, 0, 11375, 12, 1082, 45038, 57516
709, 1, 5, 1, 0, 10303, 13, 2258, 44935, 57516
715, 1, 139, 134, 0, 9356, 15, 2871, 45000, 57516
721, 0, 273, 131, 0, 8994, 12, 3496, 44610, 57516
727, 12, 411, 120, 0, 8923, 11, 4125, 43914, 57516
733, 14, 973, 132, 0, 17302, 14, 4619, 34462, 57516
739, 6, 2093, 103, 0, 24936, 12, 4865, 25501, 57516
745, 5, 4430, 15, 0, 31611, 16, 4611, 16828, 57516
751, 4, 5399, 16, 0, 33301, 12, 4031, 14753, 57516
757, 1, 6684, 19, 0, 36555, 12, 2874, 11371, 57516
763, 1, 7514, 16, 0, 39283, 10, 2129, 8563, 57516
769, 3, 7914, 46, 0, 40364, 8, 1559, 7622, 57516
775, 4, 7981, 46, 0, 40379, 7, 935, 8164, 57516
781, 4, 8038, 46, 0, 40118, 9, 479, 8822, 57516
787, 4, 7754, 45, 0, 39669, 10, 260, 9774, 57516
793, 4, 7478, 10, 0, 39306, 8, 367, 10343, 57516
799, 4, 6424, 8, 0, 39145, 8, 338, 11589, 57516
805, 4, 4853, 9, 0, 35940, 8, 496, 16206, 57516
811, 4, 3122, 38, 0, 32148, 10, 689, 21505, 57516
817, 4, 1433, 49, 0, 29629, 10, 1123, 25268, 57516
823, 4, 873, 5, 0, 27764, 11, 1243, 27616, 57516
829, 4, 606, 2, 0, 23347, 13, 1948, 31596, 57516
835, 12, 412, 4, 0, 21047, 12, 2404, 33625, 57516
841, 11, 19, 18, 0, 17970, 12, 2749, 36737, 57516
847, 12, 22, 27, 0, 16230, 14, 2837, 38374, 57516
853, 15, 20, 28, 0, 13408, 16, 2803, 41226, 57516
859, 4, 8, 33, 0, 11857, 17, 2889, 42708, 57516
865, 2, 5, 35, 0, 25679, 18, 954, 30823, 57516
871, 3, 5, 35, 0, 25262, 15, 1054, 31142, 57516
877, 3, 6, 35, 0, 28706, 15, 1496, 27255, 57516
883, 3, 6, 33, 0, 29438, 15, 1988, 26033, 57516
889, 3, 6, 27, 0, 35762, 15, 2462, 19241, 57516
895, 3, 7, 25, 0, 32158, 14, 2739, 22570, 57516
901, 3, 193, 18, 0, 21827, 13, 3299, 32163, 57516
907, 4, 692, 24, 0, 30848, 12, 3260, 22676, 57516
913, 4, 2685, 13, 0, 38559, 12, 2777, 13466, 57516
919, 3, 4267, 10, 0, 40272, 13, 2286, 10665, 57516
925, 2, 5454, 6, 0, 43651, 14, 1760, 6629, 57516
931, 2, 5762, 5, 0, 44403, 14, 1484, 5846, 57516
937, 2, 6328, 3, 0, 45218, 16, 1084, 4865, 57516
943, 2, 6657, 3, 0, 44570, 16, 726, 5542, 57516
949, 2, 6625, 2, 0, 44878, 15, 211, 5783, 57516
955, 2, 6434, 3, 0, 45295, 13, 97, 5672, 57516
961, 0, 5132, 2, 0, 46598, 14, 144, 5626, 57516
967, 0, 4361, 2, 0, 37996, 18, 374, 14765, 57516
973, 2, 1921, 1, 0, 39757, 12, 431, 15392, 57516
979, 3, 571, 1, 0, 40203, 18, 620, 16100, 57516
985, 1, 185, 30, 0, 40553, 14, 1123, 15610, 57516
991, 2, 93, 0, 0, 25800, 16, 1242, 30363, 57516
997, 5, 63, 3, 0, 29800, 13, 1380, 26252, 57516
1003, 5, 65, 3, 0, 33254, 11, 1526, 22652, 57516
1009, 6, 33, 3, 0, 37387, 12, 1902, 18173, 57516
1015, 5, 2, 5, 0, 34905, 13, 1583, 21003, 57516
