ts, default broker, CrocodileAgent, SPOT, COLDPower18, VidyutVanika, EWIIS3, AgentUDE, Bunnie, total
359, 57508, 0, 0, 0, 0, 0, 0, 0, 57508
360, 57508, 0, 0, 0, 0, 0, 0, 0, 57508
361, 2, 2839, 4, 0, 15577, 55, 26806, 12225, 57508
367, 1, 2841, 4, 0, 15571, 47, 26823, 12221, 57508
373, 1, 3296, 4, 0, 16457, 49, 29296, 8405, 57508
379, 3, 3605, 3, 0, 17096, 46, 30366, 6389, 57508
385, 1, 3655, 2, 0, 17357, 37, 31231, 5225, 57508
391, 1, 3704, 2, 0, 17433, 43, 31490, 4835, 57508
397, 1, 3706, 2, 0, 17429, 66, 32181, 4123, 57508
403, 1, 3715, 33, 0, 17798, 235, 2290, 33436, 57508
409, 3, 3716, 1, 0, 17800, 215, 2245, 33528, 57508
415, 2, 3717, 1, 0, 17801, 261, 2209, 33517, 57508
421, 3, 3718, 2, 0, 17799, 562, 2306, 33118, 57508
427, 1, 3717, 5, 0, 17779, 431, 2366, 33209, 57508
433, 1, 2937, 95, 0, 15848, 337, 2680, 35610, 57508
439, 2, 2636, 96, 0, 14508, 310, 2721, 37235, 57508
445, 3, 1767, 94, 0, 13446, 332, 166, 41700, 57508
451, 1, 1303, 123, 0, 12018, 280, 58, 43725, 57508
457, 2, 1106, 125, 0, 11240, 424, 95, 44516, 57508
463, 2, 806, 123, 0, 10463, 335, 226, 45553, 57508
469, 0, 663, 124, 0, 9440, 276, 230, 46775, 57508
475, 0, 547, 93, 0, 9198, 204, 236, 47230, 57508
481, 0, 398, 92, 0, 8919, 97, 268, 47734, 57508
487, 0, 356, 93, 0, 8568, 87, 51, 48353, 57508
493, 2, 212, 91, 0, 8169, 80, 430, 48524, 57508
499, 2, 136, 61, 0, 8213, 47, 691, 48358, 57508
505, 1, 111, 32, 0, 7914, 45, 1724, 47681, 57508
511, 2, 114, 142, 0, 7997, 45, 1408, 47800, 57508
517, 3, 117, 142, 0, 9744, 40, 1315, 46147, 57508
523, 0, 560, 143, 0, 11042, 43, 1189, 44531, 57508
529, 1, 2460, 112, 0, 17375, 43, 558, 36959, 57508
535, 0, 3117, 114, 0, 18859, 43, 530, 34845, 57508
541, 0, 3646, 112, 0, 21447, 42, 719, 31542, 57508
547, 0, 4085, 111, 0, 23779, 41, 725, 28767, 57508
553, 4, 4610, 52, 0, 24455, 41, 732, 27614, 57508
559, 1, 4804, 50, 0, 24785, 42, 845, 26981, 57508
565, 2, 4862, 51, 0, 24601, 42, 972, 26978, 57508
571, 2, 4863, 51, 0, 24362, 43, 168, 28019, 57508
577, 1, 4866, 22, 0, 24327, 41, 171, 28080, 57508
583, 1, 4853, 22, 0, 24255, 42, 181, 28154, 57508
589, 1, 4848, 2, 0, 23623, 42, 317, 28675, 57508
595, 3, 4721, 4, 0, 22945, 39, 455, 29341, 57508
601, 0, 3797, 70, 0, 20278, 40, 671, 32652, 57508
607, 1, 3301, 69, 0, 18867, 43, 692, 34535, 57508
613, 1, 2717, 70, 0, 15916, 40, 784, 37980, 57508
619, 2, 2368, 69, 0, 13804, 41, 1013, 40211, 57508
625, 1, 2103, 1, 0, 12642, 39, 1346, 41376, 57508
631, 1, 1324, 1, 0, 11047, 29, 1581, 43525, 57508
637, 1, 1117, 0, 0, 10636, 28, 2201, 43525, 57508
643, 0, 712, 0, 0, 9855, 29, 2372, 44540, 57508
649, 1, 501, 0, 0, 9065, 27, 2473, 45441, 57508
655, 0, 285, 1, 0, 8531, 25, 161, 48505, 57508
661, 2, 123, 1, 0, 8243, 27, 264, 48848, 57508
667, 0, 104, 1, 0, 7980, 24, 813, 48586, 57508
673, 0, 106, 3, 0, 7853, 28, 933, 48585, 57508
679, 1, 93, 3, 0, 8001, 26, 989, 48395, 57508
685, 1, 91, 2, 0, 9592, 29, 1043, 46750, 57508
691, 2, 728, 4, 0, 12459, 27, 1025, 43263, 57508
697, 1, 2181, 4, 0, 17115, 28, 446, 37733, 57508
703, 1, 3442, 3, 0, 19521, 29, 588, 33924, 57508
709, 1, 4971, 3, 0, 22495, 31, 908, 29099, 57508
715, 3, 5616, 3, 0, 24980, 30, 1204, 25672, 57508
721, 1, 6230, 1, 0, 26619, 29, 1221, 23407, 57508
727, 0, 6365, 2, 0, 26762, 29, 1221, 23129, 57508
733, 2, 6327, 2, 0, 26521, 31, 1271, 23354, 57508
739, 1, 6327, 2, 0, 26366, 31, 243, 24538, 57508
745, 0, 6323, 1, 0, 26279, 26, 305, 24574, 57508
751, 2, 6294, 1, 0, 26183, 28, 309, 24691, 57508
757, 1, 6292, 1, 0, 25575, 30, 324, 25285, 57508
763, 1, 6127, 111, 0, 24195, 27, 611, 26436, 57508
769, 1, 5795, 199, 0, 23062, 30, 812, 27609, 57508
775, 3, 5045, 261, 0, 20225, 31, 1093, 30850, 57508
781, 3, 4397, 262, 0, 19120, 26, 1116, 32584, 57508
787, 1, 2857, 261, 0, 15187, 29, 2798, 36375, 57508
793, 0, 2053, 261, 0, 12598, 28, 3557, 39011, 57508
799, 2, 1164, 261, 0, 10812, 29, 4729, 40511, 57508
805, 0, 823, 231, 0, 9765, 30, 5123, 41536, 57508
811, 3, 771, 187, 0, 9306, 28, 5356, 41857, 57508
817, 2, 480, 0, 0, 8987, 30, 5498, 42511, 57508
823, 0, 488, 0, 0, 8500, 34, 508, 47978, 57508
829, 6, 458, 1, 0, 8205, 22, 517, 48299, 57508
835, 0, 367, 2, 0, 8302, 27, 814, 47996, 57508
841, 0, 288, 1, 0, 8130, 26, 948, 48115, 57508
847, 1, 292, 0, 0, 8283, 21, 1251, 47660, 57508
853, 1, 258, 0, 0, 9639, 29, 1854, 45727, 57508
859, 1, 475, 137, 0, 12178, 27, 1992, 42698, 57508
865, 1, 840, 139, 0, 25011, 22, 430, 31065, 57508
871, 2, 899, 139, 0, 30630, 17, 234, 25587, 57508
877, 1, 965, 138, 0, 35737, 20, 221, 20426, 57508
883, 0, 997, 138, 0, 39332, 11, 192, 16838, 57508
889, 1, 1050, 0, 0, 41190, 12, 415, 14840, 57508
895, 1, 1001, 0, 0, 43067, 8, 557, 12874, 57508
901, 1, 938, 0, 0, 45660, 11, 811, 10087, 57508
907, 0, 860, 1, 0, 49073, 10, 168, 7396, 57508
913, 2, 863, 1, 0, 49910, 6, 561, 6165, 57508
919, 3, 832, 1, 0, 13238, 8, 9217, 34209, 57508
925, 1, 842, 0, 0, 15214, 8, 8117, 33326, 57508
931, 1, 801, 1, 0, 24184, 10, 6958, 25553, 57508
937, 1, 712, 2, 0, 26803, 6, 6207, 23777, 57508
943, 2, 623, 0, 0, 12558, 9, 12076, 32240, 57508
949, 1, 378, 1, 0, 11064, 10, 2344, 43710, 57508
955, 1, 349, 1, 0, 20342, 6, 1415, 35394, 57508
961, 2, 252, 1, 0, 29536, 8, 805, 26904, 57508
967, 1, 195, 1, 0, 39489, 7, 598, 17217, 57508
973, 2, 164, 0, 0, 42196, 10, 533, 14603, 57508
979, 0, 124, 1, 0, 46513, 12, 307, 10551, 57508
985, 1, 126, 0, 0, 48277, 11, 334, 8759, 57508
991, 2, 66, 0, 0, 48869, 9, 1606, 6956, 57508
997, 3, 67, 0, 0, 48983, 7, 1679, 6769, 57508
1003, 1, 64, 0, 0, 49735, 10, 2064, 5634, 57508
1009, 1, 4, 0, 0, 48579, 11, 4095, 4818, 57508
1015, 0, 3, 1, 0, 48988, 9, 4632, 3875, 57508
1021, 0, 3, 0, 0, 49468, 14, 4573, 3450, 57508
1027, 1, 3, 2, 0, 50693, 8, 4346, 2455, 57508
1033, 3, 389, 0, 0, 51299, 8, 2306, 3503, 57508
1039, 3, 503, 0, 0, 51555, 9, 1825, 3613, 57508
1045, 2, 534, 0, 0, 51223, 6, 2258, 3485, 57508
1051, 2, 640, 2, 0, 51939, 9, 2221, 2695, 57508
1057, 0, 755, 0, 0, 50744, 11, 3218, 2780, 57508
1063, 0, 862, 1, 0, 51220, 11, 2830, 2584, 57508
1069, 0, 863, 1, 0, 52119, 9, 2285, 2231, 57508
1075, 1, 864, 0, 0, 53776, 8, 950, 1909, 57508
1081, 0, 863, 0, 0, 53285, 8, 1516, 1836, 57508
1087, 1, 885, 0, 0, 14759, 12, 25790, 16061, 57508
1093, 1, 884, 1, 0, 21104, 11, 19660, 15847, 57508
1099, 1, 888, 0, 0, 27121, 11, 15740, 13747, 57508
1105, 1, 787, 2, 0, 32287, 12, 13206, 11213, 57508
1111, 1, 618, 2, 0, 11301, 11, 24817, 20758, 57508
1117, 0, 486, 2, 0, 35689, 9, 1903, 19419, 57508
1123, 1, 365, 1, 0, 45079, 9, 97, 11956, 57508
1129, 2, 333, 2, 0, 47483, 7, 71, 9610, 57508
1135, 1, 213, 2, 0, 49149, 7, 41, 8095, 57508
1141, 2, 194, 3, 0, 50285, 8, 37, 6979, 57508
1147, 1, 135, 12, 0, 51929, 7, 37, 5387, 57508
1153, 1, 65, 1, 0, 52493, 10, 36, 4902, 57508
1159, 1, 65, 2, 0, 53223, 6, 12, 4199, 57508
1165, 0, 65, 3, 0, 53382, 7, 170, 3881, 57508
1171, 1, 43, 1, 0, 54447, 11, 160, 2845, 57508
1177, 2, 43, 1, 0, 53935, 8, 533, 2986, 57508
1183, 2, 45, 0, 0, 54415, 8, 453, 2585, 57508
1189, 2, 599, 1, 0, 24831, 9, 7750, 24316, 57508
1195, 0, 631, 0, 0, 26518, 12, 6609, 23738, 57508
1201, 1, 1808, 4, 0, 26421, 8, 1852, 27414, 57508
1207, 0, 2393, 2, 0, 27683, 10, 1151, 26269, 57508
1213, 2, 2724, 1, 0, 28942, 8, 1002, 24829, 57508
1219, 2, 2793, 2, 0, 30683, 10, 986, 23032, 57508
1225, 0, 3418, 3, 0, 32561, 11, 848, 20667, 57508
1231, 1, 3546, 2, 0, 32894, 8, 797, 20260, 57508
1237, 1, 3543, 5, 0, 32964, 9, 822, 20164, 57508
1243, 1, 3526, 3, 0, 32949, 10, 214, 20805, 57508
1249, 1, 3521, 4, 0, 32950, 7, 88, 20937, 57508
1255, 1, 3528, 3, 0, 32941, 8, 53, 20974, 57508
1261, 1, 3413, 1, 0, 27688, 11, 379, 26015, 57508
1267, 2, 3223, 0, 0, 25771, 9, 193, 28310, 57508
1273, 5, 2954, 0, 0, 23177, 1, 239, 31132, 57508
1279, 0, 2636, 1, 0, 21111, 10, 192, 33558, 57508
1285, 0, 2342, 0, 0, 18662, 8, 111, 36385, 57508
1291, 0, 1812, 0, 0, 16263, 9, 486, 38938, 57508
1297, 0, 1087, 0, 0, 13106, 9, 505, 42801, 57508
1303, 0, 1085, 2, 0, 12974, 8, 510, 42929, 57508
1309, 0, 628, 2, 0, 11402, 10, 828, 44638, 57508
1315, 0, 431, 3, 0, 9810, 7, 573, 46684, 57508
1321, 1, 379, 3, 0, 9751, 9, 572, 46793, 57508
1327, 1, 290, 2, 0, 9150, 10, 128, 47927, 57508
1333, 2, 241, 2, 0, 8730, 8, 229, 48296, 57508
1339, 1, 182, 2, 0, 8503, 7, 366, 48447, 57508
1345, 0, 152, 2, 0, 8417, 11, 352, 48574, 57508
1351, 1, 90, 2, 0, 8766, 12, 509, 48128, 57508
1357, 1, 234, 2, 0, 9401, 11, 526, 47333, 57508
1363, 1, 216, 2, 0, 10461, 10, 518, 46300, 57508
1369, 2, 1155, 0, 0, 13336, 10, 197, 42808, 57508
1375, 0, 1870, 0, 0, 14953, 9, 771, 39905, 57508
1381, 0, 2345, 2, 0, 16461, 8, 701, 37991, 57508
1387, 0, 2969, 1, 0, 17931, 9, 1216, 35382, 57508
1393, 1, 3356, 2, 0, 19673, 9, 1566, 32901, 57508
1399, 3, 3389, 1, 0, 19918, 10, 1631, 32556, 57508
1405, 3, 3385, 2, 0, 19695, 10, 2153, 32260, 57508
1411, 0, 3382, 2, 0, 19405, 9, 453, 34257, 57508
1417, 0, 3381, 3, 0, 19272, 11, 603, 34238, 57508
1423, 0, 3351, 4, 0, 18918, 10, 594, 34631, 57508
1429, 2, 3268, 4, 0, 18471, 9, 1019, 34735, 57508
1435, 1, 3266, 4, 0, 17954, 13, 1082, 35188, 57508
1441, 1, 2725, 3, 0, 16568, 11, 986, 37214, 57508
1447, 2, 2499, 3, 0, 15612, 10, 1269, 38113, 57508
1453, 2, 2188, 4, 0, 14316, 8, 679, 40311, 57508
1459, 2, 1558, 1, 0, 13421, 11, 1095, 41420, 57508
1465, 2, 1129, 0, 0, 11901, 10, 1249, 43217, 57508
1471, 1, 911, 1, 0, 10837, 9, 1742, 44007, 57508
1477, 1, 768, 1, 0, 9993, 8, 2818, 43919, 57508
1483, 0, 447, 0, 0, 9421, 11, 3632, 43997, 57508
1489, 0, 301, 2, 0, 8912, 10, 4251, 44032, 57508
1495, 2, 240, 1, 0, 8402, 7, 201, 48655, 57508
1501, 1, 167, 1, 0, 8170, 8, 162, 48999, 57508
1507, 0, 109, 0, 0, 8112, 10, 160, 49117, 57508
1513, 0, 106, 2, 0, 7836, 13, 179, 49372, 57508
1519, 2, 220, 0, 0, 7926, 12, 719, 48629, 57508
1525, 3, 432, 2, 0, 10307, 11, 528, 46225, 57508
1531, 2, 569, 0, 0, 11380, 12, 541, 45004, 57508
1537, 2, 1862, 0, 0, 13527, 10, 168, 41939, 57508
1543, 0, 2802, 1, 0, 15994, 8, 227, 38476, 57508
1549, 1, 3116, 1, 0, 19281, 9, 404, 34696, 57508
1555, 1, 4166, 1, 0, 20718, 9, 357, 32256, 57508
1561, 1, 4571, 1, 0, 21608, 11, 376, 30940, 57508
1567, 0, 4832, 1, 0, 21919, 10, 435, 30311, 57508
1573, 0, 4837, 0, 0, 21660, 11, 428, 30572, 57508
1579, 1, 4843, 0, 0, 21518, 9, 19, 31118, 57508
1585, 1, 4808, 0, 0, 21452, 10, 26, 31211, 57508
1591, 4, 4756, 1, 0, 21302, 7, 102, 31336, 57508
1597, 2, 4616, 0, 0, 20537, 11, 233, 32109, 57508
1603, 2, 4552, 1, 0, 20086, 8, 256, 32603, 57508
1609, 4, 4000, 2, 0, 18817, 8, 415, 34262, 57508
1615, 4, 3358, 1, 0, 17139, 6, 465, 36535, 57508
1621, 2, 3058, 1, 0, 16041, 4, 262, 38140, 57508
1627, 2, 2244, 1, 0, 13954, 9, 498, 40800, 57508
1633, 1, 1687, 1, 0, 12186, 9, 718, 42906, 57508
1639, 2, 1186, 1, 0, 10804, 9, 504, 45002, 57508
1645, 3, 737, 1, 0, 10096, 7, 678, 45986, 57508
1651, 3, 367, 0, 0, 9264, 9, 540, 47325, 57508
1657, 1, 256, 1, 0, 8624, 10, 1307, 47309, 57508
1663, 0, 222, 2, 0, 8454, 9, 101, 48720, 57508
1669, 2, 220, 1, 0, 8174, 12, 224, 48875, 57508
1675, 2, 153, 0, 0, 8133, 10, 461, 48749, 57508
1681, 2, 134, 0, 0, 7890, 10, 899, 48573, 57508
1687, 1, 102, 0, 0, 8147, 14, 706, 48538, 57508
