ts, default broker, CrocodileAgent, SPOT, COLDPower18, VidyutVanika, EWIIS3, AgentUDE, Bunnie, total
359, 57513, 0, 0, 0, 0, 0, 0, 0, 57513
360, 57513, 0, 0, 0, 0, 0, 0, 0, 57513
361, 4, 4157, 4, 0, 12598, 92, 25938, 14720, 57513
367, 1, 4154, 7, 0, 12595, 61, 25964, 14731, 57513
373, 0, 4158, 3, 0, 12720, 62, 28496, 12074, 57513
379, 0, 4155, 4, 0, 12761, 68, 30761, 9764, 57513
385, 1, 4153, 2, 0, 12762, 84, 31992, 8519, 57513
391, 0, 4154, 3, 0, 12761, 79, 33072, 7444, 57513
397, 1, 4123, 3, 0, 12761, 73, 34552, 6000, 57513
403, 1, 4093, 3, 0, 12989, 260, 3874, 36293, 57513
409, 1, 4062, 4, 0, 13078, 246, 1776, 38346, 57513
415, 1, 4062, 3, 0, 13077, 235, 1542, 38593, 57513
421, 1, 4064, 3, 0, 13077, 226, 1510, 38632, 57513
427, 1, 3994, 2, 0, 13155, 200, 1809, 38352, 57513
433, 1, 3094, 2, 0, 11638, 200, 1921, 40657, 57513
439, 0, 1923, 1, 0, 10639, 221, 1975, 42754, 57513
445, 1, 1223, 2, 0, 9695, 274, 535, 45783, 57513
451, 1, 823, 2, 0, 9534, 195, 698, 46260, 57513
457, 1, 683, 1, 0, 9225, 179, 711, 46713, 57513
463, 1, 653, 2, 0, 8894, 105, 1001, 46857, 57513
469, 1, 434, 2, 0, 8792, 59, 1312, 46913, 57513
475, 0, 364, 2, 0, 8492, 53, 1573, 47029, 57513
481, 0, 254, 0, 0, 8195, 52, 1881, 47131, 57513
487, 0, 204, 1, 0, 8578, 52, 408, 48270, 57513
493, 0, 144, 0, 0, 10718, 45, 200, 46406, 57513
499, 1, 876, 0, 0, 14821, 43, 214, 41558, 57513
505, 4, 2164, 0, 0, 18618, 41, 216, 36470, 57513
511, 4, 2755, 0, 0, 21060, 38, 206, 33450, 57513
517, 4, 3923, 0, 0, 22581, 36, 212, 30757, 57513
523, 4, 4461, 0, 0, 24125, 36, 208, 28679, 57513
529, 4, 5161, 0, 0, 25555, 35, 158, 26600, 57513
535, 4, 5347, 0, 0, 26367, 33, 231, 25531, 57513
541, 2, 5402, 0, 0, 25948, 30, 501, 25630, 57513
547, 2, 5332, 0, 0, 25737, 30, 558, 25854, 57513
553, 3, 5300, 0, 0, 25585, 30, 622, 25973, 57513
559, 3, 5300, 0, 0, 25384, 30, 632, 26164, 57513
565, 3, 5270, 0, 0, 24091, 28, 675, 27446, 57513
571, 2, 4900, 0, 0, 22320, 31, 94, 30166, 57513
577, 2, 4405, 0, 0, 19698, 31, 58, 33319, 57513
583, 2, 4082, 0, 0, 18207, 30, 47, 35145, 57513
589, 2, 3229, 0, 0, 16469, 31, 59, 37723, 57513
595, 3, 2584, 0, 0, 14282, 30, 89, 40525, 57513
601, 3, 2219, 0, 0, 12922, 30, 101, 42238, 57513
607, 2, 1600, 0, 0, 11172, 31, 98, 44610, 57513
613, 1, 1310, 0, 0, 10802, 31, 22, 45347, 57513
619, 1, 1193, 1, 0, 10130, 29, 22, 46137, 57513
625, 2, 803, 1, 0, 9082, 27, 216, 47382, 57513
631, 3, 614, 1, 0, 8473, 25, 248, 48149, 57513
637, 2, 344, 2, 0, 8213, 24, 451, 48477, 57513
643, 2, 253, 2, 0, 8072, 24, 584, 48576, 57513
649, 2, 174, 2, 0, 8092, 24, 592, 48627, 57513
655, 2, 94, 2, 0, 8375, 26, 124, 48890, 57513
661, 2, 95, 2, 0, 9681, 27, 146, 47560, 57513
667, 4, 651, 1, 0, 12288, 27, 297, 44245, 57513
673, 4, 2010, 1, 0, 15496, 27, 325, 39650, 57513
679, 4, 2233, 1, 0, 16872, 24, 312, 38067, 57513
685, 3, 3136, 1, 0, 18063, 23, 398, 35889, 57513
691, 3, 3876, 1, 0, 20879, 24, 596, 32134, 57513
697, 3, 4590, 1, 0, 21844, 24, 29, 31022, 57513
703, 2, 4829, 1, 0, 22483, 25, 21, 30152, 57513
709, 2, 4825, 0, 0, 22584, 27, 34, 30041, 57513
715, 2, 4825, 0, 0, 22553, 26, 43, 30064, 57513
721, 1, 4794, 1, 0, 22460, 27, 35, 30195, 57513
727, 1, 4773, 1, 0, 22058, 28, 12, 30640, 57513
733, 1, 4653, 1, 0, 21626, 28, 13, 31191, 57513
739, 0, 4268, 1, 0, 20256, 17, 424, 32547, 57513
745, 0, 3946, 2, 0, 18910, 19, 438, 34198, 57513
751, 0, 3556, 1, 0, 17502, 20, 490, 35944, 57513
757, 0, 3041, 1, 0, 16004, 21, 853, 37593, 57513
763, 0, 2592, 1, 0, 14824, 19, 897, 39180, 57513
769, 1, 1946, 1, 0, 12233, 18, 950, 42364, 57513
775, 1, 1525, 1, 0, 10945, 18, 949, 44074, 57513
781, 0, 825, 1, 0, 9905, 20, 341, 46421, 57513
787, 0, 565, 1, 0, 9242, 19, 400, 47286, 57513
793, 0, 353, 1, 0, 8762, 18, 808, 47571, 57513
799, 1, 305, 1, 0, 8220, 16, 769, 48201, 57513
805, 1, 194, 1, 0, 7860, 17, 739, 48701, 57513
811, 1, 34, 1, 0, 7772, 17, 892, 48796, 57513
817, 1, 4, 0, 0, 7927, 17, 972, 48592, 57513
823, 1, 4, 0, 0, 8042, 18, 244, 49204, 57513
829, 2, 430, 1, 0, 11888, 17, 338, 44837, 57513
835, 2, 551, 1, 0, 13220, 20, 348, 43371, 57513
841, 2, 2054, 0, 0, 16169, 20, 357, 38911, 57513
847, 2, 2654, 0, 0, 16843, 18, 376, 37620, 57513
853, 3, 3218, 1, 0, 19453, 17, 366, 34455, 57513
859, 3, 4255, 1, 0, 21831, 17, 357, 31049, 57513
865, 1, 4348, 1, 0, 28887, 20, 146, 24110, 57513
871, 1, 4347, 2, 0, 34658, 18, 47, 18440, 57513
877, 1, 4346, 2, 0, 38051, 18, 49, 15046, 57513
883, 0, 4346, 2, 0, 40845, 19, 48, 12253, 57513
889, 0, 4316, 2, 0, 44464, 18, 100, 8613, 57513
