ts, default broker, SPOT, VidyutVanika, total
359, 57515, 0, 0, 57515
360, 57515, 0, 0, 57515
361, 57, 0, 57458, 57515
367, 54, 2, 57459, 57515
373, 54, 2, 57459, 57515
379, 54, 5, 57456, 57515
385, 53, 7, 57455, 57515
391, 53, 10, 57452, 57515
397, 55, 7, 57453, 57515
403, 53, 10, 57452, 57515
409, 53, 11, 57451, 57515
415, 52, 6, 57457, 57515
421, 55, 4, 57456, 57515
427, 55, 7, 57453, 57515
433, 54, 6, 57455, 57515
439, 52, 9, 57454, 57515
445, 54, 6, 57455, 57515
451, 55, 5, 57455, 57515
457, 55, 8, 57452, 57515
463, 54, 16, 57445, 57515
469, 56, 14, 57445, 57515
475, 56, 8, 57451, 57515
481, 56, 13, 57446, 57515
487, 55, 13, 57447, 57515
493, 54, 13, 57448, 57515
499, 55, 15, 57445, 57515
505, 55, 175, 57285, 57515
511, 54, 163, 57298, 57515
517, 59, 0, 57456, 57515
523, 57, 0, 57458, 57515
529, 53, 0, 57462, 57515
535, 52, 0, 57463, 57515
541, 51, 0, 57464, 57515
547, 52, 0, 57463, 57515
553, 52, 0, 57463, 57515
559, 52, 0, 57463, 57515
565, 51, 0, 57464, 57515
571, 52, 0, 57463, 57515
577, 52, 0, 57463, 57515
583, 51, 0, 57464, 57515
589, 52, 0, 57463, 57515
595, 51, 0, 57464, 57515
601, 51, 0, 57464, 57515
607, 51, 0, 57464, 57515
613, 53, 0, 57462, 57515
619, 53, 0, 57462, 57515
625, 53, 0, 57462, 57515
631, 54, 0, 57461, 57515
637, 53, 0, 57462, 57515
643, 54, 0, 57461, 57515
649, 54, 0, 57461, 57515
655, 53, 0, 57462, 57515
661, 51, 0, 57464, 57515
667, 53, 0, 57462, 57515
673, 53, 0, 57462, 57515
679, 54, 0, 57461, 57515
685, 54, 0, 57461, 57515
691, 54, 0, 57461, 57515
697, 53, 0, 57462, 57515
703, 52, 0, 57463, 57515
709, 54, 0, 57461, 57515
715, 53, 0, 57462, 57515
721, 53, 0, 57462, 57515
727, 52, 0, 57463, 57515
733, 53, 0, 57462, 57515
739, 54, 0, 57461, 57515
745, 54, 0, 57461, 57515
751, 53, 0, 57462, 57515
757, 54, 0, 57461, 57515
763, 53, 0, 57462, 57515
769, 55, 0, 57460, 57515
775, 55, 0, 57460, 57515
781, 55, 0, 57460, 57515
787, 55, 0, 57460, 57515
793, 56, 0, 57459, 57515
799, 55, 0, 57460, 57515
805, 55, 0, 57460, 57515
811, 52, 0, 57463, 57515
817, 55, 0, 57460, 57515
823, 55, 0, 57460, 57515
829, 54, 0, 57461, 57515
835, 55, 0, 57460, 57515
841, 57, 0, 57458, 57515
847, 52, 0, 57463, 57515
853, 54, 0, 57461, 57515
859, 55, 0, 57460, 57515
865, 52, 0, 57463, 57515
871, 51, 0, 57464, 57515
877, 50, 0, 57465, 57515
883, 46, 0, 57469, 57515
889, 44, 0, 57471, 57515
895, 44, 0, 57471, 57515
901, 43, 0, 57472, 57515
907, 41, 0, 57474, 57515
913, 41, 0, 57474, 57515
919, 39, 0, 57476, 57515
925, 51, 0, 57464, 57515
931, 49, 0, 57466, 57515
937, 47, 0, 57468, 57515
943, 46, 0, 57469, 57515
949, 42, 0, 57473, 57515
955, 41, 0, 57474, 57515
961, 43, 0, 57472, 57515
967, 40, 0, 57475, 57515
973, 39, 0, 57476, 57515
979, 37, 0, 57478, 57515
985, 39, 0, 57476, 57515
991, 40, 0, 57475, 57515
997, 39, 0, 57476, 57515
1003, 36, 0, 57479, 57515
1009, 36, 0, 57479, 57515
1015, 55, 0, 57460, 57515
1021, 48, 0, 57467, 57515
1027, 46, 0, 57469, 57515
1033, 47, 0, 57468, 57515
1039, 48, 0, 57467, 57515
1045, 46, 0, 57469, 57515
1051, 43, 0, 57472, 57515
1057, 44, 0, 57471, 57515
1063, 43, 0, 57472, 57515
1069, 53, 0, 57462, 57515
1075, 49, 0, 57466, 57515
1081, 47, 0, 57468, 57515
1087, 45, 0, 57470, 57515
1093, 57, 0, 57458, 57515
1099, 49, 0, 57466, 57515
1105, 48, 0, 57467, 57515
1111, 45, 0, 57470, 57515
1117, 46, 0, 57469, 57515
1123, 42, 0, 57473, 57515
1129, 40, 0, 57475, 57515
1135, 40, 0, 57475, 57515
1141, 38, 0, 57477, 57515
1147, 36, 0, 57479, 57515
1153, 39, 0, 57476, 57515
1159, 40, 0, 57475, 57515
1165, 40, 0, 57475, 57515
1171, 40, 0, 57475, 57515
1177, 43, 0, 57472, 57515
1183, 57, 0, 57458, 57515
1189, 52, 0, 57463, 57515
1195, 48, 0, 57467, 57515
1201, 45, 0, 57470, 57515
