ts, default broker, CrocodileAgent, SPOT, COLDPower18, VidyutVanika, EWIIS3, AgentUDE, Bunnie, total
359, 57507, 0, 0, 0, 0, 0, 0, 0, 57507
360, 57507, 0, 0, 0, 0, 0, 0, 0, 57507
361, 4, 176, 4, 0, 7873, 67, 31529, 17854, 57507
367, 5, 175, 4, 0, 7874, 55, 31535, 17859, 57507
373, 3, 175, 3, 0, 8482, 74, 35347, 13423, 57507
379, 3, 231, 3, 0, 9101, 72, 37260, 10837, 57507
385, 4, 406, 3, 0, 9551, 68, 38481, 8994, 57507
391, 20, 725, 3, 0, 10227, 58, 39963, 6511, 57507
397, 16, 751, 16, 0, 10358, 55, 40420, 5891, 57507
403, 17, 5567, 29, 0, 24158, 251, 2597, 24888, 57507
409, 8, 5985, 32, 0, 25296, 228, 138, 25820, 57507
415, 6, 6043, 34, 0, 25721, 187, 62, 25454, 57507
421, 5, 6042, 34, 0, 25799, 146, 62, 25419, 57507
427, 4, 6043, 34, 0, 25920, 92, 63, 25351, 57507
433, 3, 6052, 32, 0, 25797, 70, 60, 25493, 57507
439, 2, 5933, 32, 0, 25469, 67, 61, 25943, 57507
445, 3, 5854, 21, 0, 25389, 64, 5, 26171, 57507
451, 3, 5654, 14, 0, 25133, 121, 10, 26572, 57507
457, 3, 5533, 13, 0, 24734, 122, 11, 27091, 57507
463, 3, 5433, 10, 0, 24568, 79, 9, 27405, 57507
469, 4, 5192, 8, 0, 24078, 67, 43, 28115, 57507
475, 4, 3881, 9, 0, 19610, 61, 74, 33868, 57507
481, 4, 2465, 9, 0, 15910, 56, 107, 38956, 57507
487, 3, 1695, 7, 0, 13447, 55, 4, 42296, 57507
493, 3, 1366, 6, 0, 11845, 56, 4, 44227, 57507
499, 3, 1187, 6, 0, 11180, 53, 4, 45074, 57507
505, 3, 797, 6, 0, 10426, 52, 4, 46219, 57507
511, 2, 709, 6, 0, 9957, 51, 5, 46777, 57507
517, 1, 618, 5, 0, 9718, 52, 6, 47107, 57507
523, 1, 371, 3, 0, 8721, 50, 7, 48354, 57507
529, 1, 374, 1, 0, 8793, 46, 6, 48286, 57507
535, 2, 298, 1, 0, 9049, 43, 7, 48107, 57507
541, 3, 664, 2, 0, 11904, 40, 8, 44886, 57507
547, 4, 1569, 1, 0, 17073, 38, 8, 38814, 57507
553, 3, 1747, 1, 0, 18689, 41, 7, 37019, 57507
559, 3, 2805, 1, 0, 20996, 42, 7, 33653, 57507
565, 3, 3969, 0, 0, 22481, 39, 8, 31007, 57507
571, 0, 5068, 0, 0, 25430, 42, 3, 26964, 57507
577, 2, 5447, 0, 0, 26759, 42, 5, 25252, 57507
583, 0, 5460, 1, 0, 26751, 43, 7, 25245, 57507
589, 0, 5379, 0, 0, 26779, 41, 8, 25300, 57507
595, 1, 5330, 0, 0, 26550, 40, 10, 25576, 57507
601, 2, 5310, 0, 0, 26348, 39, 6, 25802, 57507
607, 1, 5239, 1, 0, 26024, 40, 7, 26195, 57507
613, 1, 4928, 1, 0, 24028, 40, 6, 28503, 57507
619, 0, 4703, 0, 0, 22972, 40, 8, 29784, 57507
625, 0, 4255, 0, 0, 20919, 41, 5, 32287, 57507
631, 0, 3653, 1, 0, 18864, 41, 5, 34943, 57507
637, 0, 2933, 1, 0, 17297, 21, 7, 37248, 57507
643, 0, 2526, 1, 0, 15700, 21, 6, 39253, 57507
649, 0, 1746, 2, 0, 13614, 20, 7, 42118, 57507
655, 0, 1208, 1, 0, 11354, 22, 4, 44918, 57507
661, 0, 956, 0, 0, 10246, 22, 6, 46277, 57507
667, 1, 596, 0, 0, 8881, 21, 6, 48002, 57507
673, 1, 413, 0, 0, 8697, 22, 5, 48369, 57507
679, 0, 305, 1, 0, 8309, 21, 6, 48865, 57507
685, 0, 221, 2, 0, 8014, 20, 6, 49244, 57507
691, 0, 185, 2, 0, 7880, 20, 6, 49414, 57507
697, 0, 333, 2, 0, 8070, 21, 3, 49078, 57507
703, 0, 312, 2, 0, 8293, 21, 4, 48875, 57507
709, 0, 756, 1, 0, 11803, 21, 5, 44921, 57507
715, 0, 1339, 1, 0, 14805, 21, 5, 41336, 57507
721, 1, 2124, 2, 0, 17834, 18, 5, 37523, 57507
727, 1, 3238, 2, 0, 21090, 19, 4, 33153, 57507
733, 0, 3793, 2, 0, 22950, 20, 5, 30737, 57507
739, 0, 4469, 2, 0, 24688, 20, 6, 28322, 57507
745, 0, 5345, 3, 0, 26560, 19, 6, 25574, 57507
751, 0, 5382, 3, 0, 26672, 20, 7, 25423, 57507
757, 9, 5399, 3, 0, 26729, 20, 7, 25340, 57507
763, 13, 5395, 22, 0, 26492, 21, 22, 25542, 57507
769, 11, 5386, 27, 0, 26373, 21, 26, 25663, 57507
775, 7, 5304, 31, 0, 26167, 21, 12, 25965, 57507
781, 4, 5021, 31, 0, 24770, 23, 7, 27651, 57507
787, 2, 4576, 32, 0, 23329, 23, 7, 29538, 57507
793, 1, 4179, 32, 0, 21765, 23, 9, 31498, 57507
799, 1, 3302, 33, 0, 19611, 23, 7, 34530, 57507
805, 1, 2765, 28, 0, 17723, 22, 9, 36959, 57507
811, 1, 1868, 20, 0, 15447, 22, 9, 40140, 57507
