ts, default broker, CrocodileAgent, SPOT, COLDPower18, EWIIS3, VidyutVanika, AgentUDE, Bunnie, total
359, 57505, 0, 0, 0, 0, 0, 0, 0, 57505
360, 57505, 0, 0, 0, 0, 0, 0, 0, 57505
361, 2, 3, 2, 0, 224, 7107, 17553, 32614, 57505
367, 3, 4, 2, 0, 70, 7103, 17553, 32770, 57505
373, 3, 4, 2, 0, 74, 7197, 21285, 28940, 57505
379, 3, 4, 2, 0, 83, 7196, 23373, 26844, 57505
385, 2, 4, 2, 0, 69, 7256, 25572, 24600, 57505
391, 3, 1, 3, 0, 125, 7257, 26826, 23290, 57505
397, 2, 2, 3, 0, 62, 7305, 28009, 22122, 57505
403, 3, 3, 4, 0, 143, 7649, 2002, 47701, 57505
409, 3, 3, 3, 0, 150, 7704, 1998, 47644, 57505
415, 3, 2, 3, 0, 125, 7703, 2105, 47564, 57505
421, 3, 2, 3, 0, 140, 7703, 2109, 47545, 57505
427, 3, 2, 3, 0, 92, 7713, 2250, 47442, 57505
433, 3, 1, 2, 0, 89, 7848, 2388, 47174, 57505
439, 2, 1, 2, 0, 217, 7848, 2388, 47047, 57505
445, 1, 1, 2, 0, 223, 7824, 539, 48915, 57505
451, 1, 3, 2, 0, 185, 7794, 678, 48842, 57505
457, 1, 0, 3, 0, 144, 8050, 1069, 48238, 57505
463, 0, 3, 4, 0, 76, 8334, 1102, 47986, 57505
469, 1, 142, 4, 0, 70, 10354, 1242, 45692, 57505
475, 2, 1109, 6, 0, 63, 12856, 1379, 42090, 57505
481, 2, 1830, 4, 0, 58, 15963, 1481, 38167, 57505
487, 1, 2885, 3, 0, 59, 17724, 4, 36829, 57505
493, 2, 3442, 1, 0, 55, 19892, 6, 34107, 57505
499, 2, 3783, 1, 0, 52, 21699, 7, 31961, 57505
505, 2, 4745, 1, 0, 53, 23749, 6, 28949, 57505
511, 2, 5026, 1, 0, 53, 23982, 6, 28435, 57505
517, 2, 5025, 0, 0, 52, 23839, 5, 28582, 57505
523, 2, 5023, 0, 0, 52, 23745, 5, 28678, 57505
529, 2, 5022, 0, 0, 54, 23614, 10, 28803, 57505
535, 1, 5002, 0, 0, 55, 23413, 17, 29017, 57505
541, 1, 4903, 0, 0, 55, 22986, 22, 29538, 57505
547, 1, 4313, 0, 0, 44, 21517, 29, 31601, 57505
553, 1, 4022, 0, 0, 44, 19474, 107, 33857, 57505
559, 1, 3452, 0, 0, 44, 17944, 142, 35922, 57505
565, 0, 2736, 0, 0, 44, 15991, 224, 38510, 57505
571, 1, 2246, 1, 0, 29, 13910, 4, 41314, 57505
577, 1, 1795, 1, 0, 29, 12715, 5, 42959, 57505
583, 0, 1265, 4, 0, 29, 11535, 4, 44668, 57505
589, 0, 881, 4, 0, 30, 10235, 3, 46352, 57505
595, 0, 761, 3, 0, 30, 9765, 3, 46943, 57505
601, 1, 492, 3, 0, 28, 8891, 3, 48087, 57505
607, 1, 242, 2, 0, 27, 8261, 4, 48968, 57505
613, 1, 182, 2, 0, 27, 8063, 30, 49200, 57505
619, 0, 52, 2, 0, 28, 7876, 34, 49513, 57505
625, 0, 51, 1, 0, 29, 7889, 18, 49517, 57505
631, 0, 52, 1, 0, 29, 8195, 23, 49205, 57505
637, 0, 181, 1, 0, 16, 10909, 175, 46223, 57505
643, 1, 828, 1, 0, 16, 13729, 284, 42646, 57505
649, 0, 2047, 1, 0, 17, 14629, 286, 40525, 57505
655, 0, 2940, 0, 0, 17, 17744, 146, 36658, 57505
661, 1, 3806, 0, 0, 15, 19854, 150, 33679, 57505
667, 1, 4623, 0, 0, 15, 22032, 152, 30682, 57505
673, 1, 5246, 0, 0, 15, 23483, 154, 28606, 57505
679, 2, 5606, 0, 0, 15, 23813, 227, 27842, 57505
685, 2, 5604, 0, 0, 15, 23679, 232, 27973, 57505
691, 2, 5581, 1, 0, 15, 23501, 233, 28172, 57505
697, 2, 5581, 0, 0, 15, 23447, 79, 28381, 57505
703, 1, 5510, 0, 0, 16, 23108, 288, 28582, 57505
709, 0, 5218, 0, 0, 19, 21770, 540, 29958, 57505
715, 0, 4446, 0, 0, 20, 20122, 603, 32314, 57505
721, 0, 3766, 0, 0, 19, 18784, 845, 34091, 57505
727, 0, 3346, 0, 0, 19, 17984, 857, 35299, 57505
733, 0, 2645, 0, 0, 19, 16174, 988, 37679, 57505
739, 2, 2166, 0, 0, 16, 15094, 107, 40120, 57505
745, 1, 1886, 0, 0, 16, 13845, 212, 41545, 57505
751, 1, 1526, 0, 0, 16, 13325, 213, 42424, 57505
757, 1, 831, 0, 0, 16, 11357, 362, 44938, 57505
763, 2, 631, 0, 0, 15, 10449, 514, 45894, 57505
769, 2, 401, 0, 0, 15, 10051, 648, 46388, 57505
775, 0, 222, 1, 0, 15, 9242, 649, 47376, 57505
781, 0, 202, 1, 0, 15, 8842, 893, 47552, 57505
787, 1, 121, 0, 0, 16, 8463, 1518, 47386, 57505
793, 1, 121, 0, 0, 18, 8180, 2423, 46762, 57505
799, 1, 121, 0, 0, 18, 8311, 2548, 46506, 57505
805, 1, 522, 0, 0, 18, 11403, 2848, 42713, 57505
811, 1, 1093, 0, 0, 19, 14334, 2785, 39273, 57505
817, 0, 1983, 0, 0, 20, 16601, 2749, 36152, 57505
823, 0, 2855, 0, 0, 22, 17813, 116, 36699, 57505
829, 0, 3382, 10, 0, 22, 19374, 307, 34410, 57505
835, 0, 3929, 0, 0, 21, 20210, 366, 32979, 57505
841, 0, 4927, 0, 0, 21, 21276, 480, 30801, 57505
847, 9, 5283, 0, 0, 20, 21587, 484, 30122, 57505
853, 14, 5282, 15, 0, 18, 21325, 870, 29981, 57505
859, 12, 5248, 24, 0, 16, 21109, 1151, 29945, 57505
865, 8, 5148, 24, 0, 19, 24725, 323, 27258, 57505
871, 15, 5097, 25, 0, 19, 20979, 357, 31013, 57505
877, 16, 4297, 24, 0, 19, 27214, 383, 25552, 57505
883, 10, 3557, 24, 0, 19, 30948, 328, 22619, 57505
889, 4, 2938, 27, 0, 19, 33640, 468, 20409, 57505
895, 3, 2320, 27, 0, 18, 37170, 481, 17486, 57505
901, 1, 1799, 26, 0, 17, 39852, 490, 15320, 57505
907, 0, 1306, 25, 0, 16, 41372, 166, 14620, 57505
913, 1, 998, 23, 0, 15, 39237, 720, 16511, 57505
919, 1, 795, 23, 0, 15, 38278, 1096, 17297, 57505
925, 2, 684, 21, 0, 14, 39967, 1176, 15641, 57505
931, 2, 472, 18, 0, 15, 40322, 1358, 15318, 57505
937, 1, 372, 12, 0, 17, 38655, 1711, 16737, 57505
943, 1, 322, 9, 0, 17, 8383, 2589, 46184, 57505
949, 0, 242, 7, 0, 18, 12561, 138, 44539, 57505
955, 1, 242, 7, 0, 17, 17899, 168, 39171, 57505
961, 1, 213, 5, 0, 17, 23469, 415, 33385, 57505
967, 1, 152, 5, 0, 18, 9390, 489, 47450, 57505
973, 1, 173, 4, 0, 17, 17099, 450, 39761, 57505
979, 0, 290, 5, 0, 16, 23092, 429, 33673, 57505
985, 0, 659, 2, 0, 17, 23892, 442, 32493, 57505
991, 0, 1131, 2, 0, 17, 28943, 133, 27279, 57505
997, 0, 1336, 2, 0, 19, 34087, 133, 21928, 57505
1003, 0, 1927, 2, 0, 19, 37851, 185, 17521, 57505
1009, 0, 2599, 2, 0, 17, 36984, 235, 17668, 57505
1015, 0, 2701, 2, 0, 19, 37255, 234, 17294, 57505
1021, 0, 2660, 1, 0, 17, 39868, 235, 14724, 57505
1027, 0, 2508, 1, 0, 15, 40759, 243, 13979, 57505
1033, 0, 2448, 1, 0, 14, 40770, 128, 14144, 57505
1039, 2, 2416, 0, 0, 16, 17626, 650, 36795, 57505
1045, 2, 2309, 1, 0, 17, 19431, 650, 35095, 57505
1051, 3, 1371, 1, 0, 18, 27382, 649, 28081, 57505
1057, 4, 1101, 1, 0, 18, 29434, 786, 26161, 57505
1063, 4, 901, 1, 0, 17, 31253, 853, 24476, 57505
1069, 4, 751, 1, 0, 6, 34201, 958, 21584, 57505
1075, 5, 634, 1, 0, 6, 36722, 518, 19619, 57505
1081, 1, 455, 1, 0, 8, 36817, 835, 19388, 57505
1087, 1, 334, 1, 0, 10, 38492, 957, 17710, 57505
1093, 1, 154, 1, 0, 10, 39906, 1112, 16321, 57505
1099, 0, 154, 1, 0, 10, 41761, 1350, 14229, 57505
1105, 0, 94, 1, 0, 10, 39854, 1564, 15982, 57505
1111, 0, 65, 1, 0, 10, 39091, 1823, 16515, 57505
1117, 1, 31, 1, 0, 9, 42274, 311, 14878, 57505
1123, 0, 31, 1, 0, 10, 43574, 461, 13428, 57505
1129, 0, 32, 0, 0, 8, 40089, 784, 16592, 57505
1135, 0, 32, 0, 0, 8, 9939, 1804, 45722, 57505
1141, 0, 35, 0, 0, 9, 11007, 1857, 44597, 57505
1147, 0, 163, 0, 0, 9, 16007, 1830, 39496, 57505
1153, 0, 838, 0, 0, 10, 23592, 1994, 31071, 57505
1159, 0, 1325, 0, 0, 9, 28283, 410, 27478, 57505
1165, 1, 1719, 0, 0, 9, 32979, 1225, 21572, 57505
1171, 1, 2197, 0, 0, 10, 37363, 1987, 15947, 57505
1177, 1, 2671, 0, 0, 9, 36144, 2937, 15743, 57505
1183, 1, 2710, 0, 0, 9, 36584, 3383, 14818, 57505
