ts, default broker, SPOT, COLDPower18, EWIIS3, Bunnie, total
787, 6953, 94, 0, 18, 50454, 57519
793, 6953, 94, 0, 18, 50454, 57519
799, 6939, 94, 0, 18, 50468, 57519
805, 6734, 95, 0, 17, 50673, 57519
811, 6797, 95, 0, 18, 50609, 57519
817, 6773, 95, 0, 18, 50633, 57519
823, 6807, 96, 0, 16, 50600, 57519
829, 6877, 95, 0, 17, 50530, 57519
835, 6924, 95, 0, 17, 50483, 57519
841, 6931, 93, 0, 19, 50476, 57519
847, 6938, 93, 0, 19, 50469, 57519
853, 6864, 93, 0, 19, 50543, 57519
859, 6899, 93, 0, 19, 50508, 57519
865, 6782, 93, 0, 19, 50625, 57519
871, 6859, 93, 0, 19, 50548, 57519
877, 6812, 93, 0, 20, 50594, 57519
883, 6875, 93, 0, 20, 50531, 57519
889, 6855, 94, 0, 19, 50551, 57519
895, 6763, 93, 0, 19, 50644, 57519
901, 6804, 93, 0, 20, 50602, 57519
907, 6846, 94, 0, 20, 50559, 57519
913, 6806, 93, 0, 22, 50598, 57519
919, 6855, 93, 0, 21, 50550, 57519
925, 6869, 93, 0, 21, 50536, 57519
931, 6889, 93, 0, 21, 50516, 57519
937, 6842, 93, 0, 21, 50563, 57519
943, 6891, 93, 0, 21, 50514, 57519
949, 6774, 93, 0, 20, 50632, 57519
955, 6873, 93, 0, 19, 50534, 57519
961, 6875, 93, 0, 20, 50531, 57519
967, 6917, 93, 0, 20, 50489, 57519
973, 6904, 93, 0, 19, 50503, 57519
979, 6864, 93, 0, 20, 50542, 57519
985, 6875, 93, 0, 20, 50531, 57519
991, 6882, 93, 0, 21, 50523, 57519
997, 6821, 93, 0, 21, 50584, 57519
1003, 6802, 93, 0, 21, 50603, 57519
1009, 6847, 93, 0, 21, 50558, 57519
1015, 6820, 93, 0, 21, 50585, 57519
1021, 6843, 94, 0, 20, 50562, 57519
1027, 6843, 94, 0, 20, 50562, 57519
1033, 6828, 94, 0, 20, 50577, 57519
1039, 6828, 94, 0, 21, 50576, 57519
1045, 6863, 94, 0, 20, 50542, 57519
1051, 6830, 94, 0, 19, 50576, 57519
1057, 6850, 94, 0, 19, 50556, 57519
1063, 6796, 94, 0, 18, 50611, 57519
1069, 6793, 95, 0, 18, 50613, 57519
1075, 6841, 93, 0, 21, 50564, 57519
1081, 6855, 93, 0, 23, 50548, 57519
1087, 6863, 93, 0, 22, 50541, 57519
1093, 6933, 93, 0, 21, 50472, 57519
1099, 6824, 93, 0, 21, 50581, 57519
1105, 6852, 93, 0, 21, 50553, 57519
1111, 6825, 93, 0, 20, 50581, 57519
1117, 6500, 94, 0, 17, 50908, 57519
1123, 6658, 94, 0, 17, 50750, 57519
1129, 6751, 93, 0, 18, 50657, 57519
1135, 6890, 93, 0, 18, 50518, 57519
1141, 6911, 93, 0, 18, 50497, 57519
1147, 6939, 93, 0, 18, 50469, 57519
1153, 6933, 93, 0, 18, 50475, 57519
1159, 6887, 93, 0, 17, 50522, 57519
1165, 6859, 93, 0, 18, 50549, 57519
1171, 6859, 243, 0, 19, 50398, 57519
1177, 6874, 243, 0, 19, 50383, 57519
1183, 6800, 243, 0, 20, 50456, 57519
1189, 6535, 243, 0, 19, 50722, 57519
1195, 6518, 243, 0, 19, 50739, 57519
1201, 6643, 243, 0, 20, 50613, 57519
1207, 6640, 243, 0, 20, 50616, 57519
1213, 6703, 183, 0, 20, 50613, 57519
1219, 6812, 183, 0, 19, 50505, 57519
1225, 6834, 153, 0, 19, 50513, 57519
1231, 6883, 123, 0, 19, 50494, 57519
1237, 6809, 123, 0, 20, 50567, 57519
1243, 6756, 123, 0, 20, 50620, 57519
1249, 6816, 123, 0, 18, 50562, 57519
1255, 6768, 123, 0, 17, 50611, 57519
1261, 6685, 93, 0, 19, 50722, 57519
1267, 6752, 93, 0, 19, 50655, 57519
1273, 6819, 93, 0, 19, 50588, 57519
1279, 6833, 93, 0, 19, 50574, 57519
1285, 6813, 94, 0, 18, 50594, 57519
1291, 6739, 94, 0, 18, 50668, 57519
1297, 6787, 94, 0, 18, 50620, 57519
1303, 6689, 94, 0, 19, 50717, 57519
1309, 6723, 94, 0, 19, 50683, 57519
1315, 6833, 94, 0, 18, 50574, 57519
1321, 6828, 94, 0, 18, 50579, 57519
1327, 6828, 95, 0, 17, 50579, 57519
1333, 6787, 95, 0, 17, 50620, 57519
1339, 6816, 95, 0, 19, 50589, 57519
1345, 6900, 95, 0, 19, 50505, 57519
1351, 6889, 94, 0, 19, 50517, 57519
1357, 6897, 94, 0, 19, 50509, 57519
1363, 6925, 94, 0, 18, 50482, 57519
1369, 6749, 95, 0, 17, 50658, 57519
1375, 6768, 94, 0, 19, 50638, 57519
1381, 6807, 94, 0, 19, 50599, 57519
1387, 6827, 94, 0, 19, 50579, 57519
1393, 6909, 94, 0, 19, 50497, 57519
1399, 6951, 93, 0, 20, 50455, 57519
1405, 6951, 93, 0, 20, 50455, 57519
1411, 6951, 93, 0, 21, 50454, 57519
1417, 6953, 93, 0, 20, 50453, 57519
1423, 6899, 93, 0, 19, 50508, 57519
1429, 6907, 93, 0, 19, 50500, 57519
1435, 6852, 93, 0, 20, 50554, 57519
1441, 6888, 93, 0, 20, 50518, 57519
1447, 6889, 93, 0, 20, 50517, 57519
1453, 6917, 94, 0, 18, 50490, 57519
1459, 6876, 93, 0, 20, 50530, 57519
1465, 6918, 93, 0, 20, 50488, 57519
1471, 6903, 93, 0, 20, 50503, 57519
1477, 6877, 93, 0, 20, 50529, 57519
1483, 6817, 93, 0, 20, 50589, 57519
1489, 6825, 93, 0, 19, 50582, 57519
1495, 6786, 93, 0, 19, 50621, 57519
1501, 6618, 93, 0, 18, 50790, 57519
1507, 6616, 93, 0, 20, 50790, 57519
1513, 6642, 93, 0, 18, 50766, 57519
1519, 6686, 93, 0, 18, 50722, 57519
1525, 6747, 93, 0, 18, 50661, 57519
1531, 6783, 93, 0, 17, 50626, 57519
1537, 6796, 93, 0, 17, 50613, 57519
1543, 6866, 93, 0, 18, 50542, 57519
1549, 6761, 93, 0, 18, 50647, 57519
1555, 6811, 93, 0, 20, 50595, 57519
1561, 6867, 93, 0, 21, 50538, 57519
1567, 6882, 93, 0, 21, 50523, 57519
1573, 6925, 93, 0, 19, 50482, 57519
1579, 6898, 93, 0, 20, 50508, 57519
1585, 6892, 93, 0, 20, 50514, 57519
1591, 6839, 93, 0, 19, 50568, 57519
1597, 6874, 93, 0, 19, 50533, 57519
1603, 6821, 93, 0, 19, 50586, 57519
1609, 6828, 94, 0, 17, 50580, 57519
1615, 6863, 94, 0, 16, 50546, 57519
1621, 6843, 94, 0, 17, 50565, 57519
1627, 6843, 93, 0, 18, 50565, 57519
1633, 6836, 93, 0, 18, 50572, 57519
1639, 6878, 93, 0, 18, 50530, 57519
1645, 6900, 93, 0, 18, 50508, 57519
1651, 6901, 93, 0, 18, 50507, 57519
1657, 6875, 93, 0, 18, 50533, 57519
1663, 6838, 93, 0, 17, 50571, 57519
1669, 6856, 93, 0, 17, 50553, 57519
1675, 6782, 93, 0, 17, 50627, 57519
1681, 6782, 93, 0, 16, 50628, 57519
1687, 6839, 93, 0, 17, 50570, 57519
