ts, default broker, CrocodileAgent, SPOT, COLDPower18, VidyutVanika, EWIIS3, AgentUDE, Bunnie, total
359, 57500, 0, 0, 0, 0, 0, 0, 0, 57500
360, 57500, 0, 0, 0, 0, 0, 0, 0, 57500
361, 21, 2726, 172, 0, 13430, 29, 27104, 14018, 57500
367, 21, 2754, 142, 0, 13428, 22, 27104, 14029, 57500
373, 13, 2745, 153, 0, 13505, 22, 30757, 10305, 57500
379, 12, 2745, 155, 0, 13499, 22, 32531, 8536, 57500
385, 12, 2742, 66, 0, 13502, 22, 33782, 7374, 57500
391, 11, 2681, 67, 0, 13534, 25, 34742, 6440, 57500
397, 14, 2553, 66, 0, 13529, 21, 35648, 5669, 57500
403, 12, 2508, 66, 0, 13790, 196, 48, 40880, 57500
409, 3, 2447, 38, 0, 13780, 186, 22, 41024, 57500
415, 4, 2336, 34, 0, 13910, 263, 6, 40947, 57500
421, 4, 2180, 41, 0, 14032, 287, 7, 40949, 57500
427, 2, 2062, 29, 0, 14037, 378, 8, 40984, 57500
433, 12, 1435, 22, 0, 12217, 324, 5, 43485, 57500
439, 14, 916, 25, 0, 10971, 339, 13, 45222, 57500
445, 15, 797, 24, 0, 10244, 271, 27, 46122, 57500
451, 13, 605, 24, 0, 9692, 236, 30, 46900, 57500
457, 6, 387, 22, 0, 8990, 193, 21, 47881, 57500
463, 5, 244, 23, 0, 9131, 137, 26, 47934, 57500
469, 3, 182, 163, 0, 8799, 122, 16, 48215, 57500
475, 3, 102, 162, 0, 8588, 116, 7, 48522, 57500
481, 3, 100, 159, 0, 8672, 114, 9, 48443, 57500
487, 2, 100, 156, 0, 8900, 102, 3, 48237, 57500
493, 2, 72, 153, 0, 9904, 97, 3, 47269, 57500
499, 2, 565, 150, 0, 12599, 93, 3, 44088, 57500
505, 1, 1555, 117, 0, 14392, 61, 5, 41369, 57500
511, 1, 2356, 34, 0, 17034, 40, 6, 38029, 57500
517, 2, 3365, 34, 0, 19097, 40, 4, 34958, 57500
523, 2, 4468, 4, 0, 20918, 40, 5, 32063, 57500
529, 1, 6883, 3, 0, 26491, 30, 3, 24089, 57500
535, 2, 7087, 1, 0, 27607, 24, 4, 22775, 57500
541, 1, 7213, 0, 0, 26779, 15, 14, 23478, 57500
547, 1, 7153, 0, 0, 26133, 15, 17, 24181, 57500
553, 1, 7044, 0, 0, 26081, 15, 16, 24343, 57500
559, 1, 6535, 0, 0, 25780, 13, 28, 25143, 57500
565, 1, 6045, 0, 0, 24730, 13, 16, 26695, 57500
571, 1, 5674, 0, 0, 23901, 14, 37, 27873, 57500
577, 1, 5344, 0, 0, 23361, 13, 34, 28747, 57500
583, 1, 4714, 1, 0, 21503, 13, 38, 31230, 57500
589, 2, 4071, 1, 0, 19908, 12, 59, 33447, 57500
595, 1, 3571, 1, 0, 18401, 13, 61, 35452, 57500
601, 1, 2462, 0, 0, 15424, 12, 23, 39578, 57500
607, 1, 1872, 0, 0, 14241, 12, 25, 41349, 57500
613, 0, 1274, 1, 0, 12577, 11, 8, 43629, 57500
619, 0, 924, 2, 0, 11351, 10, 8, 45205, 57500
625, 0, 713, 2, 0, 10631, 10, 10, 46134, 57500
631, 0, 653, 1, 0, 9990, 12, 9, 46835, 57500
637, 0, 392, 1, 0, 9065, 12, 12, 48018, 57500
643, 2, 151, 0, 0, 8791, 12, 23, 48521, 57500
649, 2, 121, 0, 0, 8540, 13, 22, 48802, 57500
655, 11, 108, 0, 0, 8189, 12, 6, 49174, 57500
661, 16, 331, 12, 0, 10607, 12, 22, 46500, 57500
667, 8, 597, 14, 0, 13502, 13, 14, 43352, 57500
673, 3, 1805, 14, 0, 16359, 11, 13, 39295, 57500
679, 1, 2388, 15, 0, 17916, 12, 20, 37148, 57500
