ts, default broker, CrocodileAgent, SPOT, COLDPower18, EWIIS3, VidyutVanika, AgentUDE, Bunnie, total
359, 57504, 0, 0, 0, 0, 0, 0, 0, 57504
360, 57504, 0, 0, 0, 0, 0, 0, 0, 57504
361, 1, 3506, 6, 0, 230, 17100, 17970, 18691, 57504
367, 0, 3533, 4, 0, 107, 17097, 17973, 18790, 57504
373, 1, 3589, 5, 0, 102, 17210, 19863, 16734, 57504
379, 2, 3590, 5, 0, 106, 17257, 21526, 15018, 57504
385, 2, 3588, 4, 0, 113, 17255, 23437, 13105, 57504
391, 0, 3591, 3, 0, 116, 17295, 24471, 12028, 57504
397, 2, 3589, 3, 0, 76, 17328, 25021, 11485, 57504
403, 1, 3590, 2, 0, 209, 17331, 1601, 34770, 57504
409, 2, 3590, 3, 0, 172, 17393, 1723, 34621, 57504
415, 1, 3570, 3, 0, 176, 17582, 2205, 33967, 57504
421, 0, 3568, 3, 0, 328, 17675, 2454, 33476, 57504
427, 0, 3549, 2, 0, 285, 17676, 2539, 33453, 57504
433, 1, 2237, 37, 0, 261, 14445, 2760, 37763, 57504
439, 1, 1727, 37, 0, 178, 13145, 2888, 39528, 57504
445, 3, 1188, 36, 0, 221, 11984, 329, 43743, 57504
451, 3, 718, 37, 0, 210, 10825, 727, 44984, 57504
457, 2, 532, 36, 0, 388, 9210, 1450, 45886, 57504
463, 2, 360, 36, 0, 338, 9093, 1513, 46162, 57504
469, 1, 331, 38, 0, 339, 9136, 1657, 46002, 57504
475, 1, 222, 39, 0, 244, 8745, 1795, 46458, 57504
481, 2, 152, 38, 0, 189, 8529, 1827, 46767, 57504
487, 1, 81, 33, 0, 187, 8405, 36, 48761, 57504
493, 1, 229, 3, 0, 148, 10406, 40, 46677, 57504
499, 1, 921, 3, 0, 142, 11440, 39, 44958, 57504
505, 1, 3192, 3, 0, 128, 14967, 40, 39173, 57504
511, 3, 3470, 3, 0, 96, 15855, 145, 37932, 57504
517, 4, 4159, 3, 0, 86, 18520, 143, 34589, 57504
523, 3, 4526, 1, 0, 86, 19964, 328, 32596, 57504
529, 2, 5277, 1, 0, 83, 21044, 281, 30816, 57504
535, 3, 5648, 0, 0, 71, 22122, 435, 29225, 57504
541, 2, 5711, 1, 0, 62, 22072, 449, 29207, 57504
547, 2, 5709, 0, 0, 62, 21727, 753, 29251, 57504
553, 2, 5669, 0, 0, 54, 21549, 896, 29334, 57504
559, 2, 5670, 0, 0, 52, 21519, 976, 29285, 57504
565, 0, 5580, 0, 0, 53, 21019, 1015, 29837, 57504
571, 0, 4559, 0, 0, 56, 18076, 409, 34404, 57504
577, 1, 2565, 0, 0, 52, 14949, 714, 39223, 57504
583, 0, 2198, 0, 0, 52, 13803, 802, 40649, 57504
589, 2, 1605, 1, 0, 51, 11049, 1498, 43298, 57504
595, 1, 1187, 2, 0, 51, 9746, 1842, 44675, 57504
601, 1, 441, 1, 0, 43, 8538, 2315, 46165, 57504
