ts, default broker, CrocodileAgent, SPOT, COLDPower18, EWIIS3, VidyutVanika, AgentUDE, Bunnie, total
359, 57523, 0, 0, 0, 0, 0, 0, 0, 57523
360, 57523, 0, 0, 0, 0, 0, 0, 0, 57523
361, 44, 20, 0, 0, 25, 7609, 32567, 17258, 57523
367, 18, 35, 18, 0, 19, 7612, 32575, 17246, 57523
373, 18, 107, 89, 0, 20, 8070, 35454, 13765, 57523
379, 6, 307, 92, 0, 18, 8473, 37090, 11537, 57523
385, 3, 558, 29, 0, 22, 9059, 38582, 9270, 57523
391, 0, 752, 31, 0, 18, 9355, 39113, 8254, 57523
397, 0, 962, 33, 0, 18, 9767, 40013, 6730, 57523
403, 0, 4407, 34, 0, 42, 22644, 3070, 27326, 57523
409, 0, 4691, 26, 0, 37, 23296, 591, 28882, 57523
415, 0, 5277, 22, 0, 38, 24426, 338, 27422, 57523
421, 0, 5278, 20, 0, 36, 24585, 456, 27148, 57523
427, 1, 5279, 18, 0, 53, 24647, 521, 27004, 57523
433, 0, 5238, 16, 0, 49, 24581, 559, 27080, 57523
439, 0, 5127, 14, 0, 49, 24518, 558, 27257, 57523
445, 0, 4956, 12, 0, 115, 24297, 139, 28004, 57523
451, 0, 4894, 13, 0, 196, 24200, 123, 28097, 57523
457, 0, 4473, 10, 0, 200, 23959, 91, 28790, 57523
463, 0, 4171, 7, 0, 164, 23531, 92, 29558, 57523
469, 0, 4051, 7, 0, 129, 23081, 91, 30164, 57523
475, 12, 3200, 5, 0, 124, 20805, 124, 33253, 57523
481, 12, 2218, 18, 0, 70, 15965, 281, 38959, 57523
487, 10, 1707, 20, 0, 48, 13475, 18, 42245, 57523
493, 5, 1236, 17, 0, 20, 11269, 26, 44950, 57523
499, 4, 885, 19, 0, 18, 10492, 16, 46089, 57523
505, 4, 642, 21, 0, 13, 9649, 11, 47183, 57523
511, 3, 521, 22, 0, 11, 9402, 8, 47556, 57523
517, 1, 418, 21, 0, 12, 9056, 8, 48007, 57523
523, 0, 345, 17, 0, 10, 8754, 7, 48390, 57523
529, 0, 252, 13, 0, 11, 8487, 4, 48756, 57523
535, 0, 252, 13, 0, 12, 8347, 147, 48752, 57523
541, 0, 732, 11, 0, 12, 9346, 147, 47275, 57523
547, 1, 800, 10, 0, 11, 12110, 146, 44445, 57523
553, 0, 2788, 10, 0, 10, 15841, 147, 38727, 57523
559, 1, 3064, 9, 0, 10, 17135, 146, 37158, 57523
565, 1, 4078, 6, 0, 10, 19432, 148, 33848, 57523
571, 1, 4865, 5, 0, 12, 20889, 3, 31748, 57523
