ts, default broker, CrocodileAgent, SPOT, COLDPower18, EWIIS3, VidyutVanika, AgentUDE, Bunnie, total
359, 57512, 0, 0, 0, 0, 0, 0, 0, 57512
360, 57512, 0, 0, 0, 0, 0, 0, 0, 57512
361, 4, 1959, 157, 0, 138, 13547, 26564, 15143, 57512
367, 4, 1955, 157, 0, 74, 13544, 26589, 15189, 57512
373, 1, 1954, 157, 0, 96, 13597, 29524, 12183, 57512
379, 1, 1953, 156, 0, 77, 13598, 31087, 10640, 57512
385, 0, 1952, 6, 0, 65, 13594, 32573, 9322, 57512
391, 0, 1953, 6, 0, 69, 13594, 33833, 8057, 57512
397, 0, 1914, 6, 0, 67, 13594, 34803, 7128, 57512
403, 0, 1914, 6, 0, 175, 13664, 5869, 35884, 57512
409, 0, 1914, 15, 0, 145, 13696, 6005, 35737, 57512
415, 0, 1914, 14, 0, 156, 13694, 6722, 35012, 57512
421, 0, 1914, 3, 0, 157, 13694, 7237, 34507, 57512
427, 0, 1916, 4, 0, 153, 13693, 7397, 34349, 57512
433, 0, 1405, 4, 0, 142, 12013, 8255, 35693, 57512
439, 1, 842, 3, 0, 99, 10114, 8798, 37655, 57512
445, 1, 452, 3, 0, 145, 9352, 625, 46934, 57512
451, 2, 420, 108, 0, 152, 8951, 636, 47243, 57512
457, 3, 230, 107, 0, 248, 8642, 919, 47363, 57512
463, 3, 170, 106, 0, 195, 8434, 1023, 47581, 57512
469, 3, 50, 108, 0, 110, 8111, 1037, 48093, 57512
475, 4, 51, 108, 0, 73, 7812, 1013, 48451, 57512
481, 4, 52, 105, 0, 70, 7814, 1178, 48289, 57512
487, 4, 51, 106, 0, 70, 8223, 293, 48765, 57512
493, 4, 52, 47, 0, 61, 9251, 233, 47864, 57512
499, 5, 150, 48, 0, 54, 10729, 172, 46354, 57512
505, 4, 1224, 18, 0, 52, 13670, 405, 42139, 57512
511, 1, 2411, 18, 0, 53, 16436, 486, 38107, 57512
517, 2, 2977, 3, 0, 48, 20354, 752, 33376, 57512
523, 0, 3227, 5, 0, 37, 21029, 845, 32369, 57512
529, 0, 3659, 4, 0, 38, 22443, 6, 31362, 57512
535, 0, 3889, 3, 0, 41, 23048, 6, 30525, 57512
541, 0, 3886, 3, 0, 37, 22897, 78, 30611, 57512
547, 0, 3885, 1, 0, 34, 22721, 81, 30790, 57512
553, 0, 3884, 1, 0, 34, 22690, 82, 30821, 57512
559, 0, 3881, 1, 0, 34, 22395, 126, 31075, 57512
565, 0, 3882, 75, 0, 33, 21861, 277, 31384, 57512
571, 0, 3801, 150, 0, 34, 21095, 262, 32170, 57512
577, 0, 3476, 0, 0, 35, 19403, 502, 34096, 57512
583, 0, 3106, 0, 0, 34, 18394, 642, 35336, 57512
589, 1, 2440, 0, 0, 34, 15694, 1157, 38186, 57512
595, 1, 1730, 11, 0, 34, 13744, 1299, 40693, 57512
601, 1, 1233, 11, 0, 35, 11829, 1607, 42796, 57512
607, 2, 1083, 11, 0, 34, 11697, 1570, 43115, 57512
613, 3, 632, 1, 0, 32, 10198, 647, 45999, 57512
619, 3, 453, 0, 0, 33, 9689, 773, 46561, 57512
625, 1, 342, 1, 0, 33, 9298, 888, 46949, 57512
631, 3, 312, 1, 0, 32, 8893, 670, 47601, 57512
637, 3, 233, 0, 0, 31, 8230, 1365, 47650, 57512
643, 3, 173, 10, 0, 31, 8371, 1455, 47469, 57512
649, 3, 144, 10, 0, 31, 8249, 1930, 47145, 57512
655, 2, 144, 1, 0, 32, 8186, 6, 49141, 57512
661, 2, 281, 1, 0, 12, 10530, 8, 46678, 57512
667, 2, 381, 3, 0, 11, 11178, 6, 45931, 57512
673, 2, 2360, 3, 0, 11, 14912, 9, 40215, 57512
679, 3, 3205, 3, 0, 10, 16142, 9, 38140, 57512
685, 3, 3938, 3, 0, 12, 17727, 8, 35821, 57512
691, 2, 4672, 14, 0, 12, 20581, 8, 32223, 57512
697, 1, 4962, 13, 0, 14, 21371, 4, 31147, 57512
703, 1, 5141, 13, 0, 12, 21426, 5, 30914, 57512
709, 1, 5081, 3, 0, 12, 21740, 14, 30661, 57512
715, 1, 5061, 3, 0, 11, 21622, 14, 30800, 57512
721, 1, 5060, 3, 0, 11, 21309, 14, 31114, 57512
727, 3, 5029, 3, 0, 10, 21194, 86, 31187, 57512
733, 3, 4969, 3, 0, 10, 19934, 279, 32314, 57512
739, 2, 4855, 3, 0, 11, 19563, 119, 32959, 57512
745, 2, 4262, 3, 0, 11, 18502, 159, 34573, 57512
751, 3, 3437, 1, 0, 11, 16811, 119, 37130, 57512
757, 2, 2627, 1, 0, 10, 15455, 120, 39297, 57512
763, 2, 2118, 1, 0, 9, 13414, 283, 41685, 57512
