ts, default broker, CrocodileAgent, SPOT, COLDPower18, EWIIS3, VidyutVanika, AgentUDE, Bunnie, total
359, 57514, 0, 0, 0, 0, 0, 0, 0, 57514
360, 57514, 0, 0, 0, 0, 0, 0, 0, 57514
361, 2, 54, 3, 0, 99, 7286, 23020, 27050, 57514
367, 2, 44, 2, 0, 99, 7296, 23017, 27054, 57514
373, 1, 352, 3, 0, 83, 9959, 29913, 17203, 57514
379, 1, 885, 3, 0, 47, 12174, 34524, 9880, 57514
385, 1, 1316, 3, 0, 38, 13733, 36771, 5652, 57514
391, 1, 1630, 3, 0, 35, 14422, 37688, 3735, 57514
397, 1, 1798, 4, 0, 48, 14821, 38727, 2115, 57514
403, 1, 5553, 4, 0, 190, 24775, 7756, 19235, 57514
409, 1, 5992, 4, 0, 76, 25816, 5299, 20326, 57514
415, 1, 6446, 4, 0, 76, 26531, 5888, 18568, 57514
421, 1, 6441, 4, 0, 124, 26988, 7020, 16936, 57514
427, 1, 6447, 3, 0, 83, 26974, 7984, 16022, 57514
433, 1, 6444, 3, 0, 96, 26853, 9070, 15047, 57514
439, 1, 6443, 3, 0, 122, 26814, 9848, 14283, 57514
445, 1, 6124, 2, 0, 116, 26622, 1504, 23145, 57514
451, 1, 5447, 2, 0, 148, 24937, 712, 26267, 57514
457, 1, 5087, 4, 0, 98, 23558, 858, 27908, 57514
463, 1, 4789, 4, 0, 78, 22800, 1149, 28693, 57514
469, 1, 4577, 4, 0, 71, 21958, 1315, 29588, 57514
475, 0, 1175, 4, 0, 70, 16871, 1606, 37788, 57514
481, 0, 638, 3, 0, 56, 15617, 2186, 39014, 57514
487, 0, 142, 3, 0, 56, 14197, 2076, 41040, 57514
493, 0, 83, 2, 0, 54, 12306, 5169, 39900, 57514
499, 1, 82, 1, 0, 54, 11236, 7325, 38815, 57514
505, 1, 88, 0, 0, 54, 10059, 11262, 36050, 57514
511, 1, 88, 0, 0, 51, 9706, 12859, 34809, 57514
517, 1, 97, 0, 0, 48, 9011, 15607, 32750, 57514
523, 1, 87, 0, 0, 46, 8439, 17131, 31810, 57514
529, 1, 79, 0, 0, 47, 8846, 4568, 43973, 57514
535, 2, 80, 0, 0, 44, 9127, 3544, 44717, 57514
541, 2, 607, 0, 0, 42, 14348, 4848, 37667, 57514
547, 2, 1639, 0, 0, 42, 19322, 5460, 31049, 57514
553, 2, 3632, 0, 0, 43, 25405, 5831, 22601, 57514
559, 2, 4995, 0, 0, 41, 29409, 5779, 17288, 57514
565, 1, 6334, 0, 0, 40, 33620, 6293, 11226, 57514
571, 1, 7982, 0, 0, 40, 37415, 453, 11623, 57514
577, 2, 8628, 0, 0, 35, 39366, 64, 9419, 57514
583, 2, 8795, 0, 0, 34, 39610, 65, 9008, 57514
589, 3, 8812, 0, 0, 32, 39598, 43, 9026, 57514
595, 3, 8843, 0, 0, 27, 39539, 135, 8967, 57514
601, 2, 8852, 0, 0, 29, 39268, 193, 9170, 57514
607, 1, 8833, 0, 0, 30, 39023, 202, 9425, 57514
613, 1, 8386, 0, 0, 29, 37886, 1522, 9690, 57514
619, 1, 7103, 0, 0, 31, 34600, 3001, 12778, 57514
625, 1, 5386, 1, 0, 30, 30758, 5198, 16140, 57514
