ts, default broker, CrocodileAgent, SPOT, COLDPower18, VidyutVanika, EWIIS3, AgentUDE, Bunnie, total
359, 57511, 0, 0, 0, 0, 0, 0, 0, 57511
360, 57511, 0, 0, 0, 0, 0, 0, 0, 57511
361, 1, 22, 464, 0, 7425, 81, 32956, 16562, 57511
367, 2, 12, 465, 0, 7435, 70, 32965, 16562, 57511
373, 1, 73, 465, 0, 7962, 66, 35903, 13041, 57511
379, 1, 162, 508, 0, 8869, 147, 38074, 9750, 57511
385, 0, 570, 12, 0, 9505, 145, 39789, 7490, 57511
391, 0, 803, 13, 0, 9845, 82, 40583, 6185, 57511
397, 0, 952, 3, 0, 10088, 57, 41355, 5056, 57511
403, 0, 4393, 79, 0, 22176, 256, 9897, 20710, 57511
409, 0, 4691, 79, 0, 22552, 256, 8931, 21002, 57511
415, 0, 4739, 79, 0, 22867, 331, 8530, 20965, 57511
421, 0, 4729, 101, 0, 23093, 369, 8589, 20630, 57511
427, 0, 4720, 101, 0, 23092, 329, 8819, 20450, 57511
433, 0, 4717, 145, 0, 23082, 240, 9141, 20186, 57511
439, 0, 4714, 201, 0, 22990, 274, 8571, 20761, 57511
445, 0, 4573, 231, 0, 22713, 386, 2275, 27333, 57511
451, 1, 4337, 230, 0, 22438, 241, 2626, 27638, 57511
457, 2, 4054, 34, 0, 21726, 258, 3220, 28217, 57511
463, 0, 3803, 32, 0, 21502, 220, 3263, 28691, 57511
469, 0, 3398, 112, 0, 21313, 188, 3503, 28997, 57511
475, 0, 3026, 112, 0, 18776, 187, 4386, 31024, 57511
481, 1, 1885, 293, 0, 15107, 93, 6012, 34120, 57511
487, 1, 1219, 353, 0, 12608, 90, 1265, 41975, 57511
493, 1, 732, 382, 0, 11366, 76, 1858, 43096, 57511
499, 1, 661, 380, 0, 10508, 74, 2388, 43499, 57511
505, 1, 398, 537, 0, 9541, 71, 3541, 43422, 57511
511, 1, 378, 537, 0, 8852, 50, 3549, 44144, 57511
517, 1, 327, 489, 0, 8322, 47, 3716, 44609, 57511
523, 1, 304, 417, 0, 8111, 47, 3864, 44767, 57511
529, 1, 298, 32, 0, 7820, 45, 581, 48734, 57511
535, 1, 110, 161, 0, 7995, 26, 1029, 48189, 57511
541, 1, 93, 162, 0, 11108, 26, 1405, 44716, 57511
547, 1, 988, 162, 0, 13978, 24, 2080, 40278, 57511
553, 1, 1181, 171, 0, 15267, 19, 2173, 38699, 57511
559, 1, 1909, 161, 0, 17777, 17, 2273, 35373, 57511
565, 0, 3143, 239, 0, 20947, 19, 2308, 30855, 57511
571, 0, 3884, 240, 0, 23304, 20, 763, 29300, 57511
577, 0, 4560, 386, 0, 25394, 20, 1113, 26038, 57511
583, 0, 4747, 296, 0, 25678, 17, 1335, 25438, 57511
589, 0, 4745, 285, 0, 25650, 17, 1665, 25149, 57511
595, 0, 4744, 276, 0, 25565, 17, 2058, 24851, 57511
601, 0, 4753, 342, 0, 25405, 18, 2490, 24503, 57511
607, 0, 4732, 324, 0, 25171, 19, 2576, 24689, 57511
613, 0, 4694, 325, 0, 24221, 19, 250, 28002, 57511
619, 0, 4420, 228, 0, 23196, 19, 375, 29273, 57511
625, 0, 4036, 1, 0, 21666, 19, 511, 31278, 57511
631, 0, 3479, 81, 0, 20270, 21, 621, 33039, 57511
637, 1, 2693, 82, 0, 18018, 19, 717, 35981, 57511
643, 2, 2369, 82, 0, 17000, 17, 746, 37295, 57511
649, 0, 1843, 81, 0, 15048, 21, 913, 39605, 57511
655, 1, 1519, 82, 0, 13699, 17, 138, 42055, 57511
661, 1, 932, 82, 0, 11111, 18, 592, 44775, 57511
667, 0, 619, 82, 0, 10204, 19, 704, 45883, 57511
673, 0, 293, 82, 0, 9444, 21, 870, 46801, 57511
679, 0, 304, 52, 0, 9144, 18, 1151, 46842, 57511
685, 0, 264, 32, 0, 8564, 17, 1643, 46991, 57511
691, 0, 187, 173, 0, 8383, 16, 2050, 46702, 57511
697, 0, 138, 34, 0, 8183, 17, 1372, 47767, 57511
703, 1, 96, 32, 0, 8213, 17, 1437, 47715, 57511
709, 1, 374, 174, 0, 11350, 16, 1779, 43817, 57511
715, 0, 743, 174, 0, 13098, 17, 1798, 41681, 57511
721, 0, 2251, 175, 0, 14203, 18, 1915, 38949, 57511
727, 14, 2911, 173, 0, 16818, 18, 1913, 35664, 57511
733, 9, 3533, 182, 0, 18272, 18, 2118, 33379, 57511
739, 17, 4533, 272, 0, 21722, 17, 435, 30515, 57511
745, 4, 5132, 244, 0, 22756, 17, 423, 28935, 57511
751, 3, 5187, 216, 0, 22675, 16, 464, 28950, 57511
757, 1, 5261, 157, 0, 22718, 16, 693, 28665, 57511
