ts, default broker, CrocodileAgent, SPOT, COLDPower18, VidyutVanika, EWIIS3, AgentUDE, Bunnie, total
359, 57517, 0, 0, 0, 0, 0, 0, 0, 57517
360, 57517, 0, 0, 0, 0, 0, 0, 0, 57517
361, 4, 0, 2, 0, 7095, 82, 31997, 18337, 57517
367, 2, 3, 3, 0, 7093, 47, 32023, 18346, 57517
373, 3, 5, 4, 0, 7092, 50, 35950, 14413, 57517
379, 5, 4, 4, 0, 7093, 48, 38363, 12000, 57517
385, 5, 5, 2, 0, 7130, 47, 40168, 10160, 57517
391, 5, 3, 2, 0, 7130, 72, 41661, 8644, 57517
397, 5, 2, 3, 0, 7128, 73, 42618, 7688, 57517
403, 5, 2, 33, 0, 7724, 408, 35, 49310, 57517
409, 5, 3, 33, 0, 7844, 336, 36, 49260, 57517
415, 5, 1, 33, 0, 7981, 391, 25, 49081, 57517
421, 3, 291, 34, 0, 10654, 373, 26, 46136, 57517
427, 2, 696, 34, 0, 11608, 463, 28, 44686, 57517
433, 3, 1323, 34, 0, 14581, 354, 28, 41194, 57517
439, 4, 1933, 34, 0, 16530, 391, 27, 38598, 57517
445, 2, 2809, 34, 0, 19996, 288, 11, 34377, 57517
451, 2, 3243, 34, 0, 21449, 332, 14, 32443, 57517
457, 2, 3510, 35, 0, 22084, 256, 13, 31617, 57517
463, 2, 3678, 4, 0, 22420, 192, 12, 31209, 57517
469, 2, 3673, 4, 0, 22571, 193, 13, 31061, 57517
475, 4, 3676, 5, 0, 22388, 149, 13, 31282, 57517
481, 5, 3675, 5, 0, 22157, 138, 23, 31514, 57517
487, 4, 3674, 3, 0, 22094, 106, 5, 31631, 57517
493, 4, 3594, 3, 0, 21213, 104, 5, 32594, 57517
499, 3, 3334, 33, 0, 20364, 64, 5, 33714, 57517
505, 3, 3071, 33, 0, 19376, 62, 4, 34968, 57517
511, 3, 2820, 33, 0, 18490, 59, 6, 36106, 57517
517, 2, 2088, 32, 0, 15803, 50, 6, 39536, 57517
523, 2, 1747, 32, 0, 14392, 51, 5, 41288, 57517
529, 2, 1466, 33, 0, 12568, 52, 4, 43392, 57517
535, 1, 1106, 33, 0, 11187, 50, 16, 45124, 57517
541, 2, 866, 32, 0, 10567, 48, 6, 45996, 57517
547, 1, 616, 32, 0, 9870, 50, 6, 46942, 57517
553, 2, 596, 31, 0, 9321, 50, 6, 47511, 57517
559, 2, 475, 33, 0, 8879, 49, 6, 48073, 57517
565, 1, 385, 32, 0, 8599, 49, 5, 48446, 57517
571, 1, 332, 33, 0, 8279, 50, 4, 48818, 57517
577, 2, 291, 32, 0, 7999, 51, 5, 49137, 57517
583, 2, 286, 3, 0, 7677, 49, 7, 49493, 57517
589, 1, 454, 3, 0, 8905, 51, 7, 48096, 57517
595, 1, 829, 1, 0, 11508, 49, 10, 45119, 57517
601, 1, 2338, 1, 0, 14974, 48, 9, 40146, 57517
607, 2, 2670, 1, 0, 16563, 40, 9, 38232, 57517
613, 2, 4056, 1, 0, 19218, 40, 5, 34195, 57517
619, 2, 4622, 1, 0, 20330, 37, 7, 32518, 57517
625, 2, 4834, 0, 0, 20886, 39, 8, 31748, 57517
631, 2, 4812, 0, 0, 21022, 37, 10, 31634, 57517
637, 1, 4742, 0, 0, 21106, 34, 10, 31624, 57517
643, 1, 4740, 1, 0, 21045, 33, 8, 31689, 57517
649, 2, 4740, 1, 0, 20989, 34, 9, 31742, 57517
655, 2, 4695, 1, 0, 20898, 35, 82, 31804, 57517
661, 2, 4635, 1, 0, 20362, 35, 83, 32399, 57517
667, 2, 4427, 1, 0, 19722, 33, 94, 33238, 57517
673, 1, 4357, 0, 0, 19442, 34, 95, 33588, 57517
679, 0, 3876, 0, 0, 17886, 37, 86, 35632, 57517
685, 1, 3006, 0, 0, 15104, 35, 86, 39285, 57517
691, 2, 2198, 1, 0, 12652, 34, 85, 42545, 57517
697, 2, 1667, 2, 0, 11963, 37, 115, 43731, 57517
703, 2, 1428, 1, 0, 11232, 34, 116, 44704, 57517
709, 2, 1026, 2, 0, 10289, 32, 125, 46041, 57517
715, 1, 757, 2, 0, 9749, 33, 127, 46848, 57517
721, 2, 607, 2, 0, 9285, 32, 116, 47473, 57517
727, 3, 364, 1, 0, 8384, 32, 138, 48595, 57517
733, 3, 285, 1, 0, 8154, 31, 278, 48765, 57517
