ts, default broker, CrocodileAgent, SPOT, COLDPower18, EWIIS3, VidyutVanika, AgentUDE, Bunnie, total
359, 57513, 0, 0, 0, 0, 0, 0, 0, 57513
360, 57513, 0, 0, 0, 0, 0, 0, 0, 57513
361, 5, 5740, 0, 0, 164, 25413, 6917, 19274, 57513
367, 1, 5726, 1, 0, 111, 25434, 6909, 19331, 57513
373, 0, 6356, 3, 0, 80, 27836, 7711, 15527, 57513
379, 1, 6874, 4, 0, 95, 29171, 8191, 13177, 57513
385, 0, 7012, 4, 0, 95, 29514, 8487, 12401, 57513
391, 1, 7152, 4, 0, 65, 29747, 8911, 11633, 57513
397, 0, 7181, 4, 0, 68, 29741, 9307, 11212, 57513
403, 0, 7151, 4, 0, 100, 29737, 8807, 11714, 57513
409, 0, 7159, 3, 0, 69, 29737, 8796, 11749, 57513
415, 0, 7138, 4, 0, 38, 29734, 7736, 12863, 57513
421, 0, 7027, 4, 0, 40, 29732, 7444, 13266, 57513
427, 0, 6616, 4, 0, 100, 29757, 7060, 13976, 57513
433, 0, 4501, 4, 0, 157, 21932, 9080, 21839, 57513
439, 1, 3579, 5, 0, 171, 18987, 8432, 26338, 57513
445, 1, 2545, 3, 0, 201, 15892, 539, 38332, 57513
451, 0, 2035, 4, 0, 275, 13633, 592, 40974, 57513
457, 0, 1624, 5, 0, 275, 12455, 626, 42528, 57513
463, 0, 901, 3, 0, 163, 10787, 711, 44948, 57513
469, 0, 639, 4, 0, 94, 10104, 1009, 45663, 57513
475, 1, 509, 2, 0, 85, 9893, 1011, 46012, 57513
481, 1, 479, 1, 0, 86, 9380, 1016, 46550, 57513
487, 1, 333, 0, 0, 82, 8920, 957, 47220, 57513
493, 1, 250, 0, 0, 56, 8692, 1241, 47273, 57513
499, 2, 193, 1, 0, 21, 8105, 1105, 48086, 57513
505, 0, 269, 2, 0, 22, 7989, 875, 48356, 57513
511, 2, 352, 1, 0, 21, 8042, 839, 48256, 57513
517, 1, 304, 0, 0, 21, 9293, 889, 47005, 57513
523, 3, 586, 0, 0, 21, 12314, 1014, 43575, 57513
529, 1, 1634, 0, 0, 23, 14358, 106, 41391, 57513
535, 1, 2454, 3, 0, 21, 15979, 110, 38945, 57513
541, 1, 2867, 0, 0, 25, 17530, 258, 36832, 57513
547, 1, 3636, 0, 0, 25, 19576, 521, 33754, 57513
553, 2, 4277, 1, 0, 22, 20887, 526, 31798, 57513
559, 3, 4337, 2, 0, 20, 21138, 532, 31481, 57513
565, 0, 4261, 1, 0, 22, 20932, 793, 31504, 57513
571, 0, 4262, 0, 0, 24, 20686, 916, 31625, 57513
577, 0, 4233, 0, 0, 19, 20697, 1132, 31432, 57513
583, 2, 4202, 1, 0, 18, 20642, 1052, 31596, 57513
589, 2, 4139, 2, 0, 17, 20261, 954, 32138, 57513
595, 3, 3747, 0, 0, 20, 18817, 1164, 33762, 57513
601, 0, 3220, 0, 0, 21, 17771, 1721, 34780, 57513
607, 1, 2679, 1, 0, 11, 16545, 2083, 36193, 57513
613, 0, 2284, 30, 0, 12, 15580, 265, 39342, 57513
619, 0, 1834, 30, 0, 11, 14009, 296, 41333, 57513
625, 2, 1310, 30, 0, 6, 12483, 449, 43233, 57513
631, 1, 1031, 30, 0, 10, 11875, 507, 44059, 57513
637, 0, 708, 31, 0, 10, 10552, 718, 45494, 57513
643, 1, 630, 31, 0, 8, 9912, 1018, 45913, 57513
649, 0, 542, 31, 0, 9, 9216, 1019, 46696, 57513
655, 2, 400, 30, 0, 8, 8894, 958, 47221, 57513
661, 1, 215, 31, 0, 12, 8737, 1041, 47476, 57513
667, 3, 175, 31, 0, 8, 8372, 1388, 47536, 57513
673, 2, 126, 1, 0, 9, 8123, 1207, 48045, 57513
679, 1, 105, 1, 0, 13, 8999, 1118, 47276, 57513
685, 0, 328, 0, 0, 12, 11153, 937, 45083, 57513
691, 0, 569, 0, 0, 14, 13416, 913, 42601, 57513
697, 1, 1839, 0, 0, 9, 15753, 328, 39583, 57513
703, 1, 3590, 0, 0, 8, 17546, 334, 36034, 57513
709, 0, 4330, 4, 0, 8, 19380, 337, 33454, 57513
715, 1, 5421, 2, 0, 10, 21219, 505, 30355, 57513
721, 1, 5643, 0, 0, 11, 22366, 593, 28899, 57513
727, 0, 5785, 0, 0, 12, 22635, 672, 28409, 57513
733, 1, 5846, 0, 0, 9, 22378, 826, 28453, 57513
739, 0, 5837, 0, 0, 12, 22241, 831, 28592, 57513
745, 20, 5816, 2, 0, 8, 22123, 675, 28869, 57513
751, 10, 5814, 14, 0, 8, 21656, 662, 29349, 57513
757, 11, 5743, 15, 0, 4, 21271, 612, 29857, 57513
763, 13, 5515, 19, 0, 6, 20288, 656, 31016, 57513
769, 14, 5003, 23, 0, 9, 18441, 569, 33454, 57513
775, 10, 4296, 24, 0, 7, 17126, 627, 35423, 57513
781, 2, 3944, 25, 0, 6, 15948, 214, 37374, 57513
787, 0, 2966, 26, 0, 7, 14181, 476, 39857, 57513
793, 0, 2297, 26, 0, 5, 13153, 479, 41553, 57513
799, 1, 2067, 21, 0, 9, 12268, 477, 42670, 57513
805, 1, 1629, 22, 0, 6, 11324, 633, 43898, 57513
811, 1, 1178, 19, 0, 6, 10633, 630, 45046, 57513
817, 2, 977, 14, 0, 8, 9738, 628, 46146, 57513
823, 1, 847, 10, 0, 12, 9447, 690, 46506, 57513
829, 1, 610, 8, 0, 8, 8802, 503, 47581, 57513
835, 0, 551, 8, 0, 7, 8462, 556, 47929, 57513
841, 1, 417, 7, 0, 8, 8423, 529, 48128, 57513
847, 1, 346, 5, 0, 7, 8524, 446, 48184, 57513
853, 4, 403, 2, 0, 8, 10075, 291, 46730, 57513
859, 1, 788, 5, 0, 8, 12735, 204, 43772, 57513
865, 1, 1308, 1, 0, 12, 17904, 50, 38237, 57513
871, 1, 1769, 2, 0, 9, 19858, 79, 35795, 57513
877, 0, 2318, 2, 0, 10, 22268, 177, 32738, 57513
883, 0, 3065, 1, 0, 11, 24206, 177, 30053, 57513
