ts, default broker, CrocodileAgent, SPOT, COLDPower18, VidyutVanika, EWIIS3, AgentUDE, Bunnie, total
359, 57502, 0, 0, 0, 0, 0, 0, 0, 57502
360, 57502, 0, 0, 0, 0, 0, 0, 0, 57502
361, 3, 4, 768, 0, 7390, 89, 24612, 24636, 57502
367, 2, 4, 768, 0, 7389, 56, 24634, 24649, 57502
373, 2, 3, 931, 0, 7390, 54, 29504, 19618, 57502
379, 3, 4, 1059, 0, 7454, 71, 31285, 17626, 57502
385, 1, 4, 69, 0, 7511, 65, 33360, 16492, 57502
391, 1, 4, 68, 0, 7513, 74, 34421, 15421, 57502
397, 1, 5, 79, 0, 7564, 84, 35630, 14139, 57502
403, 1, 4, 101, 0, 7563, 133, 35138, 14562, 57502
409, 1, 4, 152, 0, 7607, 156, 34359, 15223, 57502
415, 1, 5, 146, 0, 7812, 155, 33811, 15572, 57502
421, 1, 137, 147, 0, 9020, 134, 33045, 15018, 57502
427, 1, 585, 145, 0, 10806, 146, 31461, 14358, 57502
433, 2, 694, 145, 0, 12617, 124, 31032, 12888, 57502
439, 2, 1354, 216, 0, 13593, 124, 29062, 13151, 57502
445, 2, 1838, 176, 0, 15464, 223, 27062, 12737, 57502
451, 2, 1978, 155, 0, 16401, 260, 26108, 12598, 57502
457, 2, 2379, 179, 0, 17200, 211, 25412, 12119, 57502
463, 2, 2418, 176, 0, 17269, 183, 24194, 13260, 57502
469, 2, 2417, 176, 0, 17217, 168, 23503, 14019, 57502
475, 2, 2416, 221, 0, 17182, 141, 23118, 14422, 57502
481, 2, 2417, 218, 0, 16970, 110, 21880, 15905, 57502
487, 1, 2377, 179, 0, 16869, 81, 21234, 16761, 57502
493, 1, 2306, 141, 0, 16617, 81, 21998, 16358, 57502
499, 2, 2052, 228, 0, 15554, 54, 22922, 16690, 57502
505, 3, 1902, 83, 0, 14328, 54, 22875, 18257, 57502
511, 2, 1422, 84, 0, 12991, 54, 24242, 18707, 57502
517, 1, 1016, 84, 0, 11248, 53, 25809, 19291, 57502
523, 1, 744, 84, 0, 10683, 55, 26739, 19196, 57502
529, 1, 515, 181, 0, 10099, 54, 2715, 43937, 57502
535, 2, 365, 181, 0, 9290, 52, 2771, 44841, 57502
541, 1, 327, 181, 0, 9030, 48, 2812, 45103, 57502
547, 1, 246, 314, 0, 8559, 48, 3737, 44597, 57502
553, 1, 186, 314, 0, 8227, 49, 3932, 44793, 57502
559, 2, 96, 284, 0, 8159, 47, 4191, 44723, 57502
565, 2, 37, 411, 0, 7760, 48, 4611, 44633, 57502
571, 2, 37, 448, 0, 7758, 49, 5184, 44024, 57502
577, 0, 37, 731, 0, 8233, 51, 4802, 43648, 57502
583, 0, 37, 731, 0, 8165, 51, 4712, 43806, 57502
589, 0, 39, 573, 0, 10033, 50, 4330, 42477, 57502
595, 0, 398, 573, 0, 11258, 49, 3798, 41426, 57502
601, 1, 1133, 5, 0, 12869, 47, 4000, 39447, 57502
607, 1, 2022, 117, 0, 15511, 44, 2980, 36827, 57502
613, 2, 3660, 273, 0, 18092, 40, 2390, 33045, 57502
619, 2, 4393, 393, 0, 19947, 41, 2153, 30573, 57502
625, 2, 4874, 393, 0, 21774, 39, 1443, 28977, 57502
631, 3, 5256, 395, 0, 21913, 37, 1132, 28766, 57502
637, 2, 5224, 395, 0, 22068, 36, 1212, 28565, 57502
643, 2, 5224, 386, 0, 21985, 35, 1138, 28732, 57502
649, 2, 5296, 92, 0, 21826, 35, 1309, 28942, 57502
655, 3, 5264, 94, 0, 21564, 34, 864, 29679, 57502
661, 3, 5124, 124, 0, 20495, 35, 987, 30734, 57502
667, 4, 5035, 126, 0, 20368, 34, 1002, 30933, 57502
673, 5, 4385, 6, 0, 18999, 33, 987, 33087, 57502
679, 5, 3975, 6, 0, 17439, 34, 980, 35063, 57502
685, 5, 3265, 6, 0, 15969, 32, 1173, 37052, 57502
691, 5, 2804, 8, 0, 14908, 32, 1379, 38366, 57502
697, 7, 2203, 5, 0, 13158, 35, 257, 41837, 57502
703, 6, 1902, 6, 0, 12048, 36, 482, 43022, 57502
709, 6, 1342, 6, 0, 10662, 34, 874, 44578, 57502
715, 6, 1003, 6, 0, 10006, 22, 1034, 45425, 57502
721, 3, 774, 36, 0, 9277, 25, 1102, 46285, 57502
727, 1, 534, 35, 0, 8976, 24, 1533, 46399, 57502
733, 2, 414, 45, 0, 8819, 23, 1626, 46573, 57502
739, 2, 234, 46, 0, 8396, 22, 1924, 46878, 57502
745, 2, 235, 145, 0, 8226, 23, 2250, 46621, 57502
751, 1, 186, 147, 0, 8196, 22, 2165, 46785, 57502
757, 1, 187, 250, 0, 9532, 22, 2267, 45243, 57502
763, 1, 867, 251, 0, 13063, 21, 2514, 40785, 57502
769, 1, 2300, 245, 0, 15504, 22, 2325, 37105, 57502
775, 1, 3331, 214, 0, 17238, 22, 2033, 34663, 57502
781, 0, 3740, 215, 0, 18904, 24, 1835, 32784, 57502
787, 1, 4551, 166, 0, 21205, 25, 1458, 30096, 57502
793, 1, 4981, 227, 0, 21720, 26, 1335, 29212, 57502
799, 1, 5194, 249, 0, 22376, 16, 1339, 28327, 57502
805, 0, 5121, 250, 0, 22630, 17, 1055, 28429, 57502
811, 0, 5067, 248, 0, 22423, 18, 1035, 28711, 57502
817, 0, 5018, 228, 0, 22165, 16, 825, 29250, 57502
823, 1, 4915, 230, 0, 22014, 15, 760, 29567, 57502
829, 1, 4756, 171, 0, 21341, 13, 836, 30384, 57502
835, 1, 4375, 150, 0, 19868, 11, 861, 32236, 57502
841, 0, 4043, 120, 0, 18903, 14, 954, 33468, 57502
847, 0, 2980, 212, 0, 16990, 14, 900, 36406, 57502
853, 1, 2529, 179, 0, 15529, 14, 871, 38379, 57502
859, 2, 2059, 243, 0, 14565, 14, 798, 39821, 57502
865, 1, 1430, 184, 0, 21038, 14, 5, 34830, 57502
871, 2, 740, 183, 0, 30819, 13, 3, 25742, 57502
877, 1, 520, 183, 0, 38206, 13, 3, 18576, 57502
883, 1, 470, 183, 0, 42194, 14, 3, 14637, 57502
889, 0, 280, 2, 0, 45297, 15, 3, 11905, 57502
895, 0, 230, 2, 0, 46351, 14, 3, 10902, 57502
901, 0, 201, 2, 0, 47537, 13, 5, 9744, 57502
907, 0, 151, 1, 0, 48805, 14, 5, 8526, 57502
913, 0, 151, 1, 0, 49065, 14, 34, 8237, 57502
919, 0, 131, 0, 0, 49246, 14, 34, 8077, 57502
925, 0, 102, 1, 0, 51034, 13, 34, 6318, 57502
931, 0, 83, 1, 0, 52036, 10, 34, 5338, 57502
937, 1, 213, 2, 0, 53532, 6, 36, 3712, 57502
943, 21, 356, 2, 0, 53694, 8, 36, 3385, 57502
949, 12, 482, 26, 0, 54117, 7, 49, 2809, 57502
955, 14, 583, 23, 0, 54327, 7, 54, 2494, 57502
961, 16, 583, 21, 0, 53491, 9, 23, 3359, 57502
967, 13, 681, 18, 0, 53186, 8, 27, 3569, 57502
973, 12, 681, 26, 0, 53322, 7, 30, 3424, 57502
979, 10, 652, 24, 0, 53913, 7, 39, 2857, 57502
985, 4, 642, 27, 0, 53007, 8, 17, 3797, 57502
991, 5, 610, 156, 0, 8311, 10, 660, 47750, 57502
997, 2, 580, 152, 0, 8290, 10, 687, 47781, 57502
1003, 2, 489, 150, 0, 21730, 9, 684, 34438, 57502
1009, 2, 429, 146, 0, 32298, 7, 671, 23949, 57502
1015, 2, 397, 139, 0, 8278, 9, 967, 47710, 57502
1021, 1, 371, 133, 0, 13819, 10, 946, 42222, 57502
1027, 1, 299, 128, 0, 21429, 10, 946, 34689, 57502
1033, 1, 239, 1, 0, 31192, 10, 5, 26054, 57502
1039, 1, 141, 4, 0, 36957, 10, 8, 20381, 57502
1045, 18, 91, 4, 0, 40308, 10, 103, 16968, 57502
1051, 14, 91, 18, 0, 44129, 9, 222, 13019, 57502
1057, 12, 26, 26, 0, 47307, 8, 206, 9917, 57502
1063, 14, 31, 24, 0, 48896, 6, 202, 8329, 57502
1069, 9, 25, 26, 0, 50693, 6, 157, 6586, 57502
1075, 5, 22, 27, 0, 51254, 7, 153, 6034, 57502
1081, 2, 22, 27, 0, 51865, 6, 154, 5426, 57502
1087, 2, 22, 29, 0, 52471, 5, 151, 4822, 57502
1093, 1, 22, 19, 0, 53096, 7, 75, 4282, 57502
1099, 1, 22, 13, 0, 53887, 8, 75, 3496, 57502
1105, 1, 157, 142, 0, 54334, 9, 13, 2846, 57502
1111, 1, 189, 138, 0, 54001, 10, 11, 3152, 57502
1117, 1, 189, 136, 0, 54851, 10, 9, 2306, 57502
1123, 1, 188, 146, 0, 55341, 10, 11, 1805, 57502
1129, 3, 262, 134, 0, 55275, 8, 10, 1810, 57502
1135, 3, 262, 134, 0, 55542, 9, 9, 1543, 57502
1141, 3, 262, 134, 0, 55449, 9, 8, 1637, 57502
1147, 3, 221, 134, 0, 56009, 9, 9, 1117, 57502
1153, 3, 221, 0, 0, 55136, 9, 33, 2100, 57502
1159, 2, 221, 126, 0, 10262, 10, 574, 46307, 57502
1165, 2, 222, 129, 0, 10156, 10, 550, 46433, 57502
1171, 2, 222, 127, 0, 17716, 9, 549, 38877, 57502
1177, 2, 162, 0, 0, 28854, 9, 651, 27824, 57502
1183, 1, 59, 195, 0, 9276, 8, 721, 47242, 57502
1189, 0, 59, 195, 0, 17059, 9, 720, 39460, 57502
1195, 0, 19, 193, 0, 24869, 9, 681, 31731, 57502
1201, 2, 17, 224, 0, 30874, 8, 17, 26360, 57502
1207, 0, 16, 226, 0, 36734, 9, 18, 20499, 57502
1213, 1, 15, 223, 0, 40430, 11, 19, 16803, 57502
1219, 0, 2, 223, 0, 43929, 12, 24, 13312, 57502
1225, 0, 2, 210, 0, 47203, 10, 64, 10013, 57502
1231, 0, 2, 210, 0, 48911, 12, 93, 8274, 57502
1237, 2, 2, 180, 0, 50633, 9, 93, 6583, 57502
1243, 2, 0, 181, 0, 51512, 7, 94, 5706, 57502
1249, 0, 1, 122, 0, 52028, 9, 223, 5119, 57502
1255, 0, 32, 32, 0, 53622, 8, 225, 3583, 57502
1261, 1, 32, 32, 0, 53917, 9, 220, 3291, 57502
1267, 1, 31, 1, 0, 54708, 10, 218, 2533, 57502
1273, 3, 374, 2, 0, 54509, 7, 219, 2388, 57502
1279, 1, 642, 0, 0, 53614, 9, 189, 3047, 57502
1285, 0, 768, 0, 0, 53395, 10, 313, 3016, 57502
1291, 0, 984, 0, 0, 52497, 11, 283, 3727, 57502
1297, 0, 1104, 1, 0, 52301, 11, 241, 3844, 57502
1303, 0, 1312, 1, 0, 51881, 11, 241, 4056, 57502
1309, 0, 1309, 1, 0, 50773, 11, 428, 4980, 57502
1315, 0, 1289, 0, 0, 50362, 9, 429, 5413, 57502
1321, 0, 1239, 0, 0, 52920, 10, 398, 2935, 57502
